Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,15.859,16.670,17.177,17.137,16.015,17.037,16.914,16.999,17.426,17.376,17.685,16.736,17.452,17.487,18.310,17.090,16.707,17.981,17.821,17.837,18.357,18.249,17.995,18.641,17.754,17.367,18.397,18.731,18.329,18.402,17.300,18.696,18.652,18.045,18.574,19.001,18.334,18.723,18.410,18.511,18.524,18.183,19.428,19.126,19.109
TMAX,MAMJJASO,19.476,20.749,20.922,21.055,19.340,21.144,20.963,20.780,21.282,20.773,21.431,20.673,21.060,21.322,22.113,20.625,20.237,21.603,21.641,21.875,22.153,22.337,21.456,23.015,21.470,21.596,22.269,22.441,22.002,22.510,21.242,22.521,23.017,21.831,21.858,22.666,21.808,23.145,22.354,22.312,21.928,21.945,23.230,22.837,22.671
TMAX,AMJJAS,21.280,22.413,23.320,23.055,21.228,23.384,22.900,23.211,23.223,22.303,22.954,22.477,23.150,23.560,23.842,22.358,22.477,23.312,23.822,23.868,24.281,23.720,23.017,25.589,23.362,23.668,24.363,24.609,23.872,24.826,23.453,24.792,24.718,23.916,23.344,25.004,23.967,24.953,24.685,23.947,24.246,24.186,25.356,24.379,24.659
TMAX,ONDJFM,8.974,10.445,10.871,11.242,10.550,10.571,10.898,10.711,11.912,12.422,12.567,11.333,11.066,11.599,12.183,12.010,11.265,12.442,12.319,11.264,11.970,12.946,12.779,12.027,11.564,11.931,10.986,13.946,12.410,12.064,11.657,11.643,12.736,11.948,13.381,13.210,13.118,12.672,11.757,12.837,13.378,12.239,12.319,13.714,14.228
TMAX,NDJF,7.939,7.926,9.013,9.520,8.774,8.811,8.795,9.005,10.309,9.915,10.722,8.652,9.206,10.172,9.701,10.691,9.269,10.693,10.760,9.101,9.767,11.010,9.940,9.888,10.113,9.628,8.965,12.296,10.682,9.832,9.779,9.950,10.186,10.039,11.489,11.300,11.909,10.478,9.771,10.565,11.772,10.740,10.936,11.495,12.217
TMIN,year,7.115,7.501,8.375,7.877,7.445,7.878,8.048,8.037,8.343,8.017,8.334,7.593,8.489,8.196,9.144,7.930,8.043,8.518,8.266,8.555,8.983,8.902,9.155,9.231,8.818,8.215,8.868,8.978,9.059,9.117,8.645,9.042,8.948,8.990,9.556,9.310,9.018,8.499,9.339,9.229,8.946,8.620,9.266,9.483,10.003
TMIN,MAMJJASO,9.945,10.994,11.201,11.044,9.987,10.959,11.280,10.806,11.483,10.834,11.351,10.876,11.372,11.244,11.937,10.566,10.620,11.032,11.355,11.928,11.983,12.058,11.774,12.517,11.664,11.603,11.855,11.765,11.881,12.190,11.557,11.901,12.382,11.986,11.752,12.320,11.658,11.777,12.357,12.244,11.580,11.256,12.117,12.390,13.032
TMIN,AMJJAS,11.311,12.242,13.057,12.720,11.389,12.614,12.848,12.684,13.071,12.346,12.507,12.088,12.951,12.975,13.517,12.211,12.302,12.537,13.230,13.629,13.573,12.958,13.248,14.595,12.983,13.323,13.430,13.366,13.412,14.113,13.290,13.709,13.871,13.324,13.007,13.996,13.284,13.393,14.086,13.774,13.395,13.169,13.941,13.655,14.370
TMIN,ONDJFM,1.411,2.530,3.031,3.597,2.875,3.277,3.511,2.710,4.374,3.751,3.812,3.730,2.967,3.573,4.489,4.021,3.719,4.347,4.103,2.852,3.636,5.624,4.147,4.326,4.159,4.015,3.481,5.571,4.050,4.222,4.183,4.215,3.707,4.378,5.700,5.245,5.036,4.162,3.631,4.249,5.211,4.143,3.767,5.160,6.123
TMIN,NDJF,0.488,0.368,1.578,2.137,1.545,1.763,2.005,1.682,3.164,1.529,2.663,1.210,1.313,2.342,2.789,3.193,2.588,3.307,3.219,0.994,1.867,3.990,1.878,3.155,3.043,2.203,1.818,4.292,2.692,2.701,2.986,2.960,2.002,2.755,4.346,3.876,3.933,2.540,2.245,2.570,3.992,3.399,2.950,3.678,4.489
