Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,11.749,12.141,13.266,13.178,12.174,11.788,12.407,11.901,13.225,14.381,13.963,12.838,13.437,13.063,14.170,13.951,12.017,13.890,13.178,14.039,13.760,13.426,14.082,14.708,13.401,13.959,14.416,14.418,13.598,14.023,12.586,14.925,13.890,13.158,15.156,14.737,14.384,14.694,15.675,15.109,15.842,14.165,16.268,15.606,15.173
TMAX,MAMJJASO,15.238,15.985,16.924,16.780,15.207,16.020,16.198,15.879,16.283,17.906,17.428,16.768,16.827,16.732,17.408,17.763,16.084,17.677,16.548,17.989,17.055,17.183,17.326,18.875,17.264,18.237,18.373,17.844,16.851,18.179,17.330,18.582,17.867,17.084,18.789,17.996,18.071,18.907,20.019,18.815,19.439,17.737,20.392,19.371,18.879
TMAX,AMJJAS,17.162,17.668,19.052,18.820,16.862,17.981,17.708,17.873,18.173,19.307,18.766,18.221,19.178,18.775,19.188,19.486,17.977,19.417,18.510,19.996,19.021,18.646,19.087,21.225,19.120,19.790,20.503,19.740,18.974,20.376,19.322,20.298,19.285,19.306,20.124,20.160,20.458,20.384,22.620,20.831,21.950,19.356,21.963,21.328,20.467
TMAX,ONDJFM,5.511,6.622,6.547,7.362,7.103,6.333,6.037,6.529,7.924,9.219,9.746,7.799,7.664,7.768,7.400,9.124,6.993,7.402,8.838,7.392,7.945,8.331,9.027,8.426,7.813,7.567,7.329,10.473,8.511,7.028,7.129,7.401,9.341,6.706,9.829,8.761,9.430,8.765,8.096,9.828,9.498,9.217,9.729,10.058,10.227
TMAX,NDJF,4.578,4.182,4.865,5.708,5.531,4.463,3.450,4.471,6.480,7.126,7.850,4.749,5.841,6.478,5.619,8.078,4.450,4.581,7.370,5.527,6.215,6.892,6.406,6.096,6.597,5.291,4.704,8.652,7.327,4.843,4.839,4.681,6.814,5.030,7.443,6.476,8.775,6.308,6.107,7.748,7.954,7.659,7.441,7.863,8.002
TMIN,year,4.558,4.996,5.418,5.373,4.935,3.984,4.372,4.558,6.069,5.826,5.658,4.687,5.778,5.220,6.284,5.920,4.230,5.605,5.754,6.338,6.646,5.993,6.585,5.553,5.539,5.975,6.345,6.353,5.805,5.586,4.615,6.290,5.331,4.985,6.482,5.819,5.799,5.782,5.988,5.879,6.344,5.468,6.146,6.875,7.167
TMIN,MAMJJASO,7.034,7.944,7.909,7.993,6.850,7.240,6.974,7.332,7.986,8.248,7.627,7.520,8.085,7.746,8.248,8.523,6.832,8.038,8.324,8.981,8.792,8.803,8.532,8.228,8.169,8.754,9.048,8.422,8.067,8.306,7.677,8.432,7.728,7.341,8.332,7.320,8.072,8.307,8.423,8.121,8.011,7.520,8.142,8.836,9.498
TMIN,AMJJAS,8.465,9.042,9.264,9.503,8.099,8.765,8.103,8.972,9.210,9.046,8.419,8.410,9.787,9.388,9.683,9.767,8.315,9.282,9.777,10.481,10.076,9.529,9.932,10.066,9.604,9.861,10.586,9.945,9.509,9.912,9.101,9.938,8.902,8.732,9.316,8.658,9.845,9.133,10.091,8.954,9.056,8.795,9.209,9.882,10.556
TMIN,ONDJFM,-0.152,0.804,0.457,1.917,0.803,0.201,-0.298,0.511,2.543,2.992,2.894,1.504,1.438,1.419,1.602,2.862,0.631,1.288,2.281,1.702,2.214,3.167,2.831,1.889,1.416,1.530,1.201,4.244,2.111,0.739,1.241,1.097,2.158,0.959,3.126,2.546,3.372,1.643,2.078,2.472,3.376,2.776,2.390,3.423,4.378
TMIN,NDJF,-0.810,-1.099,-0.786,0.766,-0.014,-1.555,-1.877,-0.680,1.698,1.745,1.552,-0.735,0.079,1.162,0.186,2.872,-1.019,-0.628,1.593,0.375,1.093,2.113,0.914,0.609,1.176,-0.028,-0.357,3.292,1.342,-0.687,-0.009,-0.107,0.891,0.372,2.152,1.304,3.505,0.300,0.769,1.302,2.532,1.840,1.762,2.142,3.234
TAVG,year,8.161,8.564,9.332,9.272,8.545,7.877,8.381,8.216,9.624,10.086,9.811,8.751,9.581,9.098,10.188,9.896,8.103,9.699,9.424,10.150,10.151,9.662,10.322,10.110,9.657,10.005,10.362,10.470,9.677,9.818,8.653,10.551,9.490,8.988,10.676,10.184,9.876,10.133,10.721,10.361,11.017,9.589,11.039,11.095,11.032
TAVG,MAMJJASO,11.144,11.953,12.403,12.381,11.020,11.608,11.566,11.584,12.106,13.068,12.531,12.126,12.433,12.189,12.771,13.086,11.434,12.792,12.391,13.430,12.859,12.932,12.902,13.532,12.889,13.471,13.674,13.224,12.457,13.244,12.505,13.457,12.594,12.085,13.384,12.561,12.817,13.498,14.101,13.348,13.643,12.357,14.060,13.918,14.000
TAVG,AMJJAS,12.825,13.343,14.154,14.151,12.479,13.361,12.896,13.404,13.667,14.178,13.618,13.308,14.470,14.033,14.384,14.581,13.141,14.296,14.086,15.193,14.479,14.044,14.474,15.649,14.523,14.799,15.508,14.993,14.299,15.196,14.249,15.099,13.892,13.919,14.573,14.370,14.907,14.683,16.294,14.781,15.457,13.832,15.454,15.430,15.310
TAVG,ONDJFM,2.682,3.712,3.496,4.641,3.939,3.260,2.873,3.504,5.216,6.071,6.289,4.631,4.528,4.552,4.481,5.950,3.783,4.311,5.512,4.520,5.063,5.688,5.923,5.124,4.731,4.722,4.342,7.284,5.302,3.816,4.191,4.290,5.628,3.787,6.349,5.538,6.277,4.987,4.963,5.957,6.343,5.838,5.841,6.585,7.215
