Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,9.809,11.313,12.083,12.419,11.031,10.559,11.754,10.778,11.588,12.303,12.460,11.379,12.656,12.185,13.174,11.950,10.954,11.666,12.170,12.417,13.558,12.150,13.073,12.921,11.799,12.015,12.798,13.573,13.400,13.075,11.931,13.257,13.353,12.839,14.228,14.083,13.174,13.158,14.281,14.402,13.712,12.632,13.978,14.016,15.249
TMAX,MAMJJASO,14.366,16.566,17.091,17.480,15.470,15.956,17.149,15.590,16.335,17.011,16.885,16.286,17.689,17.115,17.894,16.899,15.813,16.110,16.768,17.744,18.378,17.420,17.829,18.042,16.742,17.127,17.841,18.595,17.565,18.229,16.756,18.463,19.083,17.650,18.479,18.666,18.140,18.426,19.659,19.118,18.234,17.252,18.611,18.722,20.118
TMAX,AMJJAS,16.522,18.590,19.417,20.135,17.584,18.251,19.601,18.545,19.038,18.916,18.399,18.432,20.733,19.759,20.641,19.067,18.440,18.607,19.541,20.358,20.749,19.350,20.494,21.357,18.956,19.658,20.459,21.138,19.904,21.584,19.386,21.017,21.598,20.405,20.196,21.339,21.126,20.606,22.744,21.106,20.672,19.659,20.809,20.739,22.558
TMAX,ONDJFM,1.472,3.754,3.473,5.545,4.002,3.083,3.868,2.761,4.937,4.844,6.536,4.991,4.523,4.023,5.706,4.991,3.262,4.784,5.668,3.827,4.116,7.250,5.419,4.024,4.312,4.521,3.879,7.985,5.209,5.467,4.709,4.987,5.047,4.524,8.121,6.950,6.680,4.942,4.864,7.102,7.882,5.788,6.396,7.327,8.144
TMAX,NDJF,-0.197,0.484,0.243,3.061,1.717,-0.349,1.016,0.577,3.147,1.532,3.593,1.756,2.184,2.098,2.938,3.271,0.158,2.125,4.512,0.662,1.671,4.631,1.693,1.519,2.564,1.983,1.045,5.338,2.980,3.222,2.356,2.475,1.848,2.418,5.168,4.457,4.785,1.985,2.734,3.885,5.482,3.615,4.011,4.622,5.351
TMIN,year,1.163,2.029,2.184,2.489,1.946,1.128,1.440,1.233,2.231,2.761,2.575,1.992,2.478,1.950,3.397,2.569,1.739,2.080,2.754,3.162,3.398,2.800,3.343,2.198,2.598,2.105,2.636,3.618,3.870,3.284,2.909,3.105,3.001,3.485,4.890,4.122,3.671,3.254,4.451,4.405,4.012,3.136,4.034,4.836,5.529
TMIN,MAMJJASO,4.885,6.223,5.947,6.278,5.191,5.507,5.345,4.943,5.433,6.229,5.340,5.923,5.897,5.506,6.523,6.088,5.569,5.031,6.531,6.911,6.551,7.044,6.846,5.918,6.179,5.911,6.259,6.748,6.797,6.799,6.681,6.762,7.116,6.707,7.591,7.229,7.177,7.235,8.026,7.733,6.880,6.343,7.006,7.942,8.981
TMIN,AMJJAS,6.480,7.572,7.658,8.206,6.842,7.341,7.522,7.415,7.600,7.876,6.783,7.476,7.975,7.224,8.458,7.753,7.756,7.318,8.641,8.795,8.043,8.421,8.956,8.373,7.839,8.303,8.480,8.510,8.562,8.751,9.240,8.994,9.212,8.804,9.068,9.241,9.104,8.910,10.559,9.583,8.515,8.580,9.001,9.619,10.795
TMIN,ONDJFM,-6.393,-3.754,-4.367,-1.490,-4.119,-4.861,-4.142,-5.997,-1.607,-3.096,-2.206,-2.886,-3.297,-3.970,-1.396,-2.115,-4.676,-3.352,-2.295,-3.165,-2.996,-0.485,-2.821,-4.207,-3.203,-3.317,-4.600,0.137,-2.211,-1.742,-2.573,-3.136,-3.619,-2.374,0.100,-0.562,-0.726,-2.976,-2.040,-1.386,-0.323,-1.222,-2.067,0.002,0.955
TMIN,NDJF,-8.069,-6.589,-7.097,-3.137,-5.784,-8.092,-5.952,-7.142,-2.461,-5.031,-4.127,-5.123,-4.900,-5.518,-3.363,-3.252,-6.627,-5.150,-2.430,-5.831,-4.971,-2.255,-5.576,-6.164,-4.410,-4.817,-6.668,-0.919,-3.637,-3.463,-4.118,-4.498,-5.557,-3.678,-1.252,-1.972,-1.982,-5.505,-3.140,-3.387,-1.292,-2.501,-2.848,-1.413,-0.853
TAVG,year,5.213,6.492,6.826,7.259,6.262,5.549,6.355,5.807,6.655,7.253,7.260,6.405,7.392,6.876,8.078,7.017,6.023,6.571,7.189,7.455,8.177,7.127,7.878,7.236,6.882,6.669,7.305,8.259,8.306,7.872,7.088,7.773,7.855,7.856,9.107,8.726,8.095,7.898,8.944,8.997,8.476,7.581,8.701,9.148,10.077
