Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,10.311,10.422,11.439,11.694,11.030,9.910,10.585,9.849,11.841,12.739,12.706,11.601,12.446,10.981,11.928,11.647,10.090,11.767,11.044,12.024,12.144,11.425,12.408,12.201,11.827,12.024,12.619,12.644,12.739,12.217,10.323,12.154,11.356,11.659,13.280,12.322,12.330,12.071,12.919,12.797,13.218,12.067,13.061,12.733,12.992
TMAX,MAMJJASO,14.051,14.364,15.339,14.992,14.427,14.045,14.146,13.078,14.845,15.751,15.769,14.913,15.645,14.316,15.173,15.506,14.142,15.499,14.206,15.415,15.066,14.783,16.135,15.870,15.132,15.236,15.996,15.778,15.881,15.957,14.951,15.729,14.991,15.046,16.852,14.992,15.831,15.384,16.815,16.020,16.070,15.719,16.345,16.110,16.374
TMAX,AMJJAS,16.533,16.574,17.334,17.003,16.509,15.971,16.127,15.171,17.156,17.419,17.355,16.650,18.111,16.338,17.459,17.354,16.391,17.718,15.970,17.573,16.827,16.665,18.630,18.266,17.103,17.138,18.335,17.451,18.023,18.332,17.044,17.798,16.566,17.461,18.496,16.659,18.168,16.975,19.806,17.902,17.934,17.534,17.933,18.250,18.310
TMAX,ONDJFM,1.166,5.038,3.869,6.780,5.282,4.230,4.373,4.667,6.648,7.796,8.259,6.376,7.347,6.219,5.062,6.785,3.781,5.705,6.654,5.381,6.954,6.402,7.549,4.892,6.325,6.570,5.882,9.210,7.470,6.467,4.689,4.521,7.294,4.569,7.985,7.729,7.463,6.714,5.977,7.782,8.126,6.980,7.996,7.749,6.898
TMAX,NDJF,0.277,3.609,1.473,5.531,3.967,2.134,2.141,3.508,5.715,6.643,6.691,4.468,6.176,5.294,3.457,6.005,1.383,3.673,5.435,3.758,5.751,5.251,5.769,2.941,5.260,5.663,4.343,7.629,6.501,4.787,2.797,2.262,5.236,3.363,6.198,5.925,6.397,5.317,4.923,6.146,7.021,5.294,6.405,6.233,5.158
TMIN,year,4.627,4.480,5.016,5.455,5.261,3.650,4.166,4.026,5.752,6.199,6.424,5.444,6.006,4.928,5.834,5.051,3.869,5.383,5.564,5.903,6.693,5.636,6.597,5.909,6.168,6.127,6.862,6.861,6.508,6.204,4.205,5.681,4.993,4.835,6.631,5.762,5.518,5.664,5.870,5.887,6.150,5.158,5.784,5.737,6.351
TMIN,MAMJJASO,7.389,7.601,7.927,8.010,7.440,7.297,6.888,6.585,7.892,8.257,8.510,7.898,8.145,7.290,8.053,8.122,6.874,7.993,8.030,8.553,8.711,8.394,9.285,8.569,8.839,8.384,9.209,9.089,8.508,8.808,8.131,8.075,7.780,7.019,8.804,7.293,8.071,8.076,8.225,7.963,7.518,7.734,7.641,7.876,8.608
TMIN,AMJJAS,9.134,9.112,9.131,9.349,8.717,8.694,8.255,8.356,9.599,9.116,9.524,9.169,9.962,8.895,9.682,9.282,8.316,9.712,9.499,9.976,9.912,9.714,11.365,10.773,10.390,10.033,11.121,10.616,9.934,10.515,9.835,9.712,8.810,8.684,9.767,8.340,9.608,9.016,10.176,9.162,8.631,9.061,8.879,9.323,9.799
TMIN,ONDJFM,-2.519,0.930,-0.974,2.295,0.781,-0.199,-0.881,-0.277,2.460,3.066,3.279,1.662,2.469,1.302,0.888,2.084,-1.008,0.848,2.046,1.003,2.455,2.287,2.775,0.283,1.609,1.976,1.236,4.945,2.838,2.132,0.237,-0.484,2.104,-0.081,3.175,3.069,2.474,1.768,1.529,2.750,3.151,1.950,2.333,2.700,2.208
TMIN,NDJF,-3.193,-0.262,-3.130,1.120,-0.246,-2.325,-2.901,-1.011,1.949,2.234,1.998,0.001,1.679,0.936,-0.125,1.551,-3.199,-0.856,1.601,-0.589,1.549,1.524,1.147,-0.870,1.122,1.442,0.499,3.984,2.560,0.797,-1.126,-2.344,0.743,-0.766,2.056,1.807,1.874,0.598,0.572,1.700,2.866,0.996,1.783,1.860,0.762
TAVG,year,7.410,7.385,8.171,8.521,8.084,6.726,7.331,6.888,8.758,9.429,9.519,8.482,9.190,7.924,8.856,8.324,6.948,8.556,8.262,8.918,9.356,8.479,9.454,8.958,8.930,8.994,9.672,9.750,9.617,9.176,7.248,8.913,8.193,8.314,9.958,9.062,8.947,8.858,9.452,9.385,9.791,8.644,9.434,9.273,9.742
TAVG,MAMJJASO,10.641,10.915,11.568,11.440,10.860,10.609,10.461,9.779,11.328,11.965,12.084,11.354,11.851,10.751,11.580,11.783,10.460,11.717,11.074,11.922,11.805,11.518,12.644,12.080,11.907,11.703,12.510,12.406,12.176,12.315,11.505,11.838,11.314,11.026,12.806,11.106,11.937,11.648,12.568,11.976,11.871,11.699,11.938,11.984,12.498
TAVG,AMJJAS,12.748,12.766,13.162,13.110,12.529,12.269,12.128,11.709,13.334,13.227,13.380,12.860,13.992,12.559,13.536,13.291,12.299,13.677,12.688,13.714,13.273,13.120,14.921,14.381,13.659,13.469,14.626,13.989,13.946,14.353,13.402,13.702,12.668,13.060,14.111,12.471,13.894,12.922,15.053,13.517,13.383,13.244,13.379,13.740,14.073
TAVG,ONDJFM,-0.719,2.947,1.400,4.497,2.985,1.981,1.700,2.159,4.523,5.400,5.732,3.986,4.874,3.745,2.960,4.424,1.373,3.270,4.338,3.155,4.678,4.306,5.135,2.549,3.910,4.249,3.494,7.066,5.194,4.306,2.478,2.022,4.751,2.354,5.639,5.474,5.012,4.290,3.818,5.353,5.765,4.547,5.241,5.306,4.677
TAVG,NDJF,-1.480,1.640,-0.885,3.297,1.816,-0.130,-0.425,1.212,3.809,4.409,4.308,2.207,3.906,3.112,1.663,3.774,-0.905,1.402,3.507,1.554,3.635,3.356,3.455,1.040,3.134,3.550,2.364,5.817,4.563,2.825,0.877,0.002,3.176,1.480,4.268,3.968,4.241,3.082,2.854,4.051,5.142,3.253,4.257,4.169,3.140
RH,year,83.077,82.584,83.079,82.395,83.043,83.421,82.042,84.049,82.168,81.925,81.777,81.820,81.296,83.254,82.184,81.748,82.310,82.037,83.274,83.937,85.488,84.448,84.177,82.469,83.534,82.817,83.880,82.931,81.057,82.513,83.323,84.189,83.802,82.749,83.650,83.821,83.605,84.984,80.978,83.540,82.406,84.062,81.962,82.063,84.022
RH,MAMJJASO,81.330,82.230,81.008,81.402,80.988,82.428,80.971,83.024,80.426,79.786,79.554,80.294,78.586,81.356,79.917,80.183,80.463,79.018,81.636,82.357,84.004,83.321,82.505,79.614,81.962,81.728,82.167,81.727,78.758,79.654,81.880,81.893,81.494,79.949,80.926,81.301,81.651,83.016,77.387,80.853,78.749,81.596,78.869,78.983,81.440
RH,AMJJAS,80.892,80.989,78.786,80.741,80.163,80.887,78.821,82.504,79.268,77.859,78.273,78.681,77.227,80.250,78.909,78.716,79.039,78.292,82.103,81.318,82.985,82.343,82.029,78.579,81.000,80.681,81.318,81.357,77.815,78.766,80.964,81.050,79.819,79.528,78.894,80.037,79.786,81.648,75.156,78.823,77.379,80.110,77.393,77.088,79.946
RH,ONDJFM,87.155,84.038,85.670,86.468,83.700,86.496,85.490,84.967,87.000,84.986,85.069,85.662,84.193,85.335,87.105,84.878,85.073,86.046,84.598,86.375,86.077,88.168,86.522,86.835,86.095,84.387,86.561,85.942,83.553,86.019,86.272,85.000,87.233,86.587,87.677,88.452,87.570,87.873,87.399,87.303,87.266,88.237,86.610,87.770,87.932
