Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,12.131,12.461,13.541,13.498,12.549,12.238,12.873,12.372,13.716,14.796,14.379,13.136,13.753,13.395,14.436,14.290,12.367,14.174,13.579,14.585,14.108,13.799,14.397,14.953,13.836,14.332,14.802,14.860,14.125,14.555,13.085,15.349,14.245,13.547,15.552,15.078,14.787,15.159,15.993,15.512,16.215,14.662,16.689,16.039,15.676
TMAX,MAMJJASO,15.552,16.198,17.140,17.001,15.493,16.398,16.541,16.293,16.639,18.311,17.754,17.004,17.123,16.978,17.583,18.007,16.361,17.907,16.878,18.382,17.332,17.474,17.570,18.992,17.590,18.439,18.705,18.175,17.323,18.656,17.733,18.892,18.050,17.316,19.035,18.147,18.374,19.253,20.172,19.104,19.670,18.158,20.739,19.717,19.320
TMAX,AMJJAS,17.443,17.835,19.227,18.978,17.125,18.327,18.045,18.239,18.449,19.710,19.074,18.379,19.430,18.963,19.328,19.688,18.236,19.616,18.803,20.344,19.235,18.933,19.296,21.282,19.409,19.988,20.808,20.035,19.370,20.790,19.660,20.574,19.463,19.466,20.322,20.230,20.671,20.701,22.669,21.056,22.073,19.760,22.277,21.633,20.938
TMAX,ONDJFM,5.889,7.169,6.918,7.816,7.596,6.814,6.678,7.132,8.565,9.765,10.182,8.283,8.051,8.236,7.822,9.632,7.356,7.816,9.263,8.024,8.627,8.697,9.571,8.818,8.322,8.130,7.805,11.045,9.122,7.686,7.804,7.980,9.885,7.286,10.451,9.365,10.100,9.262,8.771,10.385,10.085,9.815,10.343,10.566,10.786
TMAX,NDJF,4.963,4.810,5.261,6.211,6.081,4.924,4.216,5.153,7.117,7.789,8.271,5.286,6.201,6.974,6.057,8.650,4.880,5.028,7.812,6.229,6.981,7.284,7.032,6.572,7.139,5.966,5.283,9.263,7.975,5.495,5.524,5.361,7.475,5.715,8.191,7.209,9.467,6.870,6.851,8.360,8.615,8.287,8.116,8.410,8.631
TMIN,year,4.982,5.392,5.805,5.778,5.385,4.596,4.993,5.197,6.656,6.383,6.169,5.175,6.257,5.708,6.711,6.381,4.668,6.040,6.243,6.911,7.092,6.480,6.995,5.991,6.082,6.483,6.904,7.031,6.504,6.204,5.191,6.873,5.926,5.544,7.114,6.396,6.421,6.492,6.598,6.508,6.991,6.038,6.689,7.452,7.682
TMIN,MAMJJASO,7.418,8.245,8.278,8.358,7.290,7.816,7.509,7.940,8.508,8.802,8.126,7.982,8.573,8.175,8.687,8.965,7.256,8.461,8.761,9.427,9.212,9.221,8.942,8.604,8.639,9.170,9.561,9.057,8.719,8.901,8.251,8.983,8.294,7.860,8.992,7.860,8.672,9.003,8.997,8.749,8.676,8.099,8.706,9.433,9.946
TMIN,AMJJAS,8.856,9.328,9.623,9.862,8.545,9.326,8.640,9.596,9.710,9.572,8.907,8.864,10.261,9.806,10.100,10.226,8.703,9.671,10.158,10.886,10.443,9.991,10.308,10.412,10.059,10.266,11.096,10.538,10.141,10.460,9.626,10.468,9.461,9.231,9.969,9.202,10.427,9.795,10.668,9.569,9.780,9.331,9.801,10.472,11.025
TMIN,ONDJFM,0.240,1.363,0.886,2.321,1.305,0.667,0.478,1.218,3.159,3.640,3.448,2.023,1.959,1.946,2.084,3.375,1.025,1.775,2.837,2.349,2.918,3.559,3.461,2.343,1.969,2.151,1.781,4.904,2.930,1.443,1.901,1.753,2.764,1.558,3.799,3.129,4.029,2.331,2.764,3.177,3.979,3.305,2.999,3.917,4.927
TMIN,NDJF,-0.358,-0.446,-0.355,1.208,0.496,-1.071,-1.009,0.043,2.366,2.455,2.049,-0.177,0.583,1.696,0.693,3.369,-0.609,-0.160,2.103,1.102,1.838,2.509,1.619,1.092,1.740,0.690,0.244,3.986,2.168,0.074,0.575,0.583,1.492,0.946,2.857,1.858,4.205,1.001,1.453,2.001,3.143,2.363,2.358,2.641,3.778
