Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,16.752,17.378,17.235,17.057,17.099,17.803,17.462,17.207,17.522,17.537,18.206,16.505,17.174,17.871,18.560,17.197,16.718,17.106,17.776,18.130,18.043,18.194,17.750,17.725,17.629,16.813,17.103,17.975,17.987,17.681,18.067,17.536,18.415,18.533,18.195,18.339,18.448,18.390,18.656,18.573,18.595,18.413,18.524,18.945,20.143
TMAX,MAMJJASO,20.593,21.976,21.210,21.233,20.984,21.742,21.728,20.917,22.014,21.408,22.232,20.718,21.256,22.283,22.897,20.971,20.334,20.542,21.873,22.393,22.193,23.009,21.331,21.972,21.522,20.755,21.100,21.912,21.854,21.174,21.444,21.300,23.123,22.459,21.472,21.838,22.175,22.688,22.740,22.599,22.162,22.008,22.063,22.351,24.284
TMAX,AMJJAS,22.666,23.523,23.602,23.415,22.882,24.557,24.251,24.076,24.640,23.458,23.806,22.405,23.138,24.297,24.996,23.222,23.326,22.925,24.444,24.627,24.713,24.405,23.154,24.463,23.320,22.930,23.283,24.157,23.821,23.433,23.851,23.823,25.241,24.621,23.465,24.399,24.459,24.732,24.844,24.197,24.037,24.809,24.660,23.989,26.545
TMAX,ONDJFM,7.499,11.327,11.082,11.169,10.400,11.156,11.438,10.087,11.033,10.909,11.992,11.466,10.346,11.220,12.471,11.682,9.643,11.733,11.022,10.862,11.014,13.258,11.523,10.876,11.523,11.629,10.518,12.147,11.523,11.487,12.328,12.300,10.301,12.720,13.120,11.548,13.457,11.537,12.550,12.047,13.348,12.990,11.019,13.562,14.479
TMAX,NDJF,6.089,8.730,8.881,9.106,8.837,8.829,10.183,8.997,9.752,8.353,9.843,8.953,8.108,8.841,9.684,9.890,8.197,11.001,10.078,8.423,8.543,11.180,8.652,9.007,9.552,9.350,8.603,10.592,9.267,9.869,10.820,11.473,8.180,10.543,11.433,10.198,12.495,9.078,10.585,9.536,11.387,11.578,10.240,11.970,12.609
TMIN,year,6.836,7.142,7.255,6.908,7.306,7.422,7.269,7.373,7.262,7.012,7.480,6.791,6.794,7.053,8.262,7.327,7.489,7.057,7.445,7.587,6.788,7.489,7.536,7.650,7.504,7.573,7.626,8.054,8.155,8.333,8.594,7.440,8.093,8.359,8.437,8.015,8.321,7.683,8.810,8.450,8.003,8.051,8.119,8.861,9.669
TMIN,MAMJJASO,9.566,10.474,10.190,9.904,9.770,10.054,10.466,9.731,10.481,10.184,10.316,10.135,10.227,10.237,11.351,9.897,9.874,9.362,10.410,10.760,9.863,10.890,10.385,10.586,10.626,10.767,11.155,11.106,11.182,11.000,11.103,10.529,11.677,11.281,10.808,11.235,11.511,10.777,11.996,11.264,10.864,10.645,10.837,11.747,12.953
TMIN,AMJJAS,10.852,11.615,11.767,11.763,11.010,11.880,12.041,11.853,12.465,11.767,11.773,11.305,11.719,11.813,12.822,11.727,11.825,11.171,12.549,12.539,11.725,12.127,11.978,12.625,12.054,12.582,12.665,12.766,12.777,12.885,12.889,12.537,13.387,12.955,12.359,12.863,13.272,12.561,13.697,12.802,12.441,12.649,13.038,13.186,14.871
TMIN,ONDJFM,-0.126,3.042,2.595,2.325,3.149,3.139,3.518,1.687,3.363,1.618,2.208,3.244,1.293,1.850,4.054,3.343,2.649,3.028,2.657,2.299,1.777,4.004,1.872,2.491,2.923,3.008,2.505,3.254,3.061,3.539,4.171,3.889,1.316,4.248,4.218,3.263,4.043,2.556,3.579,3.101,4.117,3.838,2.422,4.272,5.236
TMIN,NDJF,-1.176,1.124,0.956,0.561,2.309,1.495,2.754,0.925,2.457,-0.581,0.824,1.515,-0.683,-0.196,2.652,1.737,2.042,2.433,2.357,0.631,0.304,2.391,-0.195,1.748,1.271,1.375,0.791,1.514,1.178,2.685,3.175,3.062,-0.378,2.622,3.128,2.040,2.588,0.578,2.383,1.431,2.789,3.060,1.663,3.254,3.717
TAVG,year,11.807,12.202,12.103,11.834,12.109,12.574,12.349,12.113,12.325,12.147,12.663,11.498,11.934,12.307,13.339,12.228,12.081,12.042,12.976,13.166,12.694,13.227,12.895,12.994,12.825,12.441,12.499,13.314,13.204,13.145,13.543,12.536,13.179,13.418,13.263,13.014,13.366,13.004,13.665,13.512,13.274,13.294,13.404,13.836,14.717
TAVG,MAMJJASO,15.107,16.167,15.551,15.417,15.303,15.901,16.118,15.134,16.191,15.674,16.074,15.261,15.651,16.078,17.102,15.442,15.117,14.924,16.737,17.098,16.575,17.580,16.319,16.839,16.527,16.166,16.452,16.979,16.818,16.343,16.610,16.079,17.398,16.920,16.132,16.484,16.905,16.776,17.362,16.982,16.582,16.493,16.631,17.067,18.415
TAVG,AMJJAS,16.792,17.582,17.535,17.431,16.889,18.228,18.171,17.790,18.502,17.509,17.617,16.744,17.346,17.912,18.969,17.487,17.615,17.030,19.266,19.254,18.961,19.072,18.184,19.270,18.296,18.245,18.403,19.052,18.714,18.462,18.821,18.390,19.366,18.926,17.924,18.622,18.949,18.758,19.294,18.645,18.378,18.965,19.070,18.632,20.478
TAVG,ONDJFM,3.804,7.063,6.732,6.533,6.674,7.023,7.442,5.771,6.989,6.210,6.928,7.166,5.777,6.363,8.103,7.342,6.133,7.249,6.851,6.508,6.306,8.427,6.629,6.608,7.140,7.256,6.426,7.698,7.166,7.431,8.218,8.037,5.633,8.285,8.483,7.323,8.454,6.895,7.868,7.448,8.538,8.259,6.661,8.810,9.619
TAVG,NDJF,2.564,4.857,4.828,4.620,5.468,5.035,6.382,4.844,5.899,3.873,5.139,5.120,3.715,4.216,6.097,5.614,5.104,6.529,6.222,4.387,4.259,6.510,4.084,5.239,5.246,5.212,4.540,5.995,5.030,6.151,6.887,7.182,3.683,6.375,7.082,6.024,7.142,4.638,6.255,5.359,6.917,7.107,5.867,7.426,7.922
RH,year,72.953,70.853,72.007,71.282,72.237,69.353,69.921,70.510,69.297,68.209,67.646,71.826,67.407,66.803,68.986,70.020,71.968,69.484,69.510,70.721,66.751,66.578,71.247,69.039,69.804,69.017,68.800,66.240,69.619,71.717,70.957,68.053,67.972,68.924,72.780,70.752,73.767,71.146,71.135,70.770,71.493,67.293,72.003,76.409,72.331
RH,MAMJJASO,70.825,67.420,69.831,68.164,68.298,65.213,65.978,66.234,64.334,65.476,63.334,69.763,65.177,62.404,63.989,65.376,67.173,64.622,65.170,66.750,61.544,61.226,67.300,63.506,66.537,66.839,66.066,62.054,66.868,68.838,69.248,65.315,64.120,65.529,69.019,68.903,71.508,67.706,70.001,68.595,70.150,63.275,68.301,74.249,70.419
RH,AMJJAS,68.314,64.953,67.822,67.048,65.996,62.189,62.673,62.663,62.194,63.519,61.797,67.861,63.226,60.196,60.691,63.819,63.553,63.025,63.095,64.302,57.918,59.842,65.489,61.241,63.801,65.126,63.795,59.776,65.091,67.194,67.307,64.515,63.195,63.337,68.519,66.839,70.705,67.170,68.254,68.214,68.715,61.784,67.640,73.440,67.403
RH,ONDJFM,77.611,77.482,75.453,75.759,79.425,76.573,77.983,75.428,78.901,72.973,71.374,78.007,71.981,72.117,77.281,77.050,77.697,76.668,76.894,76.484,75.655,76.264,72.871,77.776,76.649,74.951,73.195,73.099,73.530,75.027,75.183,74.299,71.218,75.556,73.739,74.120,78.748,75.104,75.480,73.515,73.667,73.307,74.367,79.320,76.507
RH,NDJF,76.557,77.873,76.240,76.617,81.339,77.269,79.989,76.350,80.424,74.428,74.220,79.263,72.613,72.290,81.082,78.335,80.228,79.177,80.560,77.619,78.028,78.782,75.840,81.070,78.533,75.437,74.186,73.870,75.610,75.884,76.427,74.346,73.852,77.723,77.186,75.254,79.612,76.827,75.893,74.925,74.480,74.789,77.501,81.142,77.174
RHmin,year,54.826,52.490,53.686,52.545,54.374,51.558,52.174,52.753,51.398,49.666,49.263,53.526,49.522,48.669,51.237,52.533,55.276,52.000,52.586,52.943,48.765,49.983,53.695,52.576,52.651,53.385,52.510,50.635,52.615,55.054,54.470,50.975,50.280,51.265,54.775,51.902,54.846,52.264,53.181,52.729,52.463,50.254,53.421,56.666,52.940
RHmin,MAMJJASO,51.856,48.224,50.645,48.696,49.461,46.962,48.104,47.685,46.162,47.044,44.522,51.015,47.180,43.810,46.059,47.478,49.925,46.837,48.485,49.313,44.591,44.927,50.480,47.438,49.973,51.296,50.656,47.013,50.108,52.157,52.496,48.505,46.483,47.800,50.835,50.898,52.992,48.434,51.429,49.716,50.959,46.392,50.022,54.918,50.547
RHmin,AMJJAS,48.942,46.222,48.105,47.565,46.974,43.390,44.352,43.890,43.913,45.158,43.428,49.062,45.379,41.962,43.241,45.995,45.863,45.044,47.118,47.382,41.823,44.289,49.394,45.741,47.968,49.882,48.346,44.948,48.827,50.713,50.566,47.488,45.648,45.880,49.963,48.235,51.817,47.979,49.835,49.813,49.803,44.501,49.271,54.304,48.064
RHmin,ONDJFM,61.511,59.768,58.073,57.142,63.399,59.699,61.367,57.873,61.578,54.729,52.577,60.204,54.297,53.668,59.675,59.176,62.930,58.364,59.893,58.654,56.684,57.059,54.204,60.111,58.765,57.555,56.957,55.778,56.353,58.391,58.585,57.634,53.389,57.689,56.033,57.451,58.244,56.811,56.928,55.515,55.273,55.319,57.091,59.403,56.848
RHmin,NDJF,61.125,61.272,59.508,58.084,66.009,61.142,63.312,59.042,63.337,56.214,55.505,62.436,55.052,54.310,65.072,60.248,66.341,60.279,63.792,60.342,59.648,59.189,57.098,64.241,60.164,58.510,57.632,55.779,58.038,60.118,60.002,57.479,55.753,59.944,59.270,58.398,57.522,58.452,58.144,57.812,56.644,57.170,59.260,61.279,57.703
PREC,year,675.696,641.602,635.537,591.289,495.379,508.459,576.401,615.747,502.450,378.639,477.712,534.321,397.669,447.852,554.135,541.275,586.593,460.004,473.731,562.419,326.555,451.027,695.617,608.020,518.043,457.791,357.443,440.384,367.910,607.895,484.198,384.623,489.269,486.592,679.296,630.593,575.851,569.485,658.231,726.050,501.935,682.681,456.672,576.716,578.004
PREC,MAMJJASO,357.077,235.062,316.459,293.005,215.444,200.797,258.794,305.627,175.484,244.547,194.883,299.929,249.558,189.086,223.636,231.563,264.353,220.451,199.047,224.807,138.127,175.667,438.420,298.659,244.120,177.108,207.404,263.656,179.794,284.371,298.181,232.031,219.570,167.004,420.099,385.561,361.468,212.289,301.736,247.441,311.496,296.975,204.908,292.431,246.533
PREC,AMJJAS,187.481,136.686,189.598,216.622,134.861,78.849,153.623,138.906,80.164,152.451,138.335,204.931,172.797,125.590,124.127,158.597,132.892,109.560,127.219,106.535,69.025,151.804,303.992,173.032,162.123,108.578,123.757,141.755,135.194,136.214,132.215,123.439,146.158,88.249,249.960,176.031,210.759,132.960,210.798,190.767,199.331,93.040,136.908,230.778,172.989
PREC,ONDJFM,198.982,491.333,465.935,404.137,495.186,350.566,463.718,385.821,433.379,297.688,200.237,463.596,227.631,285.899,383.070,457.637,402.551,333.512,351.088,464.605,330.511,275.987,288.991,494.458,384.051,366.759,330.093,170.140,272.311,420.235,365.273,307.185,311.514,417.348,326.171,564.367,375.003,345.073,523.686,408.699,412.535,427.170,508.417,317.675,360.740
PREC,NDJF,124.644,368.067,331.767,307.362,375.145,262.143,381.032,235.954,288.003,230.319,144.107,364.381,147.643,195.087,347.102,306.563,328.445,235.648,247.722,340.345,272.423,211.305,217.982,396.949,245.901,282.735,255.325,89.252,165.824,339.730,252.844,138.585,217.077,320.113,217.212,361.027,183.949,238.568,415.899,374.678,309.247,335.027,305.498,248.283,282.362
SRAD,year,5532.361,5594.445,5414.644,5320.326,5223.814,5468.039,5152.614,5062.423,4950.070,5274.107,5282.440,5330.974,5034.625,5248.194,5695.916,5568.937,5396.967,5654.615,5604.009,5592.616,5795.779,5638.818,5393.515,5600.246,5544.443,5606.849,5635.490,5716.625,5788.433,5520.049,5346.304,5530.494,5828.001,5582.650,5009.648,5416.904,5340.959,5714.878,4582.694,4914.662,5354.445,5386.390,5131.868,4950.290,4931.597
SRAD,MAMJJASO,4673.172,4783.649,4567.661,4498.124,4464.247,4636.837,4369.788,4347.231,4183.555,4349.278,4420.436,4459.381,4151.886,4404.993,4785.060,4672.638,4567.776,4754.521,4684.101,4706.760,4817.161,4771.835,4473.420,4738.963,4677.515,4703.098,4685.645,4797.210,4861.620,4658.287,4479.361,4601.062,4943.252,4719.928,4227.837,4480.873,4410.670,4833.854,3834.475,4167.128,4415.132,4501.420,4206.505,4050.719,4080.986
SRAD,AMJJAS,3937.491,3969.788,3852.392,3707.751,3753.710,3918.858,3703.573,3698.108,3480.202,3600.572,3625.574,3757.114,3500.251,3675.367,3945.768,3831.397,3852.509,3930.144,3867.439,3887.806,3989.069,3899.134,3678.858,3944.038,3860.037,3868.832,3903.020,4049.211,4031.490,3890.630,3777.967,3846.344,4085.572,3914.421,3512.790,3838.162,3670.513,3971.983,3196.223,3391.059,3665.248,3806.262,3377.649,3233.529,3289.785
SRAD,ONDJFM,850.014,1614.211,1582.003,1652.129,1422.539,1513.003,1493.382,1467.358,1415.164,1618.955,1711.617,1540.232,1582.662,1562.931,1631.212,1724.159,1619.190,1748.644,1721.346,1662.359,1789.489,1723.116,1771.324,1663.022,1660.702,1716.453,1688.934,1763.852,1685.141,1662.744,1603.614,1615.715,1753.308,1642.652,1655.343,1428.320,1701.118,1691.179,1553.739,1506.790,1608.847,1632.014,1607.421,1746.735,1716.573
SRAD,NDJF,465.392,816.511,826.031,892.410,723.413,810.228,778.272,770.591,756.261,881.370,904.898,834.098,888.794,881.872,806.423,952.850,820.681,942.589,912.271,864.562,924.431,929.120,933.945,820.484,895.157,867.376,906.256,983.478,918.601,844.598,847.658,930.970,904.630,868.267,844.467,777.927,994.098,912.507,803.139,785.886,861.305,880.756,892.970,919.404,913.812
WIND,year,2.187,2.271,2.306,2.250,2.312,2.248,2.274,2.298,2.277,2.110,2.150,2.159,2.150,2.123,2.230,2.281,2.234,2.150,2.249,2.168,2.136,2.313,2.169,2.190,2.197,2.183,2.139,2.125,2.012,2.114,2.103,1.983,2.035,2.052,1.929,1.920,1.983,2.091,1.985,2.052,1.974,1.955,1.927,1.946,1.955
WIND,MAMJJASO,2.184,2.169,2.330,2.332,2.320,2.244,2.226,2.352,2.253,2.157,2.193,2.209,2.192,2.218,2.232,2.268,2.234,2.213,2.347,2.126,2.202,2.340,2.203,2.169,2.207,2.221,2.225,2.167,2.074,2.092,2.086,2.059,2.100,2.074,1.932,1.967,2.016,2.123,2.013,2.047,2.025,1.953,1.999,1.962,2.023
WIND,AMJJAS,2.135,2.165,2.236,2.351,2.317,2.284,2.264,2.365,2.191,2.150,2.188,2.241,2.159,2.241,2.326,2.247,2.245,2.223,2.355,2.112,2.235,2.365,2.194,2.150,2.228,2.259,2.216,2.179,2.060,2.080,2.079,2.072,2.156,2.071,1.935,1.994,2.048,2.180,1.965,2.083,2.018,1.991,2.029,1.927,2.012
WIND,ONDJFM,2.249,2.308,2.345,2.321,2.257,2.317,2.213,2.273,2.325,2.055,2.085,2.140,2.091,2.054,2.176,2.323,2.118,2.094,2.149,2.223,2.046,2.193,2.234,2.184,2.225,2.101,2.114,2.050,1.992,2.057,2.156,1.993,1.893,2.046,1.965,1.916,1.881,1.914,2.020,1.967,1.977,1.935,1.864,1.854,2.012
WIND,NDJF,2.235,2.317,2.275,2.254,2.264,2.302,2.308,2.295,2.248,2.022,2.049,2.095,2.016,1.974,2.270,2.270,2.180,2.034,2.051,2.219,2.026,2.168,2.234,2.215,2.197,2.114,2.042,1.931,1.922,2.069,2.211,1.949,1.868,2.016,1.968,1.927,1.842,1.891,2.019,1.931,2.005,1.903,1.855,1.819,1.948
VPD,year,0.488,0.548,0.516,0.510,0.524,0.598,0.576,0.578,0.615,0.567,0.619,0.502,0.583,0.643,0.644,0.556,0.535,0.560,0.601,0.579,0.656,0.673,0.552,0.624,0.570,0.544,0.579,0.673,0.590,0.537,0.553,0.592,0.654,0.612,0.516,0.554,0.498,0.572,0.545,0.569,0.537,0.659,0.546,0.482,0.615
VPD,MAMJJASO,0.622,0.716,0.659,0.658,0.684,0.782,0.755,0.758,0.826,0.725,0.805,0.648,0.743,0.847,0.858,0.728,0.707,0.732,0.791,0.762,0.870,0.897,0.717,0.837,0.735,0.686,0.747,0.878,0.753,0.682,0.681,0.751,0.863,0.783,0.659,0.696,0.631,0.747,0.676,0.715,0.664,0.847,0.702,0.611,0.783
VPD,AMJJAS,0.728,0.817,0.772,0.750,0.780,0.926,0.893,0.922,0.969,0.835,0.910,0.736,0.851,0.968,1.012,0.837,0.858,0.847,0.933,0.889,1.043,0.998,0.826,0.982,0.852,0.789,0.871,1.022,0.871,0.791,0.800,0.862,0.977,0.907,0.740,0.822,0.718,0.841,0.773,0.792,0.757,0.990,0.805,0.684,0.941
VPD,ONDJFM,0.191,0.260,0.283,0.268,0.236,0.279,0.264,0.264,0.235,0.298,0.327,0.262,0.294,0.316,0.299,0.271,0.242,0.260,0.259,0.264,0.271,0.308,0.332,0.244,0.277,0.290,0.295,0.310,0.311,0.292,0.300,0.308,0.310,0.320,0.339,0.288,0.267,0.285,0.299,0.317,0.339,0.335,0.288,0.272,0.325
VPD,NDJF,0.182,0.212,0.227,0.221,0.187,0.217,0.213,0.227,0.196,0.226,0.250,0.199,0.232,0.258,0.196,0.218,0.183,0.219,0.202,0.209,0.201,0.233,0.232,0.183,0.211,0.239,0.242,0.267,0.237,0.254,0.256,0.295,0.237,0.240,0.263,0.244,0.241,0.217,0.251,0.254,0.279,0.293,0.236,0.219,0.270
FWI_FD,year,5.578,6.700,6.257,5.695,7.582,8.787,7.515,7.291,8.774,6.989,8.756,5.687,7.579,9.623,8.849,6.699,6.961,7.701,7.746,7.144,9.402,9.373,5.155,6.615,6.700,7.285,7.961,9.203,8.186,6.164,6.677,8.140,9.116,8.557,5.830,6.047,5.523,7.330,6.085,6.418,6.252,8.417,6.708,5.626,7.268
FWI_FD,MAMJJASO,8.087,9.688,8.729,8.198,10.531,12.742,10.630,10.659,12.899,9.551,12.456,8.216,10.333,13.577,12.843,9.650,9.903,11.002,10.924,10.151,13.121,13.072,7.154,9.566,9.386,9.986,10.720,12.705,11.141,8.710,9.160,10.677,12.858,11.896,8.225,8.209,7.633,10.459,8.167,9.278,8.278,11.982,9.437,7.836,10.113
FWI_FD,AMJJAS,9.978,11.343,10.869,9.381,11.887,15.239,12.564,13.515,15.177,11.823,13.758,9.341,12.028,15.428,15.600,11.294,12.713,13.107,13.332,11.954,16.391,13.896,8.798,11.602,11.212,11.975,13.233,14.979,13.225,10.952,11.410,12.874,14.754,14.271,10.009,10.611,9.389,12.162,9.327,10.710,9.977,14.780,11.046,8.677,12.477
FWI_FD,ONDJFM,0.335,1.305,2.057,1.717,1.731,3.298,2.327,2.410,1.129,3.001,2.882,2.369,2.707,2.880,3.472,2.010,1.809,1.786,2.343,1.698,2.407,3.024,4.688,0.872,1.746,2.259,2.454,3.885,2.780,2.399,1.797,1.980,3.289,3.294,3.228,1.008,1.550,1.831,2.225,3.057,2.040,2.603,1.784,2.403,2.708
FWI_FD,NDJF,0.275,0.469,0.842,1.085,0.521,1.640,0.640,1.231,0.484,1.119,1.637,0.542,1.105,1.969,0.976,0.806,0.515,1.429,0.990,0.948,1.002,2.000,2.191,0.450,0.785,1.351,1.651,3.526,1.288,1.684,1.287,1.815,2.540,1.637,1.986,0.590,1.687,1.137,0.970,1.771,0.882,1.968,1.024,1.308,1.304
FWI_3+,year,54.875,61.508,60.810,35.233,69.245,101.126,75.125,78.260,96.745,57.254,83.628,44.246,68.191,106.506,102.849,57.059,71.593,76.469,73.408,64.713,95.721,102.767,39.932,61.865,59.376,56.528,71.019,87.290,77.603,50.204,51.144,71.346,90.857,81.737,43.785,44.921,34.900,62.215,38.119,53.564,43.139,75.624,53.337,40.338,63.464
FWI_3+,MAMJJASO,54.795,61.149,60.071,35.158,68.416,100.774,74.950,78.201,96.727,57.036,83.429,44.228,67.141,105.385,102.847,56.982,71.418,76.340,72.813,63.924,94.851,100.277,39.902,61.719,59.161,55.558,70.449,86.969,76.439,50.186,50.781,70.203,89.797,80.370,43.522,44.824,34.378,61.794,35.453,53.406,42.736,75.085,52.630,39.808,62.910
FWI_3+,AMJJAS,53.345,56.447,58.660,31.952,61.134,89.942,69.164,76.816,88.388,56.545,74.597,39.932,62.792,92.691,96.565,54.757,71.103,70.771,70.725,59.549,92.722,81.885,39.551,58.368,56.689,54.250,69.813,80.471,75.000,49.128,49.327,66.815,81.572,75.954,43.001,44.437,32.982,56.998,31.658,51.021,41.281,71.124,48.599,34.993,61.979
FWI_3+,ONDJFM,0.003,1.535,5.061,2.161,3.289,8.085,11.269,5.885,1.456,8.360,1.352,8.363,4.350,5.373,13.806,6.283,2.302,0.493,5.711,2.667,5.165,3.790,20.291,0.180,3.504,2.683,2.289,1.643,6.470,2.511,1.158,1.755,4.591,9.219,5.973,0.594,0.522,1.930,5.176,6.430,2.544,1.962,4.395,4.737,5.393
FWI_3+,NDJF,0.002,0.080,0.365,0.732,0.093,0.810,0.386,0.150,0.061,0.023,0.244,0.156,0.019,1.050,1.121,0.002,0.077,0.175,0.134,0.591,0.790,0.869,2.490,0.029,0.146,0.216,0.973,0.773,0.115,1.166,0.043,0.340,1.161,1.043,1.493,0.131,0.100,0.518,0.444,2.643,0.158,0.436,0.505,0.707,0.550
FWI_4+,year,4.238,7.911,6.919,3.950,11.790,24.805,12.859,18.081,26.817,7.531,17.719,5.763,15.048,29.388,24.782,7.838,15.467,11.290,20.617,9.621,31.583,17.719,7.242,8.780,8.382,8.069,15.835,30.593,16.280,9.475,9.873,18.112,24.552,16.522,9.095,9.829,4.473,14.023,3.914,7.899,8.301,28.805,10.968,6.609,18.763
FWI_4+,MAMJJASO,4.238,7.817,6.755,3.950,11.779,24.723,12.857,18.081,26.815,7.513,17.704,5.762,14.892,29.317,24.782,7.838,15.464,11.290,20.572,9.437,31.436,17.616,7.241,8.760,8.378,8.050,15.822,30.587,16.238,9.475,9.847,18.017,24.509,16.382,9.091,9.828,4.441,13.994,3.761,7.882,8.295,28.744,10.883,6.591,18.726
FWI_4+,AMJJAS,3.928,7.313,6.351,3.712,11.135,24.089,12.740,17.542,26.137,7.475,17.007,4.834,14.328,28.178,24.489,7.768,15.447,10.985,20.395,9.199,31.209,16.484,7.237,8.129,8.173,7.986,15.807,29.377,16.207,9.377,9.725,17.698,23.605,15.999,9.078,9.796,4.285,12.913,3.513,7.660,8.082,27.597,10.089,6.141,18.666
FWI_4+,ONDJFM,0.000,0.310,0.597,0.567,0.239,0.655,0.718,0.117,0.541,0.678,0.059,0.708,0.928,0.721,1.210,0.293,0.071,0.020,0.305,0.222,0.422,0.398,1.210,0.005,0.651,0.209,0.083,0.040,1.205,0.072,0.099,0.149,0.411,0.947,0.529,0.013,0.035,0.185,1.109,0.401,0.239,0.223,1.206,0.879,0.468
FWI_4+,NDJF,0.000,0.000,0.094,0.163,0.000,0.011,0.084,0.000,0.002,0.000,0.017,0.015,0.000,0.156,0.071,0.000,0.001,0.003,0.000,0.045,0.184,0.146,0.103,0.000,0.021,0.004,0.019,0.019,0.001,0.042,0.000,0.027,0.093,0.043,0.143,0.001,0.000,0.032,0.028,0.153,0.017,0.006,0.061,0.085,0.018
FWI_5+,year,0.137,0.281,0.120,0.170,0.244,0.652,0.274,0.916,0.687,0.177,0.378,0.229,0.224,0.530,0.239,0.050,0.191,0.090,0.556,0.049,1.656,0.155,0.139,0.051,0.144,0.055,1.056,1.992,0.134,0.254,0.190,0.580,2.313,0.579,0.569,0.895,0.175,1.373,0.146,0.376,0.305,5.250,0.714,0.620,2.231
