Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,9.672,10.734,11.242,11.989,10.167,10.407,10.863,10.417,11.226,11.921,11.921,10.633,12.041,11.321,12.591,10.967,9.867,11.457,11.624,11.377,12.485,11.466,12.258,12.400,11.014,10.721,11.713,12.412,12.031,11.656,10.432,12.643,12.061,11.423,12.632,12.975,12.186,12.344,12.953,12.987,12.755,11.887,13.181,13.138,13.850
TMAX,MAMJJASO,13.672,15.447,15.406,16.469,14.003,15.164,15.546,14.541,15.316,15.520,15.923,14.939,16.170,15.511,16.552,15.219,14.049,15.266,15.593,15.960,16.732,16.140,16.074,17.185,15.265,15.554,16.030,16.603,15.774,16.291,15.002,17.015,17.095,15.835,16.307,16.634,16.147,17.138,17.790,17.284,16.518,15.974,17.389,17.389,18.046
TMAX,AMJJAS,15.574,17.188,17.669,18.610,15.806,17.473,17.761,17.174,17.695,16.716,17.230,16.719,18.999,17.900,18.598,16.994,16.397,17.391,17.947,18.004,18.971,17.468,18.015,20.083,17.253,17.590,18.165,19.039,17.846,19.129,17.405,19.289,19.046,18.284,17.653,19.103,18.780,18.809,20.564,19.039,18.890,18.110,19.115,18.960,20.024
TMAX,ONDJFM,2.492,3.967,4.002,5.531,4.232,3.822,3.468,3.696,5.108,6.458,7.332,5.030,4.813,4.741,5.574,5.513,3.583,5.301,5.871,4.371,4.737,6.342,6.163,5.017,4.451,4.479,3.408,7.901,5.176,4.406,4.130,4.699,5.485,4.192,6.987,6.491,6.969,5.593,4.741,6.682,7.344,5.749,6.276,7.174,8.179
TMAX,NDJF,1.010,0.919,1.544,3.467,2.023,1.290,0.842,1.862,3.694,3.742,4.880,1.755,2.946,3.481,2.840,4.337,0.771,3.099,4.756,1.694,2.296,3.945,2.851,2.416,3.141,1.849,0.656,5.874,3.557,1.991,1.898,2.405,2.502,2.182,4.439,4.280,5.996,3.092,2.446,3.890,5.396,3.966,4.147,4.417,5.457
TMIN,year,1.392,1.929,2.473,2.491,1.662,1.487,1.748,1.867,2.566,2.828,2.480,1.918,3.060,2.491,3.709,2.505,1.675,2.677,2.860,2.981,3.516,2.778,3.649,2.769,2.573,2.178,2.853,3.454,3.381,3.182,2.326,3.240,3.024,3.132,4.323,3.866,3.587,3.202,4.152,3.966,3.659,2.819,4.026,4.309,5.044
TMIN,MAMJJASO,4.681,5.875,5.843,6.084,4.590,5.307,5.524,5.150,5.738,5.988,5.585,5.650,6.211,5.806,6.605,5.843,5.144,5.513,6.208,6.707,6.769,6.544,6.565,6.443,5.908,5.933,6.337,6.467,6.292,6.806,6.021,6.512,6.791,6.353,6.911,6.799,6.711,6.946,7.580,7.262,6.538,5.853,7.164,7.517,8.451
TMIN,AMJJAS,6.277,7.288,7.594,7.859,6.228,7.090,7.372,7.410,7.419,7.395,6.779,7.063,8.237,7.686,8.314,7.548,7.071,7.194,8.087,8.413,8.294,7.581,8.396,8.796,7.534,7.887,8.331,8.270,8.095,8.874,8.146,8.518,8.452,8.299,8.219,8.723,8.647,8.417,9.809,8.911,8.388,7.795,8.947,9.037,9.977
TMIN,ONDJFM,-4.736,-3.727,-3.667,-1.842,-3.765,-3.709,-3.902,-4.382,-1.758,-1.455,-1.936,-2.858,-2.642,-2.694,-1.655,-1.873,-3.704,-2.074,-1.854,-2.672,-2.605,-0.694,-1.946,-2.546,-2.981,-2.884,-3.891,-0.046,-2.122,-2.311,-2.840,-2.736,-2.504,-2.407,-0.482,-0.571,-0.614,-2.057,-2.246,-1.078,-0.638,-1.785,-1.866,-0.351,0.304
TMIN,NDJF,-6.000,-6.282,-5.700,-3.488,-5.356,-5.922,-5.855,-5.489,-2.960,-3.521,-3.877,-5.555,-4.133,-3.788,-3.803,-2.443,-5.635,-3.971,-2.560,-4.937,-4.649,-2.658,-4.458,-4.290,-3.803,-4.735,-5.860,-1.311,-3.416,-4.098,-4.446,-4.282,-4.555,-3.666,-1.994,-1.994,-1.528,-4.170,-3.757,-2.883,-1.848,-3.012,-2.796,-2.193,-1.611
