Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,11.077,12.186,12.705,13.191,11.934,11.624,12.912,11.979,12.264,12.944,13.737,11.864,12.814,12.437,14.137,12.520,11.631,11.840,12.587,13.256,14.354,13.236,13.811,13.066,12.826,12.270,13.010,14.364,13.983,14.148,13.280,13.641,14.577,14.023,14.388,14.669,14.035,14.321,14.749,15.208,14.676,13.665,14.641,15.097,16.007
TMAX,MAMJJASO,16.004,17.603,17.728,18.538,16.781,17.282,18.568,17.005,17.371,17.695,18.515,16.915,18.186,17.590,19.225,17.685,16.483,16.104,17.553,18.409,19.454,18.775,18.678,18.449,17.942,17.256,18.173,19.587,18.809,19.316,18.030,19.093,21.015,18.873,19.060,19.402,19.081,19.832,20.303,20.098,19.455,18.087,19.227,19.767,21.181
TMAX,AMJJAS,18.062,19.446,20.227,20.866,19.017,20.006,21.418,20.371,20.086,19.670,20.016,19.010,20.766,20.110,21.824,19.800,19.569,18.604,20.303,20.980,22.037,20.581,20.949,21.877,20.109,19.943,20.561,22.176,20.965,22.334,20.990,21.885,23.875,21.592,20.999,22.343,22.159,22.051,23.161,21.990,21.661,20.846,21.839,21.686,23.776
TMAX,ONDJFM,1.144,4.907,4.216,6.723,4.189,3.327,4.883,3.296,5.330,5.126,6.806,5.890,4.499,4.373,6.505,5.836,2.802,5.464,5.638,4.533,4.864,8.365,6.059,4.118,4.810,5.214,4.383,8.259,5.388,6.256,5.728,5.496,4.859,6.030,8.100,6.582,7.559,5.258,6.064,7.236,8.883,6.748,6.570,8.186,9.200
TMAX,NDJF,-1.021,1.306,0.936,3.876,1.715,-0.529,2.318,1.130,3.375,1.802,3.531,2.675,1.572,1.946,3.235,3.477,-0.052,3.217,4.495,1.076,2.079,5.646,2.241,1.382,2.528,2.639,1.537,5.614,2.372,3.635,3.145,3.413,1.601,3.320,5.214,4.030,5.744,2.057,3.849,3.467,6.282,4.474,4.807,5.647,6.376
TMIN,year,1.947,2.606,2.550,2.630,2.453,1.428,2.424,2.057,2.770,3.308,3.109,2.568,2.538,2.204,4.074,2.819,2.547,2.514,2.869,3.555,3.192,3.342,3.886,2.770,3.226,2.852,3.134,4.188,3.963,3.945,3.817,3.100,3.472,4.059,4.584,4.425,3.964,3.753,4.587,4.750,4.531,3.813,4.247,4.801,5.187
TMIN,MAMJJASO,5.893,6.805,6.720,6.700,6.021,6.059,6.474,5.698,6.550,7.109,6.260,6.690,6.569,6.445,7.746,6.729,6.236,5.630,6.991,7.570,6.859,7.754,7.727,6.811,7.025,6.790,7.166,7.770,7.639,7.513,7.641,7.080,8.187,7.581,7.868,7.999,7.901,7.712,8.438,8.146,7.835,6.832,7.382,8.048,8.858
TMIN,AMJJAS,7.599,8.303,8.739,8.868,7.760,8.386,8.820,8.453,8.841,8.892,7.799,8.463,8.539,8.381,9.856,8.704,8.804,8.036,9.260,9.717,9.058,9.281,9.790,9.415,8.766,9.324,9.340,9.704,9.466,9.567,10.297,9.537,10.627,9.806,9.559,10.180,10.060,9.542,10.960,10.114,9.434,9.275,9.684,10.013,10.972
TMIN,ONDJFM,-6.688,-3.002,-4.203,-2.037,-4.055,-5.420,-3.116,-5.564,-1.854,-3.250,-2.269,-2.514,-3.763,-4.168,-1.748,-2.410,-4.891,-2.486,-2.711,-3.415,-3.601,-0.984,-2.822,-4.077,-2.976,-2.768,-3.872,-0.554,-2.335,-1.882,-1.958,-2.920,-4.389,-2.116,-0.561,-1.394,-0.903,-3.176,-1.597,-1.680,-0.283,-0.695,-2.134,-0.046,-0.013
TMIN,NDJF,-8.664,-5.688,-6.912,-3.892,-5.752,-8.755,-4.510,-6.783,-3.038,-5.357,-4.450,-4.500,-5.969,-6.247,-4.029,-4.070,-6.588,-3.852,-3.197,-6.040,-5.763,-2.577,-5.600,-6.147,-4.796,-4.247,-6.085,-1.907,-4.527,-3.648,-3.622,-4.260,-6.307,-3.888,-2.261,-3.113,-2.368,-5.889,-2.693,-3.656,-1.645,-1.941,-2.748,-1.246,-1.714
