Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,4.288,3.569,4.755,4.873,4.857,3.436,4.123,3.624,4.867,5.909,6.098,5.393,5.524,4.668,4.848,4.895,4.591,5.583,4.661,5.379,5.887,4.945,5.764,6.094,5.847,6.016,6.508,5.991,5.920,5.557,3.997,6.492,4.663,5.924,6.580,6.065,5.995,5.450,6.296,5.672,6.570,5.550,6.235,5.490,6.743
TMAX,MAMJJASO,8.729,7.779,8.327,8.389,8.427,8.163,8.296,7.497,8.612,9.018,9.371,8.786,8.492,8.000,8.658,8.612,8.752,9.227,8.078,9.118,9.134,8.733,10.117,9.718,9.592,9.381,9.784,9.875,9.175,9.559,9.115,10.256,8.509,9.558,10.562,9.180,9.933,8.770,10.285,9.345,9.468,9.935,10.020,9.433,10.736
TMAX,AMJJAS,11.809,10.416,10.463,10.653,10.859,10.133,10.200,9.545,11.363,11.111,11.340,10.909,11.132,10.232,11.206,10.608,10.860,11.826,10.393,11.460,11.048,11.105,13.178,12.123,11.887,11.404,12.800,11.573,11.656,12.243,11.465,12.634,10.307,12.341,12.767,10.910,12.147,10.776,13.436,12.040,11.615,12.052,11.905,12.540,13.099
TMAX,ONDJFM,-4.985,-2.869,-2.611,-0.490,-1.880,-2.131,-2.668,-2.628,-1.145,0.296,0.399,-0.207,1.017,-0.608,-2.607,-0.302,-1.581,-0.852,-0.882,-1.537,0.078,-0.519,-0.041,-1.724,-0.331,0.225,-0.182,0.817,0.631,-0.505,-2.450,-2.471,1.034,-2.069,0.665,0.663,0.299,0.641,-1.501,0.215,0.126,0.089,0.297,-0.060,-1.804
TMAX,NDJF,-5.983,-4.037,-4.831,-1.657,-3.262,-4.045,-5.788,-4.335,-2.624,-0.938,-0.906,-1.890,0.127,-1.056,-4.406,-1.185,-3.779,-2.751,-1.792,-3.115,-1.115,-1.941,-1.796,-3.556,-1.621,-0.755,-1.240,-0.910,-0.451,-2.044,-4.381,-5.043,-0.830,-3.230,-1.062,-1.065,-1.460,-0.553,-2.798,-0.925,-0.734,-1.686,-1.802,-1.127,-3.742
TMIN,year,-2.930,-3.517,-1.907,-1.784,-1.550,-3.421,-2.657,-3.013,-1.937,-0.665,-0.365,-1.232,-1.311,-2.202,-2.038,-1.935,-2.499,-1.381,-1.748,-1.227,-0.432,-1.837,-1.153,-1.064,-0.997,-0.857,-0.471,-0.959,-1.164,-1.321,-3.359,-0.416,-1.917,-1.573,-0.151,-0.530,-0.916,-1.207,-1.186,-1.230,-0.150,-1.472,-0.801,-1.617,-0.318
TMIN,MAMJJASO,1.410,0.655,1.479,1.754,1.605,1.293,1.409,0.748,1.416,1.984,2.338,1.834,1.242,0.682,1.429,1.544,1.290,1.680,1.373,2.197,2.363,1.576,2.748,2.240,2.507,1.952,2.125,2.535,1.540,2.170,1.519,2.988,1.536,1.526,2.989,2.135,2.575,1.839,1.934,1.848,2.075,2.440,2.424,1.748,3.214
TMIN,AMJJAS,4.107,3.022,2.979,3.701,3.845,2.917,2.810,2.583,3.843,3.528,3.886,3.491,3.455,2.650,3.550,3.034,2.994,3.769,3.506,4.026,3.883,3.843,5.385,4.331,4.384,3.940,4.890,3.974,3.572,4.464,3.603,5.107,3.005,4.177,4.565,3.554,4.395,3.502,4.707,4.081,3.670,4.041,3.969,4.585,4.988
TMIN,ONDJFM,-12.323,-9.745,-8.788,-6.570,-8.150,-8.002,-9.209,-9.003,-6.773,-5.634,-5.037,-6.074,-4.696,-6.937,-8.892,-5.948,-8.111,-7.070,-6.632,-7.255,-5.920,-6.270,-6.061,-8.060,-6.628,-6.052,-6.543,-5.103,-5.451,-6.617,-8.859,-9.125,-4.940,-8.636,-4.938,-4.983,-5.708,-5.490,-7.825,-5.706,-5.596,-5.570,-5.869,-6.281,-7.677
TMIN,NDJF,-13.462,-11.085,-11.500,-8.059,-9.543,-10.079,-12.780,-10.766,-8.158,-6.976,-6.293,-7.838,-5.695,-7.109,-10.796,-6.940,-10.254,-9.169,-7.327,-8.952,-7.160,-7.263,-7.811,-10.051,-7.821,-6.829,-6.983,-6.752,-6.246,-8.279,-10.526,-11.710,-6.789,-9.349,-6.350,-6.652,-7.444,-6.528,-8.897,-6.573,-6.328,-7.256,-7.819,-6.967,-9.739
TAVG,year,0.614,-0.087,1.338,1.424,1.510,-0.132,0.570,0.161,1.355,2.495,2.734,1.910,2.005,1.099,1.274,1.317,0.918,2.012,1.319,1.935,2.543,1.389,2.209,2.362,2.314,2.471,2.855,2.371,2.255,1.946,0.167,2.852,1.235,1.990,3.005,2.584,2.320,1.842,2.228,1.901,2.989,1.752,2.449,1.736,2.927
TAVG,MAMJJASO,4.904,4.002,4.717,4.850,4.774,4.485,4.586,3.895,4.802,5.281,5.617,5.026,4.664,4.104,4.811,4.785,4.761,5.269,4.462,5.413,5.436,4.871,6.220,5.734,5.821,5.396,5.685,5.955,5.112,5.589,5.051,6.328,4.741,5.268,6.455,5.389,5.942,4.893,5.697,5.170,5.458,5.849,5.819,5.271,6.591
TAVG,AMJJAS,7.753,6.458,6.486,6.897,7.058,6.268,6.176,5.784,7.335,7.040,7.326,6.875,7.043,6.135,7.068,6.444,6.611,7.557,6.617,7.453,7.079,7.114,9.018,7.952,7.866,7.327,8.544,7.484,7.320,8.029,7.204,8.498,6.329,7.956,8.298,6.940,7.923,6.634,8.604,7.582,7.266,7.660,7.519,8.221,8.636
TAVG,ONDJFM,-8.557,-6.271,-5.634,-3.491,-4.984,-5.068,-5.926,-5.840,-3.930,-2.620,-2.300,-3.156,-1.848,-3.688,-5.714,-3.095,-4.755,-3.908,-3.694,-4.350,-2.907,-3.415,-2.953,-4.891,-3.468,-2.767,-3.381,-2.134,-2.393,-3.556,-5.653,-5.762,-1.943,-5.358,-2.219,-2.158,-2.817,-2.488,-4.818,-2.927,-2.782,-2.947,-2.915,-3.242,-4.842
TAVG,NDJF,-9.583,-7.475,-8.037,-4.761,-6.323,-7.011,-9.171,-7.556,-5.329,-3.857,-3.538,-4.803,-2.734,-3.951,-7.535,-3.968,-6.874,-5.839,-4.458,-5.921,-4.048,-4.594,-4.631,-6.739,-4.637,-3.571,-4.048,-3.754,-3.240,-5.099,-7.393,-8.297,-3.723,-6.217,-3.718,-3.793,-4.510,-3.545,-5.926,-3.937,-3.527,-4.655,-4.847,-4.035,-6.727
RH,year,79.100,79.385,79.282,80.039,79.687,79.387,78.940,78.831,79.345,78.981,78.955,79.558,79.327,79.851,79.697,80.056,79.938,79.772,81.679,81.545,82.260,81.285,80.512,79.756,79.175,79.567,79.196,79.440,78.875,79.074,78.968,80.459,80.475,79.120,78.714,80.419,80.659,81.236,78.752,80.764,81.289,80.357,80.123,80.790,81.158
RH,MAMJJASO,77.472,78.556,77.277,78.764,78.198,78.037,77.739,77.080,77.199,77.042,76.393,78.086,77.026,77.967,77.005,78.165,77.571,77.240,80.213,79.719,80.525,80.050,78.620,77.768,76.896,77.421,76.883,77.255,76.524,76.937,77.712,78.581,78.820,76.694,76.496,78.346,78.953,79.414,76.022,78.665,79.283,78.758,78.199,78.844,79.534
RH,AMJJAS,76.756,77.603,75.779,77.904,77.681,77.190,76.446,76.828,76.285,75.299,75.282,76.111,75.631,77.150,75.529,77.013,76.616,76.020,79.582,78.192,79.902,79.188,77.949,76.554,75.702,76.578,75.786,76.217,74.879,75.580,76.390,78.121,77.739,76.195,75.115,77.522,78.385,78.380,74.710,77.188,77.707,77.154,77.338,78.253,77.907
RH,ONDJFM,79.453,81.805,81.794,82.586,81.746,81.964,81.390,80.581,82.647,82.558,82.498,82.267,83.178,82.648,83.398,83.691,82.522,83.406,84.206,84.632,84.399,83.743,83.961,82.860,82.532,82.379,82.263,83.314,82.642,82.894,82.158,81.617,83.322,82.219,81.951,83.225,83.833,82.826,83.279,83.711,84.751,84.166,82.979,83.839,83.381
RH,NDJF,80.891,82.418,81.438,83.362,82.925,82.323,81.472,81.404,84.277,83.386,83.249,82.460,83.411,84.240,84.318,84.950,83.925,84.649,85.443,85.020,85.350,84.658,84.742,83.587,83.815,83.369,84.287,84.186,83.501,83.616,82.403,82.551,84.560,84.060,82.545,84.516,84.603,84.176,84.808,84.588,85.485,84.149,84.466,84.601,83.755
RHmin,year,62.703,62.704,64.029,64.386,64.598,63.118,63.015,63.234,63.640,63.967,64.088,63.980,63.725,63.763,63.731,63.915,63.464,63.962,66.142,65.765,66.755,64.937,64.461,63.197,63.482,63.795,63.250,63.391,62.844,63.075,61.796,64.120,64.764,61.932,63.252,64.714,64.120,64.765,61.518,63.916,65.278,63.438,63.458,63.999,64.038
RHmin,MAMJJASO,61.430,62.166,62.151,63.493,62.621,62.267,61.962,61.747,61.195,61.548,60.832,62.143,61.071,61.380,60.980,61.949,60.831,60.804,64.228,63.720,64.277,63.173,62.085,61.054,61.209,60.646,60.050,60.972,59.869,60.415,60.628,61.906,62.522,59.113,59.820,62.200,61.995,62.664,57.971,61.103,62.296,61.626,60.789,61.331,61.954
