Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,12.424,12.525,12.968,13.127,13.121,12.046,11.757,12.530,12.838,13.517,13.512,12.924,12.774,12.618,12.848,13.790,12.626,13.725,13.394,13.404,13.142,13.176,13.374,13.718,13.382,13.450,13.718,13.930,13.056,12.962,12.187,12.981,12.589,13.042,13.625,13.013,13.218,13.402,13.514,13.343,13.344,13.601,13.991,13.965,13.451
TMAX,MAMJJASO,14.368,14.678,15.210,15.206,15.498,14.377,13.842,14.686,14.758,15.750,15.744,15.336,14.781,14.460,14.599,16.372,15.013,15.974,15.286,15.617,15.451,15.526,15.238,16.083,15.433,15.728,16.026,15.913,15.089,15.488,15.387,14.947,14.534,15.216,15.971,14.738,15.436,15.618,15.713,15.438,15.483,15.859,16.318,16.112,15.352
TMAX,AMJJAS,15.802,16.019,16.534,16.473,17.044,15.496,14.703,16.166,15.895,17.001,16.897,16.605,16.227,15.823,15.476,17.840,16.395,17.052,16.260,16.802,16.697,16.732,16.321,17.291,16.815,16.740,17.449,16.997,16.450,16.474,16.672,15.887,15.431,16.730,17.243,15.715,16.688,16.566,17.504,16.736,16.903,16.991,17.381,17.458,16.427
TMAX,ONDJFM,7.915,9.619,8.830,9.230,9.454,8.799,8.400,9.269,9.323,10.430,10.056,9.243,9.692,9.452,9.042,10.168,9.339,9.603,10.682,10.204,10.034,8.842,10.717,10.021,10.065,10.012,9.659,10.578,10.719,9.280,8.658,8.512,10.667,8.470,10.048,9.741,10.483,10.210,9.257,10.539,9.610,9.522,10.950,10.247,10.395
TMAX,NDJF,7.691,8.744,8.096,8.131,8.837,7.584,6.948,8.269,8.543,9.798,8.817,7.721,8.886,9.049,8.120,9.612,8.151,8.005,9.722,9.227,8.874,7.839,9.520,8.725,9.175,9.180,8.667,9.505,9.898,8.095,6.917,6.650,9.554,8.056,8.794,8.542,9.795,8.994,8.343,9.872,8.792,8.447,9.830,9.135,9.457
TMIN,year,5.711,5.886,5.828,6.317,5.487,5.287,4.884,5.611,6.090,6.281,6.350,6.111,5.969,5.865,6.182,6.471,5.743,6.952,6.859,6.836,6.264,6.082,6.624,6.562,6.581,6.901,6.847,6.885,6.210,6.255,5.200,7.123,7.066,6.250,6.646,6.040,6.455,6.817,6.365,6.643,6.494,6.721,6.803,7.482,7.020
TMIN,MAMJJASO,7.295,7.557,7.497,7.767,7.213,7.374,6.521,7.143,7.618,7.793,8.085,7.993,7.473,7.121,7.423,8.266,7.471,8.586,8.286,8.551,7.853,7.906,7.744,8.228,8.023,8.594,8.560,8.231,7.769,8.303,7.857,8.462,8.202,7.907,8.451,7.181,8.245,8.484,7.852,8.074,8.048,8.310,8.416,9.034,8.487
TMIN,AMJJAS,8.523,8.707,8.562,8.560,8.307,8.323,7.290,8.465,8.414,8.515,8.565,8.931,8.529,8.335,8.073,9.158,8.204,9.384,8.965,9.551,8.710,8.662,8.684,9.455,9.268,9.264,9.519,9.079,8.995,9.078,9.057,9.208,8.948,8.995,9.453,8.055,9.363,9.176,9.256,9.132,9.240,8.991,9.389,10.062,9.265
TMIN,ONDJFM,1.489,3.802,2.539,3.315,3.449,2.221,2.194,2.819,3.338,4.211,4.297,3.100,4.080,3.435,2.975,4.182,3.660,3.750,5.097,4.237,4.115,2.850,4.727,3.937,3.557,4.513,3.935,4.405,4.541,3.252,2.099,2.817,6.397,3.232,4.075,3.341,4.347,4.186,3.236,4.722,3.569,3.695,4.634,4.566,4.722
TMIN,NDJF,1.327,3.158,2.290,2.301,3.041,1.309,0.964,2.053,2.903,3.852,3.026,1.498,3.419,3.264,2.504,3.993,2.531,2.454,4.321,3.545,3.249,2.121,3.773,3.551,3.100,4.209,3.065,3.610,4.061,2.503,0.640,1.706,5.721,3.081,3.023,2.520,4.122,3.313,2.493,4.557,3.161,2.879,4.286,3.585,3.915
TAVG,year,9.056,9.203,9.402,9.710,9.306,8.675,8.313,9.057,9.461,9.900,9.912,9.508,9.353,9.231,9.517,10.114,9.165,10.338,10.114,10.110,9.688,9.611,9.998,10.168,10.010,10.214,10.280,10.398,9.608,9.590,8.657,9.979,9.758,9.616,10.114,9.503,9.821,10.107,9.928,9.989,9.899,10.148,10.389,10.714,10.228
TAVG,MAMJJASO,10.811,11.107,11.356,11.472,11.362,10.879,10.166,10.902,11.182,11.771,11.895,11.656,11.104,10.767,11.014,12.302,11.234,12.280,11.761,12.064,11.624,11.682,11.462,12.166,11.732,12.178,12.282,12.059,11.402,11.879,11.596,11.623,11.292,11.525,12.191,10.934,11.820,12.045,11.755,11.747,11.737,12.076,12.350,12.561,11.909
TAVG,AMJJAS,12.137,12.352,12.544,12.499,12.676,11.907,10.979,12.300,12.151,12.759,12.712,12.760,12.353,12.056,11.779,13.484,12.291,13.221,12.582,13.160,12.676,12.669,12.465,13.388,13.035,13.020,13.468,13.023,12.696,12.763,12.831,12.451,12.109,12.830,13.329,11.856,13.000,12.873,13.353,12.918,13.038,12.988,13.365,13.743,12.832
TAVG,ONDJFM,4.701,6.712,5.695,6.273,6.454,5.512,5.312,6.054,6.318,7.323,7.168,6.152,6.869,6.439,6.017,7.166,6.471,6.663,7.897,7.224,7.054,5.854,7.729,7.018,6.860,7.318,6.838,7.511,7.608,6.247,5.357,5.586,8.492,5.812,7.032,6.530,7.389,7.189,6.267,7.630,6.583,6.598,7.785,7.403,7.566
