Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,4.929,4.595,5.428,5.784,5.993,3.389,4.766,3.550,5.581,7.187,6.494,5.912,6.115,5.451,5.711,6.032,5.641,6.139,5.001,6.136,7.189,5.900,6.267,6.439,6.430,7.154,6.979,6.941,6.628,6.253,5.095,7.448,5.421,7.463,7.283,7.472,6.832,6.112,7.494,6.665,8.111,6.368,7.299,6.855,7.674
TMAX,MAMJJASO,10.932,9.766,10.228,11.149,10.906,10.432,10.701,9.581,11.215,11.884,11.127,10.413,10.129,9.894,11.039,11.217,10.733,11.105,10.063,11.746,11.746,11.246,12.185,11.676,11.521,11.800,11.944,12.203,10.526,11.389,11.861,12.767,11.035,12.073,12.345,11.714,12.299,10.191,12.776,11.519,12.127,12.207,12.435,12.086,13.367
TMAX,AMJJAS,14.553,13.092,13.017,14.357,14.189,13.114,13.278,12.154,14.578,15.044,13.886,13.286,13.607,12.775,14.294,13.866,13.353,14.487,13.051,14.852,14.424,14.726,16.060,14.749,14.548,15.097,15.923,14.547,13.294,14.973,15.344,15.899,13.819,15.877,15.408,14.168,15.467,12.759,16.684,14.932,14.826,15.225,15.094,16.052,16.526
TMAX,ONDJFM,-7.050,-4.186,-3.679,-1.427,-3.150,-5.370,-4.247,-5.258,-2.755,-1.324,-1.480,-2.163,0.246,-1.867,-4.045,-0.680,-3.150,-1.455,-3.099,-3.531,-1.064,-1.015,-1.989,-4.500,-1.714,-1.389,-1.985,-0.965,0.068,-1.063,-4.166,-4.287,-0.644,-2.703,-0.021,-0.405,-0.614,-0.773,-2.202,-1.008,0.071,-0.801,-1.123,-0.785,-3.409
TMAX,NDJF,-9.000,-5.928,-6.986,-2.772,-5.320,-9.131,-8.197,-8.451,-5.514,-3.640,-3.515,-4.205,-1.227,-2.495,-6.493,-2.247,-6.397,-3.676,-4.639,-6.508,-3.035,-2.676,-4.555,-7.445,-3.647,-2.623,-3.748,-3.643,-1.244,-2.951,-6.498,-7.892,-2.998,-4.228,-2.154,-2.388,-2.786,-2.676,-3.576,-2.942,-1.078,-3.094,-3.929,-2.432,-6.105
TMIN,year,-4.252,-3.775,-2.706,-2.679,-1.969,-5.117,-3.160,-4.605,-2.689,-0.529,-1.444,-1.846,-1.619,-2.447,-2.682,-2.040,-2.802,-2.436,-3.031,-2.034,-0.519,-2.272,-2.532,-1.950,-1.659,-1.010,-1.523,-0.995,-0.726,-1.804,-3.161,-0.481,-2.173,-1.056,-0.295,0.161,-0.717,-1.166,-1.146,-1.464,0.385,-1.688,-0.762,-1.578,-0.590
TMIN,MAMJJASO,1.415,1.019,1.755,2.743,2.074,1.847,2.542,1.301,2.625,3.703,2.428,2.287,1.954,1.225,2.036,2.824,1.571,1.913,1.521,2.821,3.225,2.418,2.581,2.915,2.846,2.493,2.257,3.704,2.215,2.288,3.095,4.083,2.711,2.388,3.445,3.567,4.070,2.352,2.850,2.614,3.279,3.433,3.472,2.478,4.354
TMIN,AMJJAS,4.627,4.163,3.817,5.495,4.958,3.899,4.301,3.510,5.347,5.733,4.675,4.680,4.818,3.728,4.636,4.531,3.762,4.398,4.378,4.988,5.223,5.578,5.803,5.227,5.317,5.582,5.791,5.304,4.290,5.145,6.184,6.754,4.951,6.219,5.682,5.698,6.432,4.274,6.362,5.252,5.169,5.716,5.680,5.965,6.680
TMIN,ONDJFM,-16.753,-12.766,-10.850,-8.532,-10.972,-12.197,-11.690,-12.670,-9.262,-8.498,-7.881,-9.556,-6.015,-8.865,-11.038,-6.765,-11.199,-8.867,-10.303,-10.029,-7.836,-7.354,-9.182,-12.061,-8.496,-8.482,-9.142,-7.586,-5.643,-7.150,-11.132,-11.669,-6.689,-9.652,-5.903,-6.301,-6.760,-7.353,-8.668,-7.824,-5.957,-6.795,-8.102,-7.261,-9.937
TMIN,NDJF,-17.775,-14.506,-14.786,-9.959,-12.994,-16.397,-16.327,-15.788,-12.416,-11.635,-9.668,-11.719,-8.039,-9.132,-13.172,-8.579,-14.289,-11.574,-11.464,-12.957,-9.933,-8.317,-11.713,-15.426,-10.381,-8.986,-10.053,-10.335,-6.736,-8.855,-12.898,-15.314,-8.611,-10.082,-7.614,-7.954,-8.546,-9.357,-9.533,-9.442,-6.841,-8.719,-10.833,-8.112,-12.707
TAVG,year,0.611,0.597,1.558,1.738,2.207,-0.728,0.928,-0.446,1.596,3.469,2.659,2.116,2.400,1.560,1.610,2.105,1.497,1.996,1.003,2.093,3.367,1.852,1.968,2.325,2.452,3.136,2.810,3.010,3.009,2.289,1.026,3.510,1.687,3.304,3.509,3.814,3.085,2.534,3.297,2.688,4.364,2.424,3.358,2.783,3.615
