Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,8.138,8.655,9.304,9.971,9.335,7.385,8.768,7.185,9.324,10.807,10.282,9.874,10.056,8.766,9.102,9.954,8.698,9.652,9.080,10.528,10.760,9.782,10.249,9.509,9.609,9.838,10.541,10.584,10.451,9.392,8.823,10.704,8.892,10.485,10.591,11.049,10.022,9.631,10.831,11.054,11.557,10.104,10.642,10.750,11.732
TMAX,MAMJJASO,13.173,13.327,13.678,14.600,14.160,13.297,13.914,12.149,14.373,15.049,14.239,13.932,14.200,13.231,14.131,14.852,13.892,14.179,13.734,15.515,14.955,15.001,15.638,14.156,14.458,14.449,15.392,15.609,14.418,14.113,15.186,15.611,14.201,14.882,15.626,14.839,15.034,13.664,16.204,15.469,15.315,15.350,15.344,15.782,16.899
TMAX,AMJJAS,16.281,16.140,16.193,17.776,17.000,15.852,16.567,14.871,17.481,17.784,16.619,16.416,17.405,16.021,17.330,17.409,16.718,17.273,16.511,18.632,17.483,17.999,19.315,17.096,17.239,17.676,18.785,17.970,16.892,17.419,18.675,18.721,16.998,18.457,18.375,17.191,18.342,16.255,19.863,18.355,17.529,18.074,17.786,19.145,19.715
TMAX,ONDJFM,-3.666,1.248,1.159,2.851,1.703,-0.697,0.666,-0.611,1.718,3.345,3.643,2.475,4.263,2.149,-0.360,2.686,0.142,2.879,1.831,1.057,3.095,3.339,2.840,-0.617,1.982,1.754,1.195,4.323,3.594,2.743,-0.522,0.011,2.725,0.660,3.892,3.737,3.338,2.262,1.756,3.134,5.290,3.143,3.415,3.025,1.942
TMAX,NDJF,-5.146,-0.339,-1.764,1.792,0.003,-4.140,-2.542,-2.907,-0.076,1.262,1.829,0.698,2.642,1.357,-2.778,1.102,-3.094,1.042,0.574,-1.678,1.526,1.631,0.111,-2.992,0.266,0.669,-0.957,1.607,2.215,0.868,-3.060,-2.612,0.575,-0.818,1.649,1.702,1.739,0.569,0.552,0.901,4.028,0.842,1.008,0.808,-0.643
TMIN,year,0.628,1.780,1.820,2.586,2.208,0.080,1.310,-0.297,2.191,3.748,3.230,2.885,2.924,1.606,1.570,2.544,0.511,1.991,1.833,2.574,3.364,2.354,2.145,2.041,2.322,2.027,2.465,3.051,3.850,2.468,1.078,3.098,1.784,2.538,3.069,3.658,2.770,2.917,3.182,3.502,4.746,2.841,3.094,3.227,4.330
TMIN,MAMJJASO,4.690,5.357,5.159,6.192,5.827,5.661,5.671,3.938,6.197,6.832,5.964,5.816,5.806,4.837,5.421,6.440,4.490,5.326,5.402,6.217,5.951,6.470,5.882,5.520,6.107,5.069,5.732,6.821,6.322,5.812,6.390,6.862,6.088,5.297,6.486,5.930,6.394,5.607,6.749,6.471,6.987,7.030,6.293,6.555,8.023
TMIN,AMJJAS,7.451,7.802,6.969,8.498,8.074,7.385,7.517,6.614,8.690,8.471,7.489,7.562,7.983,6.779,7.732,7.879,6.740,7.615,7.915,8.144,7.606,8.864,8.421,8.030,8.150,7.995,8.327,8.404,7.740,8.080,9.343,9.251,8.081,8.574,8.444,7.951,8.795,7.235,9.559,8.261,8.477,9.081,8.215,8.745,10.061
TMIN,ONDJFM,-11.050,-4.309,-4.563,-2.486,-3.927,-6.405,-5.174,-7.163,-3.214,-2.182,-1.528,-2.453,-0.767,-2.845,-5.905,-1.981,-6.716,-2.859,-3.732,-4.741,-1.895,-1.799,-2.850,-6.656,-3.306,-3.994,-4.848,-1.455,-0.453,-1.773,-6.041,-5.986,-2.662,-5.206,-1.269,-1.292,-2.302,-2.333,-3.010,-1.931,0.691,-1.748,-2.455,-1.742,-3.004
TMIN,NDJF,-11.138,-5.412,-7.236,-3.118,-5.169,-10.099,-8.408,-8.880,-4.582,-3.960,-3.088,-4.049,-1.936,-3.259,-8.061,-3.308,-9.294,-4.495,-4.194,-6.996,-3.181,-2.422,-5.209,-8.478,-4.436,-4.193,-5.827,-3.683,-1.307,-3.313,-8.208,-8.047,-4.418,-5.568,-2.542,-2.464,-2.834,-3.693,-3.481,-3.468,0.229,-3.453,-4.004,-3.333,-5.073
