Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,6.167,5.978,7.115,7.318,7.032,4.845,6.308,5.351,7.058,8.459,8.353,7.369,7.772,6.892,7.188,7.035,6.578,7.883,6.602,7.547,8.313,7.143,8.070,8.174,7.742,8.292,8.676,8.232,8.162,7.486,5.831,8.680,6.881,8.237,8.764,8.572,8.129,7.627,8.628,8.141,9.359,7.748,8.725,7.916,8.803
TMAX,MAMJJASO,11.647,11.199,11.757,11.756,11.627,11.019,11.447,10.254,11.781,12.472,12.539,11.573,11.552,11.103,12.133,11.837,11.666,12.466,10.813,12.329,12.328,11.763,13.429,12.866,12.406,12.604,12.972,13.059,12.151,12.427,12.102,13.442,11.698,12.725,13.653,12.507,13.036,11.745,13.918,12.763,12.942,13.046,13.482,12.785,13.694
TMAX,AMJJAS,15.108,14.387,14.370,14.532,14.517,13.396,13.781,12.713,15.039,15.026,14.776,14.140,14.640,13.677,15.133,14.131,14.183,15.435,13.341,15.219,14.629,14.590,17.048,15.644,15.135,15.274,16.549,15.239,14.933,15.732,15.011,16.251,13.862,15.863,16.247,14.634,15.823,14.128,17.579,15.872,15.500,15.520,15.641,16.284,16.404
TMAX,ONDJFM,-5.031,-1.927,-2.136,0.603,-0.945,-2.491,-2.239,-2.253,-0.251,1.416,1.506,0.351,2.080,0.321,-1.965,0.799,-1.191,0.366,-0.010,-1.094,1.157,0.601,0.975,-1.318,0.298,0.753,0.217,1.884,1.665,-0.025,-2.068,-2.110,1.922,-1.133,1.887,1.627,1.322,1.302,-0.821,0.997,1.825,1.299,1.430,1.080,-1.098
TMAX,NDJF,-6.818,-3.562,-5.158,-0.822,-2.915,-5.367,-6.153,-4.698,-2.056,-0.268,-0.540,-1.838,0.742,-0.583,-4.406,-0.643,-4.297,-2.040,-1.440,-3.349,-0.604,-1.037,-1.313,-3.797,-1.537,-0.623,-1.377,-0.322,0.304,-2.104,-4.443,-5.425,-0.519,-2.865,-0.399,-0.565,-0.910,-0.350,-2.533,-1.078,0.632,-0.898,-1.282,-0.687,-3.576
TMIN,year,-3.039,-3.011,-1.545,-1.203,-1.024,-3.810,-2.225,-2.935,-1.278,0.004,0.241,-0.663,-0.459,-1.353,-1.734,-1.285,-2.172,-0.815,-1.083,-0.808,0.334,-1.185,-0.804,-0.887,-0.889,-0.531,-0.213,-0.351,-0.247,-0.849,-2.857,0.192,-1.125,-0.895,0.652,0.336,-0.377,-0.515,-0.738,-0.518,1.084,-0.822,-0.107,-1.001,0.113
TMIN,MAMJJASO,2.143,1.703,2.606,3.006,2.653,2.209,2.448,1.659,2.614,3.150,3.406,2.918,2.479,1.929,2.344,2.946,2.267,2.735,2.428,3.186,3.361,2.698,3.448,3.219,3.161,2.611,2.930,3.583,2.677,2.985,2.748,4.149,2.948,2.497,4.054,3.306,3.768,2.997,3.005,3.033,3.430,3.693,3.572,2.764,4.250
TMIN,AMJJAS,5.218,4.413,4.238,5.192,5.101,4.058,4.069,3.852,5.219,4.884,5.155,4.731,4.844,4.029,4.700,4.501,4.210,4.966,4.713,5.187,5.096,5.233,6.297,5.472,5.280,5.185,5.989,5.329,4.736,5.518,5.281,6.633,4.623,5.510,5.644,5.083,5.674,4.788,6.027,5.346,5.115,5.435,5.418,5.738,6.159
TMIN,ONDJFM,-14.651,-10.267,-9.573,-6.677,-8.605,-9.310,-10.132,-10.116,-6.221,-5.900,-5.242,-6.406,-4.509,-6.822,-9.127,-5.777,-8.932,-7.042,-6.677,-7.544,-6.178,-5.672,-6.272,-8.729,-7.266,-6.880,-7.342,-5.097,-4.886,-6.899,-9.013,-9.937,-5.045,-8.411,-4.414,-4.655,-5.869,-5.667,-7.829,-6.212,-4.698,-4.938,-6.224,-6.109,-7.906
TMIN,NDJF,-16.028,-11.859,-13.202,-8.393,-10.285,-12.628,-14.265,-12.318,-7.818,-7.658,-6.846,-8.529,-5.940,-7.260,-11.248,-7.201,-11.750,-9.562,-7.474,-9.815,-7.639,-6.630,-8.228,-11.375,-8.658,-7.693,-7.940,-7.029,-5.683,-8.902,-10.718,-13.039,-7.035,-9.185,-5.989,-6.468,-7.880,-7.203,-9.185,-7.662,-5.511,-6.829,-8.449,-7.104,-10.364
