Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,14.244,15.563,15.582,16.291,14.540,15.105,15.179,15.100,15.982,16.079,16.685,15.098,16.713,16.026,17.152,15.743,14.631,15.785,16.292,16.180,17.861,16.543,16.865,17.098,15.762,15.223,16.428,17.356,17.226,17.025,15.604,17.209,17.535,16.592,17.184,17.407,16.874,17.503,17.523,17.838,17.524,17.186,18.094,18.095,18.816
TMAX,MAMJJASO,18.737,20.547,20.181,21.239,18.893,20.193,20.104,19.768,20.420,20.177,20.908,19.727,21.235,20.891,21.552,20.016,19.194,19.993,20.788,21.050,22.379,21.517,21.023,22.368,20.295,20.050,21.003,21.811,21.391,21.990,20.097,22.213,22.978,21.140,20.900,21.642,21.048,22.672,22.402,22.209,21.758,21.417,22.469,22.269,23.472
TMAX,AMJJAS,20.634,22.171,22.640,23.429,20.945,22.811,22.728,22.714,22.895,21.621,22.364,21.691,23.785,23.411,23.735,21.966,21.753,22.253,23.223,23.158,24.772,22.979,22.900,25.435,22.410,22.346,23.298,24.581,23.457,24.752,22.715,25.050,25.174,23.665,22.443,24.366,23.727,24.596,25.219,23.846,24.078,24.021,24.727,23.872,25.683
TMAX,ONDJFM,6.265,8.215,8.243,9.711,7.817,7.259,7.762,7.369,9.560,9.661,11.361,9.192,8.891,9.021,9.830,9.781,7.686,9.331,10.006,8.436,9.235,11.891,10.020,9.017,8.925,8.739,7.867,12.364,9.269,9.556,9.044,9.145,9.410,9.271,11.635,10.600,10.915,9.533,9.740,11.136,12.070,10.521,10.423,11.599,13.227
TMAX,NDJF,4.223,4.765,5.386,7.348,5.310,4.275,5.588,5.360,7.743,6.617,8.734,5.892,6.750,7.110,6.586,8.428,4.870,6.901,8.855,5.190,6.412,9.568,6.354,6.167,7.310,5.948,5.307,10.456,7.288,6.716,6.714,7.308,6.087,7.212,9.108,8.361,9.691,6.562,7.716,8.012,9.995,8.404,8.765,8.959,10.584
TMIN,year,5.128,5.815,6.414,6.004,5.712,5.178,5.658,5.728,6.181,6.446,6.364,5.681,6.784,6.227,7.691,6.566,5.765,6.141,6.426,6.787,7.255,6.716,7.305,6.341,6.333,5.720,6.499,6.998,7.126,7.009,6.450,6.515,6.692,6.939,8.058,7.304,7.038,6.630,7.768,7.688,7.109,6.677,7.695,8.321,8.812
TMIN,MAMJJASO,8.613,9.908,9.938,9.789,8.817,9.151,9.341,9.200,9.499,9.741,9.422,9.474,10.102,10.004,10.942,9.683,9.192,8.909,10.002,10.704,10.488,10.531,10.310,10.184,9.687,9.487,9.841,10.059,10.143,10.426,9.850,9.991,10.550,10.029,10.580,10.656,10.321,10.330,11.228,10.775,10.006,9.417,10.662,11.484,12.338
TMIN,AMJJAS,10.165,11.124,11.702,11.848,10.281,11.060,11.490,11.513,11.404,11.405,10.790,11.034,12.004,11.857,12.817,11.496,11.142,10.807,12.081,12.504,12.130,11.616,12.054,12.587,11.265,11.579,11.726,11.814,11.948,12.443,11.988,12.152,12.359,11.836,11.956,12.592,12.200,12.188,13.427,12.570,11.658,11.610,12.723,12.919,13.962
TMIN,ONDJFM,-1.299,-0.106,0.218,1.693,0.032,-0.443,0.307,-0.919,2.215,0.930,1.346,1.169,0.533,0.756,2.371,1.910,0.236,1.553,1.624,0.389,0.787,3.931,1.041,0.763,0.773,0.561,0.437,3.517,1.132,1.750,1.428,1.030,0.160,1.837,3.545,2.946,2.481,0.744,1.519,2.104,3.072,2.257,1.332,3.672,4.476
TMIN,NDJF,-2.615,-2.919,-2.164,-0.098,-1.608,-3.149,-1.074,-1.948,1.003,-1.430,-0.247,-1.225,-1.003,-0.825,0.014,1.041,-1.324,-0.023,1.133,-2.241,-1.246,2.190,-1.709,-0.890,-0.287,-1.379,-1.371,2.244,-0.382,0.125,-0.032,-0.214,-1.918,0.645,2.110,1.536,1.000,-1.471,0.477,0.267,1.995,1.249,0.721,2.251,2.519
