Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,11.788,13.158,13.227,13.883,11.986,12.632,12.721,12.565,13.481,13.985,14.003,12.757,14.186,13.568,14.649,13.282,11.978,13.588,13.977,13.728,15.210,14.201,14.541,14.958,13.290,13.121,14.192,15.070,14.386,14.468,13.011,15.088,15.050,14.084,14.939,15.283,14.712,15.114,15.107,15.412,15.249,14.530,16.005,15.542,16.046
TMAX,MAMJJASO,16.116,17.789,17.527,18.595,16.173,17.521,17.483,16.986,17.688,17.833,18.014,17.298,18.423,18.059,18.766,17.476,16.439,17.788,18.148,18.419,19.534,18.950,18.532,20.028,17.622,17.850,18.658,19.288,18.388,19.340,17.644,19.870,20.136,18.580,18.897,19.233,18.819,20.233,19.963,19.611,19.258,18.866,20.465,19.727,20.391
TMAX,AMJJAS,18.074,19.485,19.987,20.721,18.156,20.029,20.022,19.887,19.971,19.093,19.373,19.371,21.102,20.445,20.774,19.431,18.951,19.917,20.430,20.483,21.773,20.552,20.326,22.950,19.809,20.029,20.998,21.803,20.481,21.951,20.274,22.594,22.014,21.302,20.347,21.802,21.513,21.881,22.884,21.263,21.594,21.197,22.399,21.410,22.599
TMAX,ONDJFM,4.378,5.861,6.193,7.472,5.632,5.162,5.227,5.410,7.219,8.055,9.334,6.676,6.799,6.980,7.549,7.373,5.427,7.134,8.006,6.460,7.219,8.898,8.293,7.292,6.582,6.872,5.480,10.140,7.510,7.014,6.409,6.812,7.984,6.584,9.069,8.636,8.823,7.919,7.141,9.145,9.836,8.119,8.253,9.390,10.417
TMAX,NDJF,2.684,2.703,3.723,5.352,3.208,2.534,2.864,3.452,5.581,5.355,6.651,3.516,4.932,5.309,4.499,6.214,2.720,4.625,6.782,3.565,4.507,6.723,4.797,4.462,5.212,4.272,2.952,8.227,5.868,4.162,3.991,4.802,4.804,4.656,6.503,6.228,7.683,5.108,4.921,6.335,7.940,5.806,6.327,6.469,7.936
TMIN,year,3.016,3.476,4.251,3.850,3.486,3.148,3.424,3.620,4.208,4.416,4.349,3.794,4.902,4.479,5.710,4.533,3.851,4.418,4.559,4.887,5.444,4.822,5.699,4.595,4.282,3.957,4.600,5.152,5.312,5.048,4.416,4.762,4.807,5.099,6.269,5.462,5.220,4.661,5.880,5.739,5.160,4.433,5.605,6.144,6.803
TMIN,MAMJJASO,6.534,7.714,7.720,7.686,6.518,7.098,7.199,7.121,7.522,7.658,7.439,7.639,8.146,8.006,8.735,7.710,7.217,7.302,8.079,8.927,8.715,8.570,8.690,8.353,7.692,7.781,7.974,8.236,8.333,8.591,7.929,8.186,8.737,8.265,8.777,8.771,8.505,8.448,9.309,8.955,8.188,7.358,8.761,9.424,10.378
TMIN,AMJJAS,8.125,8.967,9.506,9.664,7.974,8.914,9.289,9.396,9.304,9.358,8.756,9.182,10.148,9.794,10.526,9.431,9.191,9.152,10.153,10.687,10.230,9.563,10.406,10.719,9.248,9.766,9.845,10.002,10.192,10.715,10.013,10.335,10.495,10.133,10.072,10.712,10.419,10.218,11.475,10.685,9.966,9.483,10.770,10.809,11.890
TMIN,ONDJFM,-3.264,-2.674,-2.051,-0.459,-2.226,-2.140,-2.096,-3.076,0.150,-0.805,-0.436,-1.004,-1.140,-0.858,0.479,-0.055,-1.501,-0.266,-0.185,-1.414,-1.283,2.138,-0.460,-0.719,-1.170,-1.203,-1.806,1.756,-0.493,-0.448,-0.757,-0.753,-1.638,-0.362,1.881,1.177,0.561,-0.855,-0.711,0.392,1.129,-0.179,-0.913,1.371,2.247
TMIN,NDJF,-4.527,-5.559,-4.469,-2.256,-3.889,-4.756,-3.678,-4.253,-1.055,-3.158,-1.976,-3.663,-2.649,-2.148,-1.853,-0.754,-3.137,-1.891,-0.764,-3.993,-3.565,0.364,-3.228,-2.503,-2.126,-3.227,-3.784,0.403,-1.813,-2.161,-2.295,-2.172,-3.679,-1.681,0.431,-0.273,-0.882,-3.000,-1.980,-1.433,-0.093,-1.286,-1.803,-0.301,0.147
TAVG,year,7.090,8.020,8.402,8.523,7.471,7.549,7.724,7.787,8.489,8.724,8.803,7.903,9.169,8.645,9.762,8.483,7.579,8.618,8.893,8.926,9.978,9.175,9.714,9.317,8.403,8.138,9.055,9.720,9.436,9.403,8.418,9.495,9.580,9.236,10.216,9.970,9.555,9.554,10.057,10.178,9.780,9.124,10.385,10.562,11.408
TAVG,MAMJJASO,11.003,12.438,12.272,12.777,11.055,11.942,11.977,11.742,12.244,12.295,12.382,12.102,12.911,12.625,13.303,12.114,11.465,12.120,12.752,13.250,13.766,13.390,13.150,13.690,12.248,12.401,12.953,13.371,12.917,13.547,12.448,13.580,14.061,13.039,13.394,13.646,13.242,13.971,14.123,13.851,13.286,12.727,14.172,14.247,15.358
TAVG,AMJJAS,12.801,13.944,14.405,14.895,12.823,14.158,14.324,14.354,14.311,13.852,13.787,13.965,15.259,14.752,15.257,13.994,13.732,14.148,14.974,15.186,15.680,14.724,14.919,16.359,14.120,14.502,15.066,15.562,14.933,15.934,14.847,16.067,15.936,15.346,14.824,15.940,15.546,15.779,16.646,15.604,15.396,15.020,16.238,15.742,17.237
TAVG,ONDJFM,0.208,1.295,1.706,3.213,1.374,1.209,1.212,0.759,3.355,3.111,3.864,2.440,2.392,2.657,3.681,3.220,1.581,3.047,3.494,2.159,2.569,5.248,3.444,2.916,2.329,2.425,1.510,5.558,3.068,2.906,2.519,2.676,2.757,2.750,5.124,4.535,4.201,3.124,2.826,4.349,5.028,3.550,3.208,4.955,6.369
TAVG,NDJF,-1.269,-1.670,-0.731,1.331,-0.594,-1.345,-0.676,-0.753,1.947,0.602,1.812,-0.424,0.764,1.187,1.095,2.353,-0.488,1.037,2.633,-0.527,0.125,3.322,0.413,0.704,1.185,0.122,-0.736,3.996,1.641,0.694,0.653,1.021,0.212,1.238,3.173,2.712,2.877,0.677,1.191,2.089,3.579,1.922,1.868,2.767,4.103
RH,year,80.174,77.479,79.386,76.148,79.679,77.969,78.169,78.509,77.201,77.381,76.525,78.260,75.989,75.483,76.880,77.331,78.071,75.099,74.523,76.509,74.406,73.685,75.332,70.469,76.454,75.046,74.291,74.426,77.648,76.359,79.055,75.802,74.234,77.414,78.712,74.860,77.090,74.779,78.700,76.277,74.708,75.179,73.390,77.678,78.334
