Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,14.122,15.005,15.519,15.544,14.267,15.383,15.187,15.294,15.723,15.868,16.027,15.099,15.870,15.782,16.687,15.420,14.968,16.393,16.166,16.123,16.689,16.541,16.325,16.990,16.095,15.756,16.807,17.132,16.629,16.801,15.538,17.195,17.037,16.330,16.855,17.441,16.696,17.111,16.758,16.890,16.930,16.495,17.901,17.496,17.408
TMAX,MAMJJASO,17.673,19.032,19.162,19.384,17.545,19.462,19.209,18.985,19.482,19.114,19.731,18.957,19.334,19.510,20.399,18.947,18.506,19.996,19.899,20.122,20.434,20.611,19.703,21.381,19.781,20.012,20.657,20.794,20.251,20.918,19.521,20.954,21.377,20.096,20.132,20.954,20.111,21.562,20.718,20.689,20.299,20.224,21.716,21.219,20.873
TMAX,AMJJAS,19.498,20.714,21.600,21.330,19.445,21.713,21.101,21.436,21.420,20.498,21.223,20.783,21.473,21.753,22.077,20.629,20.728,21.644,22.065,22.096,22.543,21.983,21.238,23.973,21.696,22.062,22.778,22.975,22.133,23.252,21.766,23.228,23.043,22.216,21.587,23.312,22.299,23.302,23.094,22.321,22.654,22.443,23.801,22.764,22.865
TMAX,ONDJFM,7.279,8.828,9.283,9.679,8.863,8.924,9.212,9.160,10.183,11.201,11.221,9.637,9.649,10.051,10.484,10.452,9.651,10.886,10.793,9.620,10.412,11.144,11.313,10.355,9.886,10.279,9.313,12.443,10.827,10.349,9.942,10.007,11.302,10.222,11.661,11.582,11.639,11.155,10.029,11.326,11.742,10.559,10.845,12.089,12.590
TMAX,NDJF,6.321,6.363,7.570,8.052,7.120,7.261,7.055,7.501,8.696,8.843,9.330,6.948,7.946,8.817,8.006,9.261,7.587,9.076,9.247,7.513,8.264,9.221,8.520,8.148,8.522,8.001,7.291,10.873,9.187,8.101,8.058,8.344,8.760,8.370,9.744,9.702,10.614,9.003,7.994,9.093,10.150,9.069,9.503,9.811,10.624
TMIN,year,5.359,5.864,6.700,6.293,5.661,6.154,6.341,6.354,6.700,6.499,6.690,5.964,6.874,6.550,7.548,6.294,6.231,6.838,6.531,6.770,7.286,7.089,7.412,7.386,7.007,6.380,7.170,7.289,7.301,7.363,6.828,7.444,7.308,7.230,7.864,7.728,7.427,6.812,7.518,7.565,7.247,6.811,7.751,7.977,8.540
TMIN,MAMJJASO,8.167,9.333,9.462,9.392,8.175,9.211,9.565,9.069,9.783,9.192,9.643,9.220,9.691,9.523,10.290,8.928,8.824,9.329,9.551,10.133,10.240,10.221,9.951,10.666,9.828,9.791,10.101,10.014,10.076,10.459,9.828,10.244,10.723,10.184,10.046,10.602,10.008,10.082,10.538,10.557,9.812,9.444,10.583,10.870,11.453
TMIN,AMJJAS,9.527,10.555,11.330,11.018,9.570,10.865,11.107,10.972,11.357,10.616,10.734,10.439,11.271,11.247,11.805,10.532,10.512,10.774,11.388,11.812,11.779,11.081,11.379,12.735,11.156,11.502,11.680,11.601,11.576,12.374,11.580,12.056,12.151,11.548,11.250,12.267,11.664,11.597,12.278,12.040,11.619,11.304,12.322,12.094,12.770
TMIN,ONDJFM,-0.333,0.886,1.431,2.083,1.185,1.550,1.773,1.120,2.749,2.453,2.425,2.056,1.461,2.020,2.892,2.461,1.996,2.744,2.461,1.166,1.964,3.888,2.527,2.582,2.315,2.212,1.644,4.042,2.422,2.435,2.326,2.481,2.263,2.577,4.052,3.696,3.551,2.663,1.814,2.657,3.605,2.386,2.253,3.688,4.735
TMIN,NDJF,-1.263,-1.288,0.023,0.703,-0.128,0.070,0.232,0.136,1.601,0.329,1.263,-0.502,-0.129,0.908,1.133,1.740,0.796,1.651,1.592,-0.680,0.192,2.235,0.296,1.329,1.300,0.406,-0.020,2.825,1.141,0.850,1.088,1.220,0.530,1.011,2.686,2.353,2.581,1.068,0.379,0.996,2.408,1.604,1.447,2.097,3.160
TAVG,year,9.765,10.472,11.126,10.747,9.898,10.655,10.687,10.818,11.189,11.132,11.316,10.448,11.135,10.883,11.872,10.614,10.374,11.340,11.160,11.269,11.797,11.567,11.732,12.025,11.291,10.865,11.679,11.990,11.564,11.649,10.772,11.891,11.776,11.393,12.028,12.214,11.731,11.670,11.839,11.987,11.819,11.389,12.404,12.342,12.626
