Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,12.698,13.940,14.281,14.983,13.596,13.224,14.421,13.517,13.937,14.832,15.576,13.495,14.659,14.111,15.873,14.228,13.231,13.516,14.329,14.990,16.001,14.977,15.441,14.561,14.537,14.007,14.689,16.189,15.712,15.806,14.889,15.136,16.167,15.624,15.757,16.312,15.784,15.987,16.315,16.973,16.580,15.447,16.593,17.032,17.763
TMAX,MAMJJASO,17.873,19.478,19.485,20.493,18.734,19.139,20.268,18.770,19.273,19.718,20.561,18.746,20.168,19.465,21.170,19.633,18.404,18.146,19.605,20.312,21.286,20.696,20.526,20.234,19.798,19.128,20.036,21.565,20.802,21.159,19.895,20.805,22.843,20.688,20.808,21.205,21.005,21.671,22.114,22.018,21.589,20.015,21.335,21.841,23.081
TMAX,AMJJAS,20.099,21.382,22.096,22.871,21.053,22.142,23.331,22.265,22.061,21.739,22.179,21.016,22.757,22.140,23.828,21.896,21.664,20.702,22.425,22.934,23.966,22.600,22.879,23.764,22.028,21.818,22.511,24.279,22.967,24.211,22.978,23.699,25.721,23.565,22.895,24.264,24.158,23.938,25.116,23.990,23.849,22.859,24.022,23.785,25.809
TMAX,ONDJFM,2.042,6.357,5.717,8.292,5.475,4.387,6.031,4.414,6.692,6.722,8.341,7.226,6.063,5.987,7.803,7.313,3.785,6.726,7.086,5.850,6.493,9.556,7.606,5.136,6.217,6.775,5.830,9.842,6.839,7.735,6.929,6.698,6.207,7.331,9.064,7.687,8.981,6.622,7.541,8.627,10.480,8.279,8.275,9.776,10.885
TMAX,NDJF,-0.137,2.664,2.353,5.411,2.836,0.467,3.431,2.091,4.581,3.369,4.883,4.120,2.964,3.504,4.358,4.833,0.805,4.236,5.645,2.194,3.581,6.775,3.721,2.261,3.707,4.101,2.850,7.215,3.555,4.977,4.140,4.528,2.784,4.450,6.009,5.005,7.092,3.308,5.315,4.608,7.871,5.808,6.525,7.098,7.991
TMIN,year,3.399,4.119,3.988,4.095,3.988,2.807,3.849,3.453,4.201,4.756,4.552,4.015,4.028,3.589,5.484,4.308,3.978,3.894,4.300,5.087,4.761,4.777,5.205,4.154,4.625,4.320,4.533,5.628,5.378,5.324,5.200,4.400,4.866,5.460,5.828,5.768,5.363,5.094,5.839,6.099,5.937,5.192,5.658,6.231,6.538
TMIN,MAMJJASO,7.422,8.276,8.223,8.233,7.627,7.567,7.992,7.246,8.121,8.622,7.815,8.212,8.121,7.937,9.298,8.332,7.839,7.234,8.604,9.174,8.467,9.227,9.223,8.317,8.508,8.287,8.681,9.325,9.144,8.995,9.171,8.517,9.736,9.072,9.324,9.433,9.398,9.153,9.778,9.557,9.367,8.318,8.890,9.576,10.302
TMIN,AMJJAS,9.240,9.841,10.280,10.495,9.398,10.026,10.395,10.032,10.462,10.479,9.489,10.069,10.106,9.942,11.495,10.411,10.451,9.655,10.905,11.367,10.727,10.866,11.328,10.984,10.280,10.828,10.907,11.332,11.019,11.051,11.844,11.036,12.203,11.372,11.111,11.652,11.561,11.034,12.389,11.587,10.993,10.797,11.302,11.583,12.521
TMIN,ONDJFM,-5.442,-1.630,-2.685,-0.751,-2.636,-4.289,-1.886,-4.357,-0.609,-1.957,-1.077,-1.239,-2.366,-2.806,-0.614,-1.132,-3.724,-1.331,-1.435,-2.181,-2.072,0.307,-1.576,-2.990,-1.665,-1.468,-2.524,0.649,-1.075,-0.542,-0.810,-1.763,-3.171,-0.850,0.435,-0.205,0.245,-1.938,-0.382,-0.527,0.951,0.537,-0.827,1.087,1.192
TMIN,NDJF,-7.354,-4.232,-5.361,-2.582,-4.372,-7.630,-3.284,-5.744,-1.919,-4.058,-3.283,-3.103,-4.638,-4.914,-2.939,-2.879,-5.520,-2.854,-2.131,-4.865,-4.233,-1.259,-4.360,-5.142,-3.569,-3.009,-4.747,-0.770,-3.362,-2.293,-2.670,-3.181,-5.216,-2.683,-1.387,-1.945,-1.327,-4.737,-1.425,-2.570,-0.428,-0.827,-1.462,-0.122,-0.565
TAVG,year,7.690,8.721,8.706,9.161,8.453,7.680,8.804,8.157,8.709,9.429,9.666,8.347,9.046,8.497,10.247,8.858,8.263,8.294,8.917,9.584,9.979,9.426,9.904,8.996,9.156,8.733,9.088,10.508,10.079,10.143,9.538,9.283,10.073,10.082,10.258,10.607,10.090,10.101,10.562,11.031,10.760,9.851,10.688,11.453,12.009
