Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,10.111,11.240,11.649,12.441,10.633,10.778,11.315,10.822,11.710,12.349,12.409,11.099,12.521,11.780,13.081,11.457,10.262,11.869,12.102,11.875,12.994,11.927,12.733,12.868,11.518,11.274,12.182,12.962,12.559,12.175,10.923,13.078,12.590,11.898,13.139,13.498,12.688,12.859,13.540,13.547,13.266,12.388,13.707,13.714,14.374
TMAX,MAMJJASO,14.203,16.035,16.011,17.032,14.592,15.661,16.119,15.079,15.884,16.133,16.512,15.517,16.794,16.103,17.147,15.816,14.613,15.834,16.204,16.573,17.351,16.676,16.677,17.793,15.873,16.174,16.648,17.240,16.387,16.927,15.592,17.604,17.699,16.388,16.944,17.289,16.775,17.765,18.478,17.918,17.165,16.581,17.981,18.023,18.684
TMAX,AMJJAS,16.144,17.815,18.302,19.232,16.429,18.053,18.400,17.745,18.339,17.399,17.885,17.363,19.656,18.558,19.282,17.676,17.009,18.024,18.588,18.658,19.622,18.089,18.713,20.754,17.941,18.285,18.852,19.716,18.519,19.806,18.020,19.924,19.731,18.894,18.351,19.824,19.450,19.497,21.329,19.730,19.553,18.754,19.777,19.637,20.718
TMAX,ONDJFM,2.762,4.362,4.233,5.834,4.562,3.950,3.743,3.883,5.456,6.658,7.572,5.326,5.163,4.965,5.910,5.880,3.656,5.483,6.199,4.675,5.137,6.642,6.474,5.239,4.776,4.831,3.690,8.318,5.535,4.764,4.520,5.000,5.823,4.489,7.348,6.839,7.297,5.830,5.169,7.127,7.726,6.089,6.714,7.539,8.637
TMAX,NDJF,1.203,1.270,1.618,3.712,2.279,1.307,1.115,1.942,3.969,3.879,5.010,2.074,3.197,3.583,3.171,4.645,0.786,3.147,5.000,1.890,2.657,4.188,3.165,2.586,3.404,2.197,0.875,6.239,3.833,2.315,2.209,2.636,2.793,2.466,4.714,4.587,6.261,3.208,2.888,4.263,5.721,4.216,4.535,4.778,5.872
TMIN,year,1.817,2.407,2.882,2.910,2.143,1.878,2.172,2.267,3.025,3.255,2.924,2.351,3.506,2.878,4.139,3.000,2.104,3.047,3.303,3.447,3.961,3.226,4.064,3.182,3.038,2.659,3.290,3.922,3.851,3.662,2.786,3.667,3.484,3.594,4.754,4.333,4.020,3.663,4.628,4.412,4.098,3.269,4.452,4.754,5.470
TMIN,MAMJJASO,5.131,6.336,6.292,6.532,5.071,5.775,5.946,5.603,6.194,6.444,6.033,6.100,6.672,6.248,7.060,6.350,5.651,5.937,6.713,7.181,7.239,7.010,7.035,6.890,6.385,6.398,6.822,6.938,6.769,7.307,6.514,6.964,7.246,6.820,7.399,7.284,7.190,7.427,8.051,7.720,6.978,6.303,7.577,7.949,8.909
TMIN,AMJJAS,6.747,7.744,8.031,8.334,6.719,7.584,7.827,7.894,7.907,7.891,7.259,7.546,8.706,8.137,8.803,8.064,7.584,7.659,8.588,8.905,8.769,8.069,8.907,9.258,8.040,8.402,8.851,8.761,8.587,9.369,8.660,8.996,8.946,8.805,8.733,9.223,9.129,8.917,10.324,9.394,8.809,8.277,9.407,9.507,10.467
TMIN,ONDJFM,-4.349,-3.265,-3.263,-1.426,-3.335,-3.406,-3.510,-4.068,-1.308,-1.091,-1.601,-2.457,-2.219,-2.368,-1.238,-1.453,-3.332,-1.782,-1.493,-2.265,-2.142,-0.321,-1.541,-2.242,-2.578,-2.450,-3.508,0.369,-1.688,-1.830,-2.389,-2.409,-2.049,-1.993,-0.143,-0.119,-0.219,-1.716,-1.748,-0.656,-0.248,-1.321,-1.431,0.037,0.682
TMIN,NDJF,-5.637,-5.811,-5.337,-3.068,-4.938,-5.667,-5.448,-5.185,-2.486,-3.133,-3.555,-5.097,-3.699,-3.524,-3.376,-2.029,-5.302,-3.733,-2.237,-4.557,-4.176,-2.300,-4.037,-4.010,-3.435,-4.245,-5.486,-0.866,-2.987,-3.603,-4.018,-3.950,-4.068,-3.236,-1.651,-1.542,-1.169,-3.868,-3.212,-2.452,-1.455,-2.549,-2.303,-1.749,-1.215
TAVG,year,5.930,6.797,7.225,7.645,6.361,6.299,6.717,6.517,7.347,7.776,7.641,6.696,7.984,7.295,8.582,7.207,6.156,7.432,7.679,7.640,8.459,7.556,8.379,7.993,7.257,6.947,7.722,8.422,8.206,7.918,6.862,8.373,8.047,7.750,8.947,8.920,8.343,8.251,9.074,8.971,8.669,7.820,9.046,9.230,9.888
TAVG,MAMJJASO,9.629,11.157,11.107,11.748,9.803,10.685,11.004,10.309,11.015,11.260,11.239,10.775,11.694,11.133,12.069,11.059,10.109,10.853,11.433,11.851,12.270,11.819,11.832,12.305,11.105,11.265,11.721,12.065,11.582,12.115,11.065,12.289,12.486,11.610,12.171,12.294,11.973,12.591,13.252,12.808,12.058,11.431,12.736,12.981,13.755
TAVG,AMJJAS,11.406,12.750,13.124,13.747,11.552,12.789,13.086,12.788,13.100,12.617,12.539,12.421,14.138,13.304,14.007,12.849,12.277,12.810,13.564,13.760,14.172,13.057,13.790,14.971,12.970,13.326,13.838,14.215,13.561,14.586,13.356,14.470,14.354,13.857,13.545,14.533,14.281,14.206,15.818,14.555,14.168,13.503,14.547,14.568,15.552
TAVG,ONDJFM,-0.831,0.521,0.452,2.179,0.578,0.244,0.093,-0.121,2.054,2.767,2.960,1.411,1.453,1.277,2.314,2.199,0.125,1.825,2.335,1.182,1.480,3.145,2.445,1.472,1.075,1.171,0.070,4.330,1.914,1.461,1.059,1.295,1.885,1.254,3.599,3.356,3.537,2.035,1.699,3.225,3.728,2.375,2.619,3.786,4.657
TAVG,NDJF,-2.253,-2.297,-1.889,0.306,-1.362,-2.203,-2.186,-1.642,0.722,0.366,0.709,-1.531,-0.262,0.013,-0.120,1.301,-2.290,-0.315,1.369,-1.352,-0.769,0.933,-0.446,-0.733,-0.036,-1.036,-2.325,2.680,0.409,-0.648,-0.908,-0.655,-0.644,-0.381,1.536,1.518,2.543,-0.355,-0.170,0.902,2.127,0.821,1.102,1.513,2.331
RH,year,75.289,73.129,74.478,71.148,74.262,73.567,72.982,74.524,73.432,72.754,70.833,73.226,70.854,73.282,73.755,75.821,76.657,74.703,74.122,76.126,75.397,76.544,76.574,73.155,76.306,76.153,75.570,75.053,76.781,77.433,77.883,75.614,76.710,78.016,78.829,74.035,77.130,74.109,75.349,74.071,74.173,74.409,74.461,75.081,76.932
RH,MAMJJASO,73.573,71.385,71.821,69.069,71.691,71.086,70.597,71.979,71.025,71.534,67.930,71.797,67.811,70.830,71.131,73.188,74.595,71.834,72.920,74.311,72.433,74.170,74.212,69.615,74.682,73.571,73.329,72.442,75.103,74.767,75.345,73.149,73.772,74.832,76.029,71.790,75.281,71.119,71.278,71.351,71.749,71.072,71.765,72.562,76.012
RH,AMJJAS,72.473,70.352,70.585,68.129,71.438,69.324,69.206,70.936,69.114,72.054,67.567,70.530,65.017,69.310,69.905,72.373,73.348,70.517,71.993,73.756,70.327,72.183,73.607,68.078,73.278,72.910,72.159,70.551,73.966,73.255,74.744,72.545,72.862,72.933,75.872,69.639,73.575,70.495,69.344,70.423,70.385,70.582,72.738,72.391,74.659
RH,ONDJFM,77.781,75.618,77.183,77.376,75.043,77.773,78.654,76.039,78.399,75.952,71.141,76.415,75.445,76.427,78.827,78.157,80.774,78.644,76.286,78.862,79.031,81.869,78.341,79.831,79.115,78.920,80.608,77.510,79.672,81.915,80.758,79.581,79.009,83.578,81.249,81.279,79.396,78.194,81.085,77.331,77.091,79.558,74.864,79.697,77.673
RH,NDJF,78.792,76.469,78.749,78.301,77.095,77.977,80.199,78.035,79.248,77.431,72.890,77.160,76.594,76.822,80.118,79.595,82.522,79.267,77.803,79.672,80.140,82.481,79.537,82.717,80.002,79.369,82.359,78.682,79.940,83.132,82.872,81.557,81.034,85.233,84.024,82.932,79.053,78.797,83.016,80.006,78.672,81.478,79.037,81.694,79.345
RHmin,year,58.757,56.338,57.508,53.777,57.873,56.519,55.786,57.869,57.016,55.669,53.848,56.461,54.695,56.532,56.924,59.244,60.296,57.727,57.235,59.396,58.049,59.385,59.610,55.238,59.453,59.142,58.136,57.878,59.588,60.461,61.408,57.591,59.001,61.526,62.083,57.054,59.925,56.848,58.454,57.089,57.051,57.189,56.970,58.034,59.303
RHmin,MAMJJASO,56.488,54.128,54.264,51.184,54.535,53.533,52.816,54.717,53.908,54.246,50.437,54.710,51.007,53.571,53.354,55.912,57.786,53.942,55.573,56.743,54.412,56.428,56.484,51.070,56.891,55.635,55.290,54.196,57.050,56.941,58.314,54.066,55.001,57.274,58.147,54.500,57.397,53.221,53.109,53.666,53.938,53.022,53.419,54.666,57.599
RHmin,AMJJAS,55.350,53.000,52.645,50.172,54.417,51.355,51.378,53.623,51.520,55.115,50.092,53.255,47.842,51.733,52.107,55.404,56.424,52.359,54.247,55.989,51.846,54.647,55.981,49.319,55.306,55.319,54.485,51.940,56.015,54.673,57.701,53.413,53.974,55.327,58.054,52.225,55.074,52.616,51.118,53.034,52.333,52.615,54.329,54.794,56.002
RHmin,ONDJFM,61.966,59.447,60.771,61.745,58.315,61.665,62.521,59.136,63.477,59.935,53.686,59.932,59.937,60.776,63.079,62.164,64.730,62.754,60.309,63.359,62.777,65.858,61.160,63.416,62.768,62.731,64.083,60.679,63.665,66.556,64.982,63.274,61.912,68.184,64.817,65.686,63.008,61.915,65.223,61.144,60.397,63.491,58.496,63.376,60.888
RHmin,NDJF,63.133,60.684,62.683,63.166,60.807,62.102,64.659,61.974,64.544,62.108,55.566,61.181,61.501,61.274,64.877,64.376,67.651,63.652,62.290,64.618,64.232,67.064,63.109,66.995,64.201,64.354,66.793,62.896,64.468,68.607,67.679,65.992,64.830,70.801,68.706,68.400,62.647,62.780,68.079,64.915,62.833,65.942,63.584,66.550,63.386
