Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,11.610,12.257,13.395,13.461,11.965,11.756,12.304,11.444,13.101,14.063,13.945,12.838,13.710,12.764,14.014,13.165,11.328,13.397,13.199,13.874,14.130,13.210,13.749,14.369,13.211,13.501,14.066,14.251,13.832,13.664,12.073,14.446,13.607,12.882,14.858,14.609,13.995,14.005,15.458,15.053,15.163,13.626,15.483,15.153,15.317
TMAX,MAMJJASO,15.654,16.904,17.778,17.771,15.742,16.527,16.621,15.716,16.822,18.073,17.768,17.187,17.845,16.980,17.850,17.587,15.978,17.709,17.093,18.275,17.980,17.469,17.676,19.094,17.513,18.058,18.459,18.253,17.565,18.263,17.189,18.791,18.188,17.069,18.859,18.195,18.193,18.477,20.282,19.204,18.970,17.711,19.792,19.263,19.541
TMAX,AMJJAS,17.753,18.876,20.073,20.138,17.565,18.805,18.666,18.127,19.269,19.644,19.246,18.988,20.626,19.347,20.054,19.529,18.263,19.878,19.344,20.588,20.159,19.213,19.903,21.990,19.586,20.061,20.997,20.426,19.918,21.090,19.435,20.956,20.068,19.679,20.357,20.600,20.983,20.130,23.280,21.319,21.391,19.610,21.601,21.379,21.540
TMAX,ONDJFM,4.068,5.842,5.378,7.232,6.089,5.086,5.072,5.236,6.948,8.108,8.970,6.998,6.937,6.477,6.502,7.771,4.743,6.384,7.719,6.330,7.238,7.721,8.086,6.475,6.756,6.619,5.797,9.955,7.489,6.101,5.754,6.077,7.831,5.500,9.050,8.138,8.477,7.203,7.049,8.966,9.111,7.924,8.543,9.009,9.521
TMAX,NDJF,2.544,3.061,2.895,5.434,4.113,2.425,2.485,3.298,5.545,5.764,6.716,3.861,4.898,4.999,4.264,6.632,1.712,3.528,6.180,4.083,5.310,6.012,5.270,3.894,5.429,4.258,3.227,7.945,6.032,3.786,3.437,3.310,5.055,3.911,6.572,5.649,7.636,4.706,5.105,6.574,7.366,5.952,6.296,6.589,7.131
TMIN,year,3.989,4.524,4.909,5.108,4.467,3.650,4.072,3.881,5.450,5.411,5.487,4.332,5.357,4.639,5.860,5.018,3.464,4.844,5.397,5.634,6.077,5.259,5.734,4.790,4.929,4.789,5.328,5.628,5.270,4.807,3.630,5.149,4.714,4.695,6.062,5.444,5.300,5.363,5.689,5.610,5.668,4.952,5.633,6.236,6.590
TMIN,MAMJJASO,6.902,8.041,7.948,8.224,6.997,7.385,7.273,6.955,7.823,8.094,7.831,7.359,7.993,7.526,8.305,8.119,6.798,7.641,8.258,8.579,8.641,8.378,8.396,7.914,7.717,7.691,8.294,7.957,7.659,7.849,7.184,7.761,7.696,7.256,8.494,7.444,8.102,8.292,8.407,8.251,7.710,7.560,7.948,8.610,9.242
TMIN,AMJJAS,8.407,9.309,9.407,9.813,8.484,9.013,8.806,9.024,9.357,9.222,8.924,8.659,9.916,9.340,9.980,9.574,8.497,9.165,9.814,10.188,9.912,9.476,10.191,10.115,9.235,9.250,10.071,9.622,9.244,9.614,8.921,9.582,9.155,9.184,9.715,9.030,9.898,9.379,10.566,9.444,9.044,9.192,9.423,9.857,10.648
TMIN,ONDJFM,-1.970,-0.068,-0.965,1.453,-0.345,-1.141,-1.255,-1.355,1.634,1.924,1.837,0.529,0.582,0.131,0.782,1.298,-1.376,0.116,1.203,0.620,1.367,1.760,1.475,-0.265,0.231,0.314,-0.680,3.122,1.074,-0.082,-0.499,-0.689,0.588,-0.445,1.900,1.827,1.902,0.428,0.999,1.612,2.221,1.178,1.422,2.205,2.886
TMIN,NDJF,-3.095,-2.229,-2.915,0.068,-1.494,-3.527,-3.174,-2.480,0.970,0.505,0.281,-1.492,-0.579,-0.533,-0.849,1.121,-3.586,-1.871,0.439,-1.149,0.043,0.400,-0.433,-1.851,-0.228,-1.013,-2.223,2.168,0.331,-1.694,-1.908,-2.079,-0.917,-0.960,0.759,0.443,1.551,-1.333,-0.059,0.358,1.411,-0.068,0.991,0.799,1.562
