Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,20.150,21.078,20.179,20.216,19.622,20.509,19.888,20.716,20.051,21.257,20.951,20.572,20.474,19.310,20.579,21.670,20.247,21.359,21.179,20.542,20.662,20.666,20.691,21.079,21.007,21.428,21.479,20.912,20.593,21.709,21.126,22.083,21.264,21.027,21.046,22.009,21.786,23.164,21.260,21.892,22.158,21.559,22.633,22.597,22.263
TMAX,MAMJJASO,23.338,23.622,23.316,23.123,22.659,23.857,23.072,23.984,22.997,24.506,24.438,24.093,23.633,22.037,23.577,24.966,23.576,24.671,24.146,23.679,23.814,24.015,23.578,24.753,24.379,25.353,25.207,23.993,23.550,25.443,24.989,25.858,24.710,24.521,24.524,25.435,25.199,26.985,24.529,25.106,25.381,24.869,25.737,26.290,25.115
TMAX,AMJJAS,25.062,25.112,24.991,23.938,24.339,25.324,24.534,26.084,24.131,25.752,26.237,26.415,25.481,23.779,24.680,26.202,25.131,25.224,25.273,25.436,25.107,25.777,24.984,26.767,26.456,27.237,27.294,25.446,25.097,26.513,27.295,27.420,26.058,26.639,25.828,27.351,27.114,28.451,26.582,26.462,27.360,26.160,27.627,27.934,27.088
TMAX,ONDJFM,14.162,15.746,16.961,15.176,15.678,15.074,15.540,15.930,15.293,16.427,16.747,14.512,15.518,15.351,15.075,16.701,16.117,17.251,17.109,16.201,16.087,15.662,15.992,15.787,15.394,15.530,15.151,16.134,16.891,16.001,15.823,15.546,17.482,15.132,15.891,16.301,16.562,16.929,17.012,17.314,17.108,16.398,17.375,17.467,17.448
TMAX,NDJF,13.510,14.076,15.715,13.192,14.247,13.494,13.339,13.892,14.021,14.577,14.598,12.914,13.857,14.330,13.395,15.142,14.068,14.480,14.844,14.655,14.316,14.088,14.134,13.881,14.191,13.628,13.199,14.451,15.477,13.522,13.705,13.919,14.607,13.739,13.925,13.763,15.626,14.994,15.064,15.343,15.487,14.627,16.074,15.394,15.867
TMIN,year,8.993,9.652,9.414,9.477,8.892,9.199,8.837,10.076,9.387,10.373,9.922,9.334,9.103,8.824,9.429,10.374,9.657,10.632,9.743,9.201,9.336,9.589,9.720,10.032,9.350,9.130,10.105,9.004,9.085,9.712,9.816,10.557,9.749,9.554,10.378,10.121,10.090,10.040,10.008,9.925,10.592,9.632,10.565,10.339,10.403
TMIN,MAMJJASO,11.199,11.815,11.264,11.401,10.705,11.155,10.922,12.168,11.216,12.191,12.187,11.674,11.225,10.800,11.330,12.063,11.563,12.525,11.841,11.755,11.336,11.962,11.403,12.359,11.598,12.097,12.718,11.211,11.112,11.815,12.046,12.837,12.307,11.877,12.390,12.326,11.995,12.446,12.177,11.829,12.463,11.524,12.522,12.670,12.031
TMIN,AMJJAS,12.143,12.674,12.497,12.227,11.944,12.305,11.751,13.381,12.200,13.048,13.207,12.889,12.445,11.928,11.838,12.994,12.663,13.182,12.952,12.790,12.463,12.412,12.005,13.412,12.782,13.169,13.604,12.316,12.290,12.508,13.356,13.981,13.385,12.618,13.187,13.331,13.183,13.387,13.403,12.818,13.744,12.421,13.228,13.530,12.705
TMIN,ONDJFM,5.267,5.442,7.139,5.809,6.348,6.250,6.035,6.178,6.871,6.435,8.159,5.928,5.333,6.064,6.089,7.174,7.767,7.131,8.219,5.179,5.770,7.413,6.140,7.227,6.573,4.742,5.748,7.064,6.101,5.396,7.004,6.586,6.141,6.923,6.855,6.636,7.591,6.777,6.367,6.668,7.866,7.023,6.535,7.730,8.130
TMIN,NDJF,4.831,3.506,6.531,4.523,5.746,5.708,4.998,4.558,6.409,5.079,7.310,4.260,4.175,5.284,4.955,6.181,6.906,6.039,7.204,3.757,4.214,6.459,4.315,5.792,5.858,2.776,3.833,5.888,5.100,3.932,5.766,5.596,4.436,5.748,5.536,4.920,7.003,5.387,4.908,5.587,7.111,6.388,5.146,6.374,7.067
TAVG,year,14.504,15.281,14.735,14.795,14.226,14.793,14.329,15.329,14.666,15.767,15.399,14.902,14.725,14.001,14.924,15.960,14.899,15.951,15.410,14.839,14.929,15.053,15.140,15.472,15.159,15.240,15.721,14.891,14.754,15.626,15.387,16.201,15.419,15.118,15.512,15.828,15.706,16.348,15.375,15.667,16.181,15.337,16.323,16.236,16.096
TAVG,MAMJJASO,17.194,17.603,17.218,17.204,16.645,17.437,16.954,18.022,17.036,18.296,18.271,17.819,17.359,16.342,17.388,18.452,17.510,18.565,17.926,17.717,17.505,17.927,17.410,18.468,17.920,18.647,18.867,17.508,17.245,18.565,18.446,19.228,18.398,18.030,18.243,18.663,18.366,19.473,18.068,18.235,18.723,17.961,18.868,19.265,18.376
TAVG,AMJJAS,18.516,18.780,18.648,18.004,18.103,18.717,18.096,19.661,18.099,19.347,19.679,19.584,18.864,17.770,18.193,19.520,18.836,19.163,19.043,19.110,18.706,19.053,18.430,20.011,19.520,20.121,20.350,18.762,18.602,19.443,20.241,20.572,19.597,19.473,19.302,20.135,19.949,20.706,19.682,19.409,20.355,19.014,20.168,20.543,19.703
TAVG,ONDJFM,9.638,10.547,12.015,10.458,11.007,10.622,10.758,11.021,11.031,11.394,12.407,10.174,10.407,10.681,10.498,11.861,11.909,12.128,12.639,10.630,10.880,11.438,11.000,11.415,10.940,10.227,10.411,11.561,11.454,10.612,11.302,10.964,11.777,10.889,11.215,11.207,11.831,11.554,11.459,11.725,12.243,11.525,11.673,12.341,12.513
TAVG,NDJF,9.121,8.741,11.094,8.807,9.998,9.567,9.130,9.140,10.176,9.823,10.902,8.550,8.989,9.787,9.079,10.577,10.432,10.198,10.987,9.148,9.182,10.184,9.175,9.775,9.976,8.332,8.509,10.136,10.258,8.632,9.587,9.643,9.479,9.602,9.605,9.096,11.062,9.920,9.750,10.182,11.067,10.333,10.218,10.651,11.200
RH,year,69.733,69.264,70.733,71.089,69.088,66.959,68.758,69.452,68.987,68.192,66.815,66.038,65.879,68.965,68.013,66.279,69.550,69.564,67.879,68.740,69.758,70.490,70.888,69.525,69.082,64.720,65.697,64.217,65.983,65.065,68.064,67.514,65.904,71.812,74.672,70.695,72.049,66.496,73.883,71.022,73.577,71.954,70.926,70.211,74.026
RH,MAMJJASO,65.852,66.959,65.034,67.158,64.151,61.299,62.927,64.028,64.168,62.748,60.904,60.720,60.869,64.178,62.493,60.248,64.370,63.827,64.029,65.469,65.020,67.119,65.822,64.251,63.941,60.358,61.442,60.061,61.358,58.086,61.811,61.260,61.072,67.440,69.973,65.665,66.726,61.573,69.972,66.340,69.106,67.126,66.544,65.379,69.934
RH,AMJJAS,63.093,64.621,63.201,66.633,62.237,60.368,59.529,60.362,62.863,60.928,58.598,56.961,58.676,62.007,59.604,58.331,62.199,63.292,63.603,63.183,64.135,62.772,62.750,60.717,60.744,57.321,57.380,58.673,59.342,56.441,57.988,59.711,59.832,63.080,68.384,62.943,63.721,60.028,68.410,64.831,66.816,66.763,63.380,62.409,65.929
RH,ONDJFM,79.885,72.099,77.216,75.766,75.837,76.737,75.316,76.919,77.926,73.923,76.256,75.946,71.865,74.034,77.949,75.209,76.786,74.240,75.506,72.289,74.301,79.786,76.205,79.220,78.942,73.511,73.880,73.191,70.136,71.644,77.679,77.396,68.752,81.988,79.157,78.376,81.843,77.453,74.265,76.257,80.705,79.704,74.897,79.007,81.984
