Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,12.711,12.858,13.949,13.865,12.894,12.036,12.742,12.182,13.677,14.570,14.484,13.195,14.051,13.109,14.233,14.149,12.151,13.936,13.723,14.631,14.286,13.924,14.422,14.817,14.130,14.447,14.879,14.864,14.251,14.331,12.717,14.764,13.937,13.462,15.462,14.652,14.561,14.731,15.652,15.297,15.646,14.179,15.809,15.495,15.447
TMAX,MAMJJASO,16.196,16.743,17.607,17.273,15.853,16.104,16.276,15.813,16.434,17.892,17.623,16.964,17.465,16.642,17.346,17.950,16.296,17.695,16.889,18.191,17.454,17.395,17.740,18.685,17.712,18.097,18.574,18.104,17.496,18.337,17.354,18.263,17.511,16.963,18.858,17.345,18.059,18.546,19.707,18.741,18.800,17.467,19.397,18.791,18.877
TMAX,AMJJAS,18.136,18.499,19.570,19.185,17.432,17.956,17.881,17.766,18.311,19.308,18.900,18.276,19.816,18.513,19.229,19.661,18.216,19.469,18.738,20.158,19.284,19.031,19.640,20.933,19.520,19.619,20.791,19.902,19.601,20.526,19.166,19.996,18.992,19.116,20.150,19.243,20.315,19.898,22.090,20.631,20.945,19.020,20.851,20.680,20.551
TMAX,ONDJFM,5.791,7.741,7.024,8.606,8.015,6.962,6.472,7.167,8.786,9.695,10.312,8.535,8.356,8.227,7.660,9.508,6.494,7.749,9.345,8.176,9.160,8.520,10.018,8.473,8.650,8.632,8.186,11.248,9.172,7.673,7.496,7.575,9.494,7.268,10.625,9.466,10.121,8.999,8.858,10.359,10.082,9.516,10.344,10.277,10.609
TMAX,NDJF,4.719,5.501,5.173,6.998,6.492,4.941,4.152,5.508,7.518,8.085,8.493,5.671,6.595,6.983,5.831,8.684,3.788,5.052,7.900,6.496,7.768,7.211,7.783,6.280,7.525,6.762,6.057,9.584,8.081,5.628,5.147,5.094,7.229,5.969,8.591,7.484,9.500,6.797,7.048,8.389,8.736,8.028,8.422,8.442,8.764
TMIN,year,5.224,5.469,5.869,6.012,5.546,4.604,4.713,4.926,6.589,6.260,6.356,5.226,6.464,5.573,6.486,6.046,4.231,5.903,6.456,6.640,6.967,6.314,6.623,5.513,6.135,6.282,6.862,6.944,6.320,6.007,4.594,6.497,6.039,5.537,7.434,6.472,6.355,6.554,6.592,6.619,6.999,6.209,6.674,7.502,7.712
TMIN,MAMJJASO,7.550,8.353,8.339,8.437,7.402,7.815,7.089,7.450,8.352,8.462,8.061,7.821,8.655,7.881,8.548,8.622,6.988,8.331,8.810,8.994,8.934,8.917,8.712,7.848,8.485,8.521,9.198,8.884,8.426,8.492,7.772,8.543,8.509,7.637,9.463,7.782,8.717,8.995,8.972,8.859,8.607,8.371,8.499,9.494,9.902
TMIN,AMJJAS,9.026,9.435,9.557,9.844,8.543,9.173,8.214,9.084,9.617,9.183,8.816,8.746,10.302,9.405,9.940,9.912,8.363,9.597,10.082,10.279,10.038,9.772,10.304,9.685,9.825,9.522,10.630,10.328,9.879,9.999,8.970,10.064,9.683,9.100,10.461,9.103,10.505,9.771,10.757,9.795,9.738,9.556,9.712,10.489,11.046
TMIN,ONDJFM,0.049,1.994,0.656,2.953,1.630,0.867,0.485,0.876,3.389,3.736,3.850,2.061,2.493,2.147,2.043,3.233,0.123,1.582,3.147,2.444,3.279,3.081,3.722,1.430,2.122,2.450,2.115,5.105,2.938,1.612,1.429,1.248,2.771,1.497,3.982,3.403,3.957,2.196,2.762,3.351,3.973,3.140,3.473,3.923,4.917
TMIN,NDJF,-0.536,0.429,-0.779,1.844,0.820,-1.052,-1.070,-0.031,2.829,2.745,2.572,0.100,1.342,1.919,0.626,3.189,-1.727,-0.278,2.472,1.142,2.277,2.151,2.147,0.276,2.078,1.240,0.826,4.270,2.423,0.363,0.035,-0.011,1.506,0.954,3.152,2.102,4.140,0.909,1.594,2.231,3.276,2.144,2.997,2.820,3.658
