Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,14.053,14.811,15.694,15.569,14.675,14.698,14.798,14.565,15.475,16.753,16.449,15.223,15.455,15.115,16.279,16.051,14.903,16.642,15.731,16.013,16.136,15.754,16.268,17.149,15.748,15.912,16.544,16.103,15.666,16.400,14.953,17.195,16.045,15.327,16.929,17.011,16.351,16.791,17.262,17.159,17.639,16.174,18.289,17.801,16.965
TMAX,MAMJJASO,17.427,18.361,19.025,19.109,17.817,18.818,18.495,18.516,18.666,20.234,20.106,19.134,18.790,18.469,19.506,19.529,18.616,20.335,19.117,19.898,19.420,19.632,19.302,21.522,19.504,20.281,20.519,19.452,18.856,20.396,19.283,20.759,19.962,19.094,20.299,20.313,19.737,20.859,21.250,20.830,20.973,19.693,22.344,21.669,20.304
TMAX,AMJJAS,19.223,19.876,21.219,20.978,19.596,20.697,20.041,20.562,20.429,21.609,21.579,20.943,21.077,20.445,20.987,21.015,20.411,21.837,20.953,21.756,21.336,20.777,20.748,23.858,21.348,21.916,22.439,21.343,20.817,22.369,21.280,22.506,21.318,20.889,21.509,22.472,21.882,22.337,23.564,22.613,23.373,21.253,24.040,23.316,21.809
TMAX,ONDJFM,7.999,9.160,9.988,9.803,9.677,9.086,8.850,9.026,10.291,11.362,12.346,9.781,9.531,10.179,10.032,11.325,10.389,10.472,11.542,9.829,10.362,11.100,11.149,11.000,10.238,9.825,9.492,12.140,10.741,9.511,9.817,9.925,11.570,9.709,11.702,11.241,11.807,11.096,10.481,11.912,12.015,11.235,11.452,12.324,12.663
TMAX,NDJF,7.210,6.718,8.682,8.216,8.074,7.448,6.177,6.881,8.940,9.087,10.452,6.889,7.753,9.120,8.219,10.137,7.971,7.945,9.871,7.867,8.370,9.515,8.375,8.474,9.065,7.361,6.758,10.441,9.506,7.251,7.592,7.591,8.960,7.922,9.480,8.891,11.091,8.948,8.343,9.857,10.462,9.801,9.317,9.873,10.428
TMIN,year,5.477,6.254,6.789,6.409,5.708,5.212,5.769,6.058,6.784,6.614,6.807,6.019,6.536,6.231,7.587,6.837,5.847,6.859,6.494,7.105,7.238,6.859,7.242,7.020,6.626,6.486,7.284,6.954,6.613,6.710,5.838,7.351,6.719,6.556,7.679,7.257,6.999,7.051,7.701,7.300,7.826,6.789,7.974,8.194,8.099
TMIN,MAMJJASO,7.915,9.052,8.873,9.042,7.643,8.155,8.346,8.839,9.068,9.099,9.058,8.844,8.970,8.606,9.581,9.132,8.045,9.150,9.133,9.841,9.382,9.702,9.019,9.848,9.148,9.519,10.136,9.212,8.849,9.348,8.681,9.468,9.381,9.203,9.589,9.377,9.207,9.856,10.060,9.679,9.869,8.961,10.501,10.652,10.385
TMIN,AMJJAS,9.220,9.960,10.351,10.567,8.935,9.665,9.461,10.236,10.246,10.139,10.090,9.913,10.446,10.126,10.713,10.256,9.349,10.369,10.386,11.259,10.748,10.287,10.125,11.603,10.413,10.657,11.336,10.717,10.202,10.929,10.136,10.804,10.534,10.308,10.680,10.841,10.875,10.898,11.657,10.661,11.263,10.464,11.526,11.852,11.361
TMIN,ONDJFM,1.171,1.758,2.765,2.833,1.871,1.605,1.188,1.846,3.550,3.095,3.568,2.633,1.904,2.756,3.252,3.999,2.912,2.743,3.345,2.672,2.787,4.406,3.283,3.266,2.656,2.527,2.290,4.505,2.765,1.922,2.434,2.465,3.217,2.850,4.061,3.801,4.173,2.915,3.182,3.640,4.685,3.717,3.168,4.618,5.111
TMIN,NDJF,0.694,-0.292,1.877,1.754,1.091,0.288,-0.259,0.329,2.472,1.422,2.579,0.392,0.432,2.246,1.909,3.705,1.531,1.305,2.380,1.175,1.537,3.171,1.296,2.070,2.087,0.930,0.185,3.350,1.694,0.635,1.281,1.170,1.975,1.640,2.801,2.412,4.005,1.472,1.893,2.519,3.662,2.976,2.118,2.943,3.944
TAVG,year,9.602,10.373,11.077,10.800,10.060,9.799,10.139,10.148,10.951,11.494,11.468,10.410,10.757,10.401,11.648,11.173,10.130,11.430,10.790,11.247,11.364,10.993,11.440,11.794,10.881,10.881,11.558,11.156,10.783,11.234,10.114,11.933,11.047,10.609,11.940,11.824,11.306,11.576,12.161,11.927,12.435,11.131,12.828,12.626,12.153
TAVG,MAMJJASO,12.509,13.548,13.778,13.885,12.600,13.320,13.260,13.495,13.678,14.525,14.434,13.783,13.649,13.260,14.237,14.040,13.085,14.426,13.843,14.516,14.068,14.332,13.841,15.395,14.020,14.590,14.982,13.932,13.493,14.537,13.680,14.782,14.317,13.799,14.551,14.553,14.121,15.004,15.322,14.984,15.148,13.967,16.152,15.776,14.954
TAVG,AMJJAS,14.074,14.777,15.636,15.602,14.173,15.049,14.613,15.221,15.164,15.765,15.726,15.248,15.544,15.019,15.571,15.396,14.684,15.830,15.397,16.176,15.731,15.255,15.137,17.486,15.615,16.028,16.579,15.662,15.185,16.342,15.454,16.372,15.582,15.298,15.753,16.413,16.057,16.307,17.334,16.399,17.086,15.528,17.576,17.229,16.223
TAVG,ONDJFM,4.423,5.269,6.198,6.140,5.583,5.175,4.854,5.282,6.764,6.985,7.707,5.989,5.449,6.204,6.384,7.379,6.315,6.287,7.046,5.949,6.242,7.443,6.846,6.813,6.101,5.826,5.497,7.959,6.322,5.359,5.802,5.864,7.030,5.941,7.516,7.136,7.628,6.553,6.475,7.396,7.998,7.135,6.885,8.073,8.508
TAVG,NDJF,3.781,3.052,5.109,4.839,4.420,3.726,2.848,3.482,5.565,5.019,6.264,3.456,3.832,5.425,4.831,6.703,4.477,4.345,5.724,4.245,4.686,6.076,4.521,5.000,5.259,3.835,3.118,6.577,5.201,3.615,4.198,4.094,5.154,4.502,5.830,5.341,7.203,4.763,4.846,5.824,6.742,6.067,5.312,6.040,6.872
RH,year,80.732,80.927,79.282,79.363,78.798,78.376,80.118,81.466,81.854,77.407,77.454,79.445,81.531,79.756,81.364,79.428,79.054,78.539,78.771,80.143,79.659,79.723,79.376,74.963,78.693,77.773,78.372,79.858,79.826,77.848,78.329,77.372,77.784,79.333,78.966,76.598,78.595,77.292,77.291,75.580,75.680,78.488,74.689,76.837,80.635
RH,MAMJJASO,79.091,79.757,76.250,77.594,76.024,76.054,78.014,79.084,80.129,74.445,73.705,76.852,79.619,77.472,78.614,76.817,75.422,75.029,76.388,77.770,77.066,77.550,76.469,70.608,75.368,74.578,75.239,77.590,77.429,74.550,74.372,73.252,74.856,76.628,75.704,73.000,75.471,74.013,73.424,71.679,71.556,75.143,70.008,73.585,78.279
RH,AMJJAS,77.602,78.543,74.234,76.441,74.488,75.232,76.340,78.034,79.099,73.380,72.266,74.615,78.027,77.028,77.494,75.471,73.981,74.082,75.246,76.420,75.882,75.434,75.602,68.724,73.725,72.934,73.193,76.421,75.968,73.702,73.535,71.721,73.991,75.001,74.890,70.463,73.969,72.269,71.515,69.579,68.870,74.479,68.101,72.552,76.462
RH,ONDJFM,83.871,83.082,83.032,84.385,81.632,83.359,82.192,84.101,85.219,83.700,80.442,84.417,83.938,83.539,84.682,84.424,83.524,83.623,81.947,84.150,83.358,84.503,82.294,81.768,83.063,83.537,83.679,83.627,82.347,83.226,82.530,83.445,81.163,84.123,82.481,83.655,83.040,82.469,83.108,80.652,82.640,82.569,81.704,82.041,82.808
RH,NDJF,84.517,83.090,84.098,84.503,83.314,83.816,83.874,85.314,85.805,85.484,82.707,85.636,84.291,85.196,85.938,86.448,85.221,85.754,84.588,84.920,84.927,84.606,83.645,84.730,84.768,85.147,85.342,84.817,82.940,85.479,85.565,86.183,83.966,85.711,84.417,85.367,84.302,83.864,84.585,83.554,84.329,84.664,84.723,83.898,84.926
RHmin,year,62.236,62.490,60.877,60.201,60.421,59.085,61.150,63.110,62.970,57.322,58.499,60.271,62.241,60.783,62.429,60.044,60.129,58.467,59.374,60.931,60.612,60.597,60.265,55.583,59.606,58.365,58.971,60.032,60.228,57.936,59.425,57.536,58.537,60.533,59.369,57.099,58.919,57.462,58.027,56.465,56.613,58.790,55.172,57.531,61.274
RHmin,MAMJJASO,59.598,60.585,56.602,57.602,56.539,55.609,57.890,59.384,60.243,54.013,53.611,56.839,59.521,57.602,58.274,56.215,54.961,53.687,56.796,57.259,56.881,57.468,56.042,50.252,55.213,54.094,55.053,56.581,56.902,53.454,54.084,52.311,54.474,56.727,54.468,52.825,54.927,53.195,52.620,51.797,51.873,54.091,49.670,52.922,57.772
RHmin,AMJJAS,57.837,58.803,54.194,56.443,55.017,54.767,56.244,57.760,58.689,52.951,52.122,54.252,57.170,56.665,57.093,55.010,53.493,52.831,55.187,55.804,55.333,55.302,55.072,48.409,53.338,52.388,52.711,55.421,55.109,52.533,53.005,50.854,53.624,54.765,53.957,50.274,53.490,51.466,50.541,49.222,48.731,53.816,47.660,51.648,55.808
RHmin,ONDJFM,67.233,65.526,65.884,67.597,63.561,65.575,64.498,66.823,68.709,64.534,61.134,67.106,65.488,65.924,67.839,66.658,65.459,65.304,62.880,66.515,65.104,67.627,63.607,63.937,64.776,65.757,65.722,65.185,63.089,64.877,64.768,65.570,62.305,66.947,64.273,65.563,64.571,62.891,65.348,62.160,65.031,64.750,62.502,63.876,65.042
RHmin,NDJF,68.204,66.145,67.458,68.705,66.341,66.558,68.034,68.954,69.716,66.831,64.137,69.130,66.221,68.098,69.602,70.064,68.761,68.917,66.009,67.875,67.793,68.401,65.996,68.452,67.240,68.488,68.109,67.179,63.950,68.281,69.192,69.563,66.651,69.395,67.465,68.745,66.636,65.025,68.224,65.915,67.203,67.546,66.646,66.715,68.565
PREC,year,866.987,998.340,925.394,830.308,936.851,696.888,894.944,873.146,931.042,657.834,787.495,704.269,911.406,911.320,1011.441,919.026,861.026,807.376,847.733,1015.846,1001.378,946.365,944.534,732.029,803.156,673.842,823.845,849.662,950.979,797.950,844.432,709.613,861.344,961.854,952.914,708.801,854.961,752.301,894.367,872.076,824.924,855.605,651.520,903.520,1007.831
PREC,MAMJJASO,586.676,656.807,563.303,595.476,556.943,462.778,551.085,636.965,602.777,428.106,459.265,466.987,662.591,669.224,639.906,514.277,440.537,464.313,616.041,637.782,643.257,688.377,555.141,436.177,535.868,457.072,577.807,567.951,653.668,448.434,506.170,414.249,589.731,623.269,540.877,469.534,516.044,455.697,524.463,502.464,532.065,542.761,394.782,584.784,729.188
PREC,AMJJAS,382.611,428.585,348.196,483.663,404.133,361.843,397.939,428.376,407.224,330.668,322.927,322.669,466.126,527.111,510.154,386.713,346.561,396.883,459.193,482.449,464.046,449.458,407.258,292.177,363.075,347.508,380.940,456.194,458.903,346.277,359.279,318.365,451.146,440.485,426.418,361.851,380.027,349.087,344.882,320.905,338.285,431.405,302.104,370.215,491.841
PREC,ONDJFM,236.326,477.013,534.371,560.396,429.384,462.347,410.069,398.229,624.842,327.626,362.066,446.704,342.400,393.639,552.370,583.379,407.946,441.201,425.923,471.480,465.058,693.464,366.856,511.007,495.089,350.176,425.296,453.118,390.163,433.464,484.899,416.394,352.789,542.574,562.227,457.795,441.896,366.644,519.506,390.052,604.486,477.463,360.636,401.974,629.962
