Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,9.662,10.501,11.185,11.461,10.106,10.456,10.621,10.417,11.252,12.137,11.999,11.027,11.522,11.106,12.262,11.161,10.297,11.931,11.491,11.235,11.997,11.341,11.930,12.681,11.246,11.146,11.999,12.094,11.462,11.757,10.392,12.862,11.697,10.885,12.327,12.660,11.812,12.226,13.010,12.486,12.956,11.429,13.595,13.242,12.843
TMAX,MAMJJASO,13.258,14.719,14.743,15.429,13.494,14.949,14.757,14.247,14.909,15.607,15.762,15.140,15.207,14.726,15.841,14.927,14.090,15.658,15.256,15.492,15.766,15.447,15.306,17.337,15.194,15.787,15.996,15.841,14.892,16.150,14.715,16.737,16.146,14.993,15.775,16.260,15.336,16.769,17.382,16.409,16.421,15.166,17.745,17.344,16.421
TMAX,AMJJAS,15.031,16.492,17.086,17.402,15.313,17.072,16.486,16.480,17.139,16.859,17.173,17.022,17.697,17.050,17.397,16.469,16.111,17.320,17.382,17.448,17.885,16.560,16.904,20.000,17.091,17.483,18.038,17.964,16.946,18.716,16.846,18.788,17.691,17.102,17.031,18.518,17.686,18.256,19.968,18.097,18.851,16.962,19.315,19.055,18.128
TMAX,ONDJFM,3.476,4.032,4.728,5.412,4.521,4.369,4.130,4.403,5.740,6.804,7.767,5.269,5.071,5.484,5.643,6.222,5.312,5.981,6.468,4.593,5.291,6.418,6.625,5.826,5.232,5.020,4.331,8.072,5.800,4.325,4.732,5.403,6.316,4.610,6.819,6.622,6.974,6.164,5.289,6.951,7.540,6.053,6.631,7.558,8.044
TMAX,NDJF,2.295,1.309,3.146,3.631,2.684,2.444,1.358,2.470,4.489,4.327,5.785,2.202,3.121,4.519,3.439,5.011,2.675,3.671,4.964,2.284,3.014,4.611,3.515,3.071,4.141,2.313,1.672,6.351,4.392,2.017,2.608,3.127,3.507,2.701,4.441,4.200,6.139,3.843,3.039,4.539,5.857,4.517,4.334,4.982,5.712
TMIN,year,2.036,2.290,3.128,2.947,1.915,1.762,2.302,2.513,3.254,3.389,3.334,2.655,3.451,3.089,4.371,3.047,2.440,3.394,3.043,3.309,3.778,3.343,3.917,3.464,3.163,2.750,3.618,3.655,3.368,3.420,2.550,3.949,3.270,3.002,4.162,3.873,3.611,3.430,4.153,3.676,3.934,2.952,4.352,4.469,4.594
TMIN,MAMJJASO,5.044,5.934,5.828,6.129,4.348,5.298,5.601,5.457,6.102,6.076,6.225,5.967,6.452,5.964,6.996,6.011,5.273,6.115,6.190,6.803,6.641,6.699,6.368,7.046,6.260,6.536,6.850,6.456,6.205,6.826,6.038,6.757,6.735,6.360,6.659,6.717,6.358,6.858,7.171,6.673,6.564,5.717,7.415,7.567,7.515
TMIN,AMJJAS,6.477,7.290,7.580,7.747,5.922,6.936,7.105,7.220,7.647,7.334,7.337,7.235,8.251,7.836,8.308,7.461,6.983,7.497,7.844,8.491,8.150,7.536,7.810,9.264,7.707,8.159,8.597,8.189,7.896,8.851,7.863,8.454,8.227,7.905,7.902,8.481,8.364,8.184,9.187,8.060,8.389,7.425,8.803,9.037,8.801
TMIN,ONDJFM,-3.226,-2.997,-2.253,-1.389,-2.721,-2.670,-3.033,-2.726,-0.642,-0.459,-0.547,-1.529,-2.025,-1.319,-0.747,-0.753,-1.632,-1.038,-0.985,-2.198,-1.629,-0.065,-0.902,-1.303,-1.971,-1.975,-2.791,0.497,-1.451,-2.273,-2.131,-1.567,-1.454,-2.023,-0.422,-0.365,-0.384,-1.143,-1.771,-0.882,-0.032,-1.134,-1.401,0.224,0.661
TMIN,NDJF,-4.264,-5.463,-3.541,-2.829,-3.900,-4.297,-5.017,-4.059,-1.767,-2.281,-1.957,-4.170,-3.681,-2.087,-2.596,-1.270,-3.354,-2.693,-2.058,-4.203,-3.421,-1.734,-3.234,-2.963,-2.745,-4.103,-4.736,-0.753,-2.654,-4.076,-3.604,-3.231,-3.194,-3.546,-2.123,-2.043,-0.965,-2.868,-3.280,-2.339,-1.254,-2.171,-2.637,-1.696,-0.927
