Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,10.210,11.682,12.774,13.199,11.572,10.676,11.710,10.511,12.241,13.537,13.398,12.041,13.043,11.879,13.055,12.378,10.617,11.977,12.312,13.207,13.873,12.336,13.532,12.928,12.430,12.834,13.255,13.685,13.622,12.891,11.759,13.527,12.975,12.676,14.183,14.414,13.430,13.064,14.521,14.806,14.412,12.944,14.045,14.471,15.420
TMAX,MAMJJASO,14.751,16.777,17.681,18.054,16.121,16.147,16.671,15.292,16.761,17.883,17.441,16.739,17.832,16.524,17.586,17.456,15.835,16.545,16.853,18.175,18.276,17.257,18.490,17.834,17.285,17.752,18.269,18.488,17.745,17.812,17.315,18.491,18.437,17.230,18.897,18.593,18.208,17.835,19.900,19.405,18.574,17.753,18.647,19.097,20.374
TMAX,AMJJAS,17.210,19.010,20.011,20.778,18.350,18.722,19.093,18.045,19.585,19.917,19.099,18.937,20.942,19.217,20.396,19.705,18.662,19.165,19.650,20.808,20.518,19.452,21.414,21.139,19.549,20.510,21.272,20.878,20.154,21.111,20.101,21.131,20.899,20.246,20.878,21.229,21.367,19.917,23.243,21.670,20.916,20.090,20.710,21.531,22.937
TMAX,ONDJFM,0.399,4.533,4.089,6.399,4.655,2.850,3.626,3.154,5.409,6.574,7.631,5.565,5.531,4.567,4.926,5.861,2.201,4.921,5.662,4.478,5.490,6.919,6.392,3.667,4.838,5.344,3.767,8.540,6.056,5.440,4.031,4.341,5.757,3.940,7.773,7.233,6.862,5.327,5.388,7.349,8.571,6.200,7.007,7.302,7.970
TMAX,NDJF,-1.000,1.673,1.021,4.277,2.551,-0.655,0.834,1.083,3.818,4.069,5.195,2.627,3.275,3.136,2.389,4.356,-1.005,2.108,4.420,1.660,3.433,4.673,3.361,1.020,3.152,3.302,1.071,6.098,4.169,3.155,1.548,1.734,2.851,2.208,5.006,4.671,5.425,2.795,3.614,4.504,6.585,3.884,4.616,4.640,5.358
TMIN,year,2.671,3.612,3.686,4.360,3.783,2.671,3.044,2.279,4.051,4.750,4.685,3.550,4.096,3.412,4.339,3.700,2.372,3.648,4.118,4.505,4.978,4.109,4.548,3.491,3.907,3.592,3.980,4.892,4.937,4.040,3.112,4.323,3.915,4.182,5.078,5.117,4.786,4.931,5.188,5.722,5.510,4.414,5.003,5.703,6.515
TMIN,MAMJJASO,6.155,7.372,6.978,7.751,6.950,7.200,6.698,5.924,6.924,7.542,7.021,6.871,7.039,6.637,7.258,7.353,6.328,6.738,7.406,7.785,7.683,7.797,8.099,6.867,7.181,6.583,7.455,7.870,7.464,7.320,7.402,7.665,7.791,6.988,8.162,7.505,8.015,8.324,8.507,8.643,7.835,7.776,7.661,8.488,9.585
TMIN,AMJJAS,7.985,8.895,8.555,9.453,8.635,8.963,8.664,8.335,9.090,8.813,8.295,8.429,9.126,8.574,9.186,8.957,8.452,8.668,9.477,9.534,9.018,9.434,10.131,9.276,8.674,8.761,9.735,9.610,9.048,9.204,9.850,9.853,9.701,9.416,9.732,9.410,9.880,9.717,11.176,10.235,9.286,9.708,9.506,10.107,11.364
TMIN,ONDJFM,-5.756,-1.353,-2.229,0.192,-1.644,-3.536,-2.741,-4.062,-0.004,-0.069,0.933,-0.876,-0.761,-1.636,-1.023,-0.493,-4.487,-1.620,-0.413,-1.605,-0.300,0.358,-0.394,-3.325,-1.438,-0.911,-3.241,1.634,0.024,-0.546,-2.381,-2.785,-1.371,-2.116,0.543,0.628,0.381,-0.767,-0.406,0.535,1.737,0.092,0.070,1.079,1.626
TMIN,NDJF,-6.918,-3.495,-4.647,-1.146,-2.999,-6.894,-4.883,-5.356,-0.580,-1.253,-0.811,-2.659,-2.030,-2.398,-2.798,-1.256,-6.964,-3.545,-0.889,-3.743,-1.759,-0.967,-2.600,-5.426,-2.562,-1.858,-4.836,0.513,-0.998,-2.182,-4.232,-4.183,-3.224,-2.769,-0.949,-0.626,-0.359,-2.825,-1.344,-0.936,1.097,-1.580,-0.528,-0.261,-0.002
