Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,10.204,11.497,12.355,12.695,10.982,10.775,11.629,10.600,11.961,12.813,12.911,11.609,12.924,12.155,13.351,11.954,10.259,12.002,12.319,12.561,13.395,11.844,12.869,13.165,12.077,12.123,12.792,13.391,13.047,12.599,11.230,13.236,12.915,12.009,13.878,13.995,13.004,13.051,14.329,14.228,13.634,12.465,13.851,14.133,14.734
TMAX,MAMJJASO,14.480,16.581,17.285,17.626,15.253,15.970,16.592,15.244,16.409,17.243,17.196,16.296,17.697,16.810,17.734,16.813,15.163,16.513,16.744,17.571,17.982,16.679,17.345,18.342,16.876,17.197,17.650,18.023,17.094,17.633,16.314,18.098,18.203,16.540,18.164,18.127,17.589,18.077,19.650,18.794,17.852,16.986,18.366,18.655,19.500
TMAX,AMJJAS,16.672,18.647,19.614,20.258,17.216,18.450,18.969,18.028,19.198,18.927,18.831,18.359,20.801,19.557,20.359,19.015,17.739,18.954,19.414,20.073,20.439,18.532,19.997,21.642,19.211,19.602,20.345,20.613,19.545,20.825,18.869,20.491,20.544,19.295,19.882,20.828,20.592,20.091,22.946,20.923,20.305,19.196,20.347,20.704,21.817
TMAX,ONDJFM,2.148,4.346,3.815,5.762,4.452,3.345,3.716,3.403,5.198,5.968,7.275,5.323,5.183,4.547,5.552,5.725,2.701,4.769,5.853,4.433,5.029,6.254,6.059,4.372,4.574,4.865,3.635,8.243,5.437,4.769,4.281,4.739,5.682,4.016,7.615,6.827,6.993,5.214,5.174,7.205,7.703,5.868,6.661,7.270,8.334
TMAX,NDJF,0.693,1.282,0.806,3.556,2.138,0.241,1.010,1.289,3.645,3.117,4.569,2.267,2.988,2.838,3.069,4.351,-0.356,1.882,4.505,1.646,2.803,3.962,2.890,1.744,3.094,2.350,0.830,6.001,3.587,2.384,1.952,2.064,2.631,2.301,4.781,4.449,5.847,2.437,3.158,4.293,5.646,3.728,4.268,4.585,5.503
TMIN,year,2.123,2.976,3.226,3.417,2.855,2.154,2.666,2.307,3.617,3.915,3.757,2.784,3.903,3.041,4.292,3.531,2.103,3.022,3.713,3.912,4.500,3.589,4.233,3.253,3.301,3.121,3.674,4.354,4.337,3.993,2.835,3.958,3.626,3.778,5.155,4.775,4.280,4.057,4.893,4.816,4.512,3.643,4.482,5.093,5.722
TMIN,MAMJJASO,5.317,6.771,6.703,6.926,5.701,6.256,6.290,5.736,6.469,6.983,6.432,6.300,6.922,6.323,7.081,6.886,5.899,5.985,7.032,7.341,7.576,7.331,7.422,6.784,6.533,6.468,7.146,7.099,6.906,7.477,6.631,7.187,7.198,6.685,7.817,7.389,7.468,7.634,8.135,7.938,6.990,6.644,7.264,7.914,8.972
TMIN,AMJJAS,6.901,8.054,8.264,8.727,7.281,7.991,8.111,8.087,8.240,8.421,7.663,7.764,8.962,8.224,8.908,8.497,7.775,7.862,8.868,9.070,8.923,8.541,9.416,9.088,8.168,8.557,9.242,8.866,8.709,9.333,8.817,9.210,9.046,8.863,9.167,9.228,9.313,9.032,10.559,9.449,8.546,8.657,9.059,9.450,10.562
TMIN,ONDJFM,-4.253,-2.320,-2.825,-0.672,-2.625,-3.202,-2.980,-3.927,-0.406,-0.597,-0.488,-1.510,-1.476,-2.346,-0.708,-0.867,-3.594,-1.994,-1.130,-1.625,-1.240,0.016,-1.045,-2.529,-2.101,-1.931,-3.195,1.240,-0.865,-1.095,-2.051,-2.560,-1.456,-1.896,0.246,0.678,0.293,-1.597,-0.930,-0.134,0.657,-0.654,-0.651,0.383,1.289
TMIN,NDJF,-5.615,-4.697,-5.198,-2.222,-4.131,-5.883,-4.972,-5.026,-1.190,-2.327,-2.334,-3.726,-2.722,-3.513,-2.477,-1.357,-5.789,-4.224,-1.724,-3.804,-2.942,-1.845,-3.448,-4.410,-3.036,-3.200,-5.098,0.340,-1.912,-2.766,-3.646,-4.068,-3.239,-2.689,-1.059,-0.601,-0.571,-3.837,-2.108,-1.849,-0.282,-1.960,-1.175,-1.149,-0.338
TAVG,year,5.961,7.085,7.562,7.910,6.701,6.238,6.920,6.294,7.620,8.120,8.079,6.960,8.220,7.381,8.597,7.556,5.968,7.273,7.841,8.043,8.745,7.515,8.322,8.016,7.495,7.409,7.969,8.687,8.482,8.093,6.873,8.309,8.056,7.700,9.230,9.185,8.397,8.349,9.410,9.358,8.860,7.800,8.987,9.423,9.986
TAVG,MAMJJASO,9.605,11.435,11.719,12.070,10.202,10.806,11.159,10.238,11.221,11.827,11.509,10.996,12.084,11.283,12.150,11.593,10.272,10.925,11.673,12.186,12.501,11.731,12.075,12.328,11.436,11.552,12.064,12.321,11.744,12.251,11.211,12.292,12.392,11.342,12.615,12.517,12.213,12.567,13.641,13.145,12.167,11.465,12.570,13.027,13.942
TAVG,AMJJAS,11.522,13.113,13.743,14.331,12.043,12.954,13.306,12.818,13.523,13.448,13.036,12.837,14.722,13.649,14.436,13.583,12.554,13.145,13.942,14.351,14.443,13.320,14.429,15.189,13.456,13.853,14.504,14.551,13.935,14.795,13.636,14.568,14.551,13.865,14.201,14.835,14.647,14.315,16.524,14.997,14.218,13.621,14.541,14.872,15.919
TAVG,ONDJFM,-1.262,0.933,0.353,2.362,0.735,-0.121,0.165,-0.438,2.265,2.509,3.059,1.664,1.599,0.899,2.215,2.199,-0.651,1.184,2.162,1.227,1.773,2.924,2.307,0.739,1.087,1.250,0.012,4.536,2.080,1.676,0.992,0.904,1.831,0.902,3.684,3.540,3.462,1.637,1.968,3.293,4.064,2.373,2.832,3.641,4.648
TAVG,NDJF,-2.575,-1.681,-2.201,0.593,-1.048,-2.910,-2.065,-1.935,1.163,0.330,0.878,-0.806,0.019,-0.439,0.162,1.419,-3.151,-1.237,1.279,-1.149,-0.053,0.946,-0.324,-1.386,-0.059,-0.570,-2.211,3.109,0.740,-0.221,-0.844,-1.037,-0.425,-0.210,1.751,1.853,2.527,-0.787,0.476,1.112,2.641,0.743,1.524,1.669,2.533
RH,year,81.052,79.777,78.355,77.713,79.965,79.908,78.857,80.873,79.471,79.317,77.150,78.519,76.490,77.438,77.944,79.948,80.806,79.059,78.629,79.102,78.964,81.802,79.789,75.410,79.246,78.936,78.916,78.196,79.357,80.526,80.703,77.942,77.249,80.047,79.595,75.262,79.268,77.497,74.648,75.808,76.767,78.367,75.443,76.468,76.873
RH,MAMJJASO,78.925,77.237,75.329,74.380,77.466,77.899,76.159,78.265,75.984,76.503,73.309,76.073,72.116,74.274,74.520,76.867,78.674,75.667,76.092,75.611,75.221,79.350,76.736,70.569,75.838,75.067,75.259,73.938,76.526,77.026,77.405,74.268,73.488,76.464,76.415,70.852,76.046,74.141,69.540,72.085,72.516,74.486,71.162,72.453,73.444
RH,AMJJAS,77.784,75.697,73.734,72.702,77.108,76.392,75.088,77.758,73.792,75.561,72.494,74.583,69.459,72.080,72.410,75.428,77.140,74.425,74.614,73.684,72.126,77.267,75.327,67.862,73.837,73.832,72.920,71.282,74.531,74.159,76.869,73.349,71.770,75.296,75.272,68.038,73.195,72.325,67.060,69.719,70.597,73.889,70.787,70.756,71.445
RH,ONDJFM,84.380,83.204,83.149,84.113,81.595,83.451,83.664,82.933,85.180,84.055,81.102,82.895,82.825,82.460,83.823,83.640,85.162,83.994,81.891,85.113,85.135,86.126,84.013,84.079,83.857,84.367,85.524,84.010,84.602,86.939,85.030,83.000,81.820,85.584,83.013,83.803,84.150,83.332,83.749,80.847,81.615,84.788,78.533,83.809,81.791
RH,NDJF,85.677,84.288,84.743,85.262,84.020,83.872,84.825,85.457,86.728,86.563,82.930,84.284,85.181,83.873,84.980,85.285,86.413,85.270,84.184,86.344,85.877,86.848,85.586,86.265,85.141,86.505,87.228,86.409,85.727,87.784,87.041,86.297,84.004,87.736,86.153,85.304,84.916,84.361,85.232,83.711,84.224,86.783,83.616,86.007,84.005
RHmin,year,62.917,61.572,59.121,58.839,62.162,60.993,59.799,62.552,61.798,60.229,58.484,59.565,58.458,58.568,59.198,61.982,62.698,60.011,60.504,60.900,60.458,63.563,61.320,56.266,60.686,60.031,59.614,59.933,60.890,62.172,62.515,58.656,58.326,62.430,60.983,57.360,60.728,59.105,56.659,57.391,58.574,59.735,57.230,58.424,58.520
RHmin,MAMJJASO,59.208,57.330,54.432,54.033,57.633,57.641,55.573,58.180,56.260,55.840,52.738,55.680,52.181,53.876,53.932,56.912,59.249,54.550,56.804,55.411,54.997,59.763,56.667,50.146,55.304,53.989,54.422,53.438,56.121,56.668,57.656,53.059,52.503,56.640,55.493,51.568,55.927,54.023,49.343,52.149,52.468,53.836,51.049,52.429,53.426
RHmin,AMJJAS,57.607,55.016,52.479,51.881,57.243,55.463,54.146,57.421,53.176,55.119,51.943,53.986,48.974,51.246,51.589,55.414,57.423,53.204,54.526,53.087,51.169,57.482,54.744,47.052,52.903,53.061,52.205,50.499,54.092,52.511,57.138,52.218,50.777,55.413,54.293,48.421,52.063,51.971,46.639,49.743,49.994,53.515,50.877,50.804,51.077
RHmin,ONDJFM,67.825,67.103,66.772,68.001,64.575,66.980,66.989,65.203,70.846,67.963,62.790,66.185,66.365,65.608,68.021,67.092,68.923,67.166,65.261,69.530,69.281,69.969,66.851,67.288,67.313,67.441,68.211,67.148,68.730,71.480,69.163,65.553,64.803,70.290,65.591,68.666,67.659,66.804,68.450,64.089,65.322,68.496,62.761,67.104,65.337
