Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,8.718,10.192,10.689,11.491,10.259,8.734,9.880,8.478,10.450,11.929,11.820,11.039,11.425,10.133,10.900,10.940,9.519,10.550,10.294,11.706,11.960,11.022,11.974,10.807,10.553,11.001,11.634,11.836,11.911,10.846,10.261,11.751,10.611,11.463,12.151,12.655,11.555,11.219,12.620,13.076,13.162,11.467,12.123,12.833,13.770
TMAX,MAMJJASO,13.635,15.349,15.473,16.457,15.292,14.846,15.113,13.506,15.546,16.321,15.838,15.665,16.056,14.919,15.958,16.354,15.271,15.458,15.215,17.124,16.455,16.304,17.567,15.846,15.604,15.921,16.860,17.048,16.397,15.948,16.649,17.009,16.357,16.308,17.610,17.096,16.710,15.865,18.575,18.007,17.449,16.966,17.024,18.004,19.172
TMAX,AMJJAS,16.670,18.050,18.114,19.580,18.007,17.630,17.814,16.356,18.758,18.908,17.904,18.297,19.353,17.811,19.332,18.981,18.324,18.550,18.132,20.209,18.854,19.171,21.172,19.067,18.210,19.206,20.228,19.431,19.001,19.452,20.066,20.207,19.224,19.911,20.177,19.622,20.152,18.376,22.277,20.764,19.871,19.660,19.290,21.200,22.149
TMAX,ONDJFM,-2.794,2.320,2.171,4.021,2.569,-0.032,1.516,0.505,2.847,4.473,5.311,3.609,4.562,2.759,1.585,3.517,0.175,3.102,3.014,1.848,3.529,4.478,4.254,0.760,2.488,2.789,1.640,5.855,4.247,3.318,0.928,1.305,3.225,1.440,5.081,4.749,4.407,3.167,2.843,4.483,6.761,3.982,4.994,4.485,4.534
TMAX,NDJF,-3.959,0.041,-0.845,2.478,0.498,-3.629,-1.728,-1.721,1.074,2.400,3.115,1.343,2.515,1.700,-0.812,1.789,-3.224,0.545,1.569,-1.296,1.560,2.309,1.460,-1.953,0.656,1.317,-0.956,3.072,2.356,1.112,-1.721,-1.313,0.512,-0.331,2.392,2.033,2.564,1.032,1.253,1.573,4.933,1.310,2.428,1.795,1.862
TMIN,year,1.447,2.694,2.810,3.540,2.961,1.056,2.126,0.525,2.857,4.340,4.298,3.408,3.619,2.483,2.939,3.160,1.167,2.902,3.112,3.548,4.221,3.381,3.452,2.980,3.020,2.769,3.244,3.913,4.375,3.190,2.128,3.442,2.670,2.929,3.578,3.654,3.162,3.289,3.432,3.834,4.549,2.563,3.212,3.937,4.754
TMIN,MAMJJASO,5.517,6.524,6.152,7.071,6.529,6.458,6.179,4.703,6.605,7.341,6.645,6.632,6.534,5.800,6.572,7.141,5.399,6.125,6.588,7.035,6.693,7.305,7.156,6.339,6.631,5.855,6.607,7.589,7.020,6.491,6.970,7.077,6.830,5.922,7.037,5.928,6.577,6.219,7.194,6.665,6.662,6.586,6.078,6.831,8.032
TMIN,AMJJAS,8.160,8.578,7.982,9.222,8.561,8.295,8.183,7.466,9.215,8.849,8.022,8.414,8.752,7.926,8.857,8.734,7.840,8.230,8.919,8.893,8.173,9.430,9.412,8.751,8.339,8.579,9.059,9.223,8.602,8.684,9.989,9.478,8.741,8.787,8.813,7.813,8.746,7.706,10.055,8.139,8.047,8.589,7.851,8.657,9.911
TMIN,ONDJFM,-9.897,-3.145,-3.436,-1.356,-2.986,-5.693,-4.379,-6.136,-2.380,-1.196,-0.197,-1.455,-0.932,-2.388,-3.644,-1.561,-6.422,-2.438,-1.660,-3.497,-1.010,-0.446,-1.647,-4.900,-2.378,-2.583,-4.326,-0.090,-0.196,-1.460,-4.460,-4.833,-2.498,-4.102,-0.546,-1.069,-1.759,-2.126,-2.525,-1.759,1.042,-1.804,-1.896,-0.997,-1.039
TMIN,NDJF,-10.283,-4.908,-5.924,-2.235,-4.326,-9.344,-7.294,-7.638,-3.305,-2.643,-1.811,-3.051,-2.136,-2.771,-5.565,-2.892,-8.878,-4.163,-2.179,-5.872,-2.392,-1.229,-3.807,-6.973,-3.578,-3.190,-5.545,-2.027,-1.229,-3.085,-6.250,-6.460,-4.287,-4.746,-2.228,-2.354,-2.423,-3.699,-3.341,-3.275,0.518,-3.799,-2.797,-2.636,-2.842
