Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,10.589,11.906,12.700,13.091,11.363,11.113,12.002,10.975,12.355,13.141,13.284,11.963,13.313,12.494,13.726,12.343,10.619,12.356,12.706,12.971,13.787,12.212,13.247,13.541,12.490,12.527,13.144,13.813,13.455,12.986,11.619,13.595,13.319,12.390,14.249,14.414,13.433,13.471,14.779,14.654,14.025,12.869,14.266,14.582,15.133
TMAX,MAMJJASO,14.931,17.040,17.752,18.095,15.708,16.386,17.039,15.691,16.862,17.676,17.638,16.731,18.167,17.233,18.172,17.263,15.613,16.965,17.212,18.057,18.447,17.107,17.808,18.803,17.356,17.654,18.110,18.504,17.560,18.116,16.780,18.545,18.660,16.972,18.609,18.613,18.092,18.580,20.161,19.279,18.329,17.466,18.831,19.147,19.974
TMAX,AMJJAS,17.144,19.125,20.107,20.735,17.692,18.911,19.454,18.493,19.684,19.392,19.303,18.833,21.288,20.016,20.835,19.503,18.222,19.435,19.898,20.575,20.930,19.007,20.487,22.123,19.729,20.094,20.840,21.123,20.042,21.319,19.348,20.960,21.037,19.760,20.370,21.346,21.111,20.611,23.493,21.424,20.792,19.703,20.860,21.205,22.324
TMAX,ONDJFM,2.406,4.678,4.077,6.067,4.762,3.542,3.988,3.641,5.514,6.212,7.484,5.567,5.476,4.765,5.842,6.027,2.904,4.988,6.148,4.707,5.386,6.500,6.336,4.627,4.874,5.179,3.870,8.555,5.749,5.054,4.578,5.021,5.995,4.295,7.869,7.148,7.318,5.481,5.553,7.567,8.019,6.130,7.045,7.573,8.709
TMAX,NDJF,0.877,1.580,0.983,3.817,2.375,0.380,1.267,1.449,3.919,3.330,4.692,2.508,3.218,2.970,3.333,4.621,-0.187,2.030,4.735,1.852,3.116,4.157,3.151,1.936,3.328,2.646,0.999,6.282,3.841,2.623,2.172,2.281,2.906,2.553,4.991,4.755,6.129,2.606,3.525,4.600,5.908,3.923,4.629,4.868,5.845
TMIN,year,2.389,3.264,3.462,3.690,3.148,2.397,2.922,2.583,3.899,4.158,4.007,3.035,4.182,3.297,4.556,3.812,2.361,3.243,3.960,4.161,4.743,3.834,4.480,3.504,3.564,3.367,3.900,4.615,4.601,4.280,3.124,4.216,3.920,4.084,5.422,5.076,4.565,4.357,5.192,5.084,4.780,3.915,4.748,5.376,5.995
TMIN,MAMJJASO,5.595,7.063,6.973,7.218,6.000,6.531,6.558,6.033,6.762,7.239,6.691,6.575,7.211,6.610,7.367,7.166,6.188,6.222,7.311,7.603,7.838,7.600,7.700,7.056,6.808,6.714,7.403,7.366,7.184,7.785,6.948,7.467,7.499,6.999,8.095,7.715,7.766,7.967,8.440,8.215,7.265,6.929,7.534,8.197,9.273
TMIN,AMJJAS,7.183,8.345,8.539,9.032,7.586,8.278,8.412,8.377,8.541,8.710,7.946,8.059,9.268,8.517,9.213,8.801,8.063,8.120,9.145,9.334,9.188,8.824,9.717,9.366,8.455,8.824,9.525,9.147,8.997,9.627,9.150,9.516,9.368,9.188,9.471,9.572,9.598,9.381,10.882,9.750,8.815,8.969,9.372,9.747,10.873
TMIN,ONDJFM,-4.016,-2.056,-2.587,-0.415,-2.364,-2.991,-2.749,-3.706,-0.133,-0.361,-0.318,-1.291,-1.230,-2.129,-0.465,-0.624,-3.356,-1.812,-0.923,-1.384,-0.997,0.206,-0.839,-2.315,-1.876,-1.681,-3.011,1.427,-0.618,-0.826,-1.789,-2.338,-1.200,-1.614,0.452,0.979,0.539,-1.351,-0.623,0.113,0.879,-0.392,-0.406,0.617,1.537
TMIN,NDJF,-5.410,-4.428,-4.987,-1.966,-3.885,-5.695,-4.721,-4.830,-0.924,-2.068,-2.170,-3.487,-2.465,-3.327,-2.235,-1.117,-5.547,-4.056,-1.533,-3.577,-2.716,-1.677,-3.234,-4.198,-2.845,-2.941,-4.916,0.552,-1.675,-2.504,-3.421,-3.827,-2.970,-2.419,-0.845,-0.271,-0.353,-3.629,-1.793,-1.593,-0.056,-1.703,-0.882,-0.897,-0.091
TAVG,year,6.304,7.449,7.875,8.263,7.052,6.549,7.253,6.639,7.976,8.432,8.409,7.276,8.576,7.695,8.935,7.902,6.294,7.585,8.179,8.394,9.091,7.837,8.652,8.356,7.855,7.762,8.282,9.055,8.838,8.454,7.226,8.637,8.422,8.055,9.568,9.567,8.772,8.725,9.810,9.727,9.209,8.155,9.349,9.803,10.339
TAVG,MAMJJASO,9.996,11.830,12.113,12.473,10.596,11.176,11.539,10.630,11.619,12.199,11.887,11.364,12.493,11.657,12.537,11.973,10.659,11.297,12.069,12.586,12.897,12.096,12.469,12.728,11.842,11.938,12.445,12.727,12.141,12.673,11.613,12.677,12.793,11.728,12.997,12.950,12.637,13.003,14.084,13.554,12.567,11.869,12.966,13.434,14.350
TAVG,AMJJAS,11.931,13.523,14.157,14.752,12.457,13.355,13.723,13.218,13.948,13.851,13.444,13.236,15.155,14.050,14.856,13.999,12.960,13.546,14.352,14.764,14.860,13.719,14.854,15.609,13.891,14.270,14.923,14.981,14.357,15.225,14.056,14.978,14.981,14.278,14.615,15.296,15.079,14.773,17.004,15.432,14.629,14.058,14.987,15.299,16.354
TAVG,ONDJFM,-1.008,1.241,0.608,2.648,1.028,0.096,0.426,-0.193,2.570,2.769,3.264,1.906,1.875,1.122,2.493,2.470,-0.417,1.402,2.429,1.496,2.086,3.158,2.559,0.984,1.360,1.546,0.240,4.807,2.368,1.967,1.287,1.167,2.129,1.186,3.931,3.863,3.752,1.907,2.310,3.607,4.344,2.639,3.163,3.913,4.961
TAVG,NDJF,-2.374,-1.391,-1.998,0.857,-0.796,-2.728,-1.807,-1.741,1.445,0.579,1.036,-0.561,0.271,-0.271,0.427,1.673,-2.932,-1.062,1.510,-0.921,0.231,1.148,-0.079,-1.173,0.164,-0.283,-2.014,3.378,0.998,0.046,-0.599,-0.796,-0.142,0.058,1.975,2.179,2.777,-0.582,0.814,1.401,2.898,0.975,1.864,1.942,2.829
RH,year,80.512,79.320,78.069,77.265,79.577,79.570,78.457,80.390,78.927,79.076,76.670,78.116,75.953,76.885,77.317,79.434,80.325,78.491,77.951,78.373,78.297,81.283,79.138,74.813,78.591,78.355,78.438,77.423,78.539,79.773,79.935,77.281,76.408,79.334,78.963,74.454,78.391,76.607,73.628,75.032,76.120,77.668,74.659,75.590,76.188
