Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,10.239,11.741,12.823,13.286,11.642,10.702,11.764,10.561,12.297,13.611,13.479,12.101,13.097,11.939,13.120,12.439,10.673,12.024,12.375,13.259,13.944,12.390,13.615,12.973,12.504,12.899,13.288,13.737,13.694,12.937,11.812,13.576,13.036,12.706,14.225,14.502,13.523,13.144,14.605,14.910,14.500,13.013,14.111,14.585,15.513
TMAX,MAMJJASO,14.809,16.866,17.752,18.173,16.225,16.214,16.765,15.380,16.855,17.976,17.545,16.830,17.912,16.612,17.677,17.558,15.933,16.623,16.956,18.266,18.377,17.346,18.614,17.918,17.390,17.851,18.343,18.575,17.848,17.876,17.405,18.569,18.550,17.281,18.982,18.713,18.333,17.951,20.026,19.539,18.695,17.862,18.737,19.251,20.495
TMAX,AMJJAS,17.278,19.108,20.099,20.913,18.471,18.823,19.211,18.156,19.699,20.019,19.215,19.060,21.032,19.336,20.504,19.828,18.792,19.261,19.779,20.910,20.630,19.560,21.552,21.251,19.667,20.647,21.371,20.976,20.267,21.190,20.205,21.234,21.039,20.314,20.986,21.371,21.511,20.053,23.388,21.802,21.040,20.211,20.813,21.698,23.089
TMAX,ONDJFM,0.341,4.554,4.100,6.428,4.692,2.812,3.596,3.152,5.414,6.605,7.672,5.568,5.542,4.585,4.954,5.872,2.143,4.938,5.675,4.469,5.504,6.939,6.407,3.655,4.836,5.369,3.720,8.553,6.068,5.461,4.026,4.345,5.757,3.908,7.771,7.255,6.897,5.345,5.421,7.393,8.650,6.214,7.049,7.339,8.024
TMAX,NDJF,-1.072,1.677,1.014,4.300,2.568,-0.720,0.801,1.057,3.806,4.092,5.219,2.628,3.270,3.156,2.408,4.351,-1.081,2.108,4.428,1.619,3.429,4.675,3.347,0.989,3.138,3.325,1.005,6.095,4.156,3.163,1.518,1.735,2.830,2.163,4.989,4.679,5.449,2.788,3.636,4.516,6.639,3.868,4.643,4.653,5.400
TMIN,year,2.733,3.665,3.748,4.413,3.846,2.692,3.103,2.333,4.115,4.836,4.756,3.616,4.183,3.473,4.421,3.789,2.458,3.720,4.166,4.580,5.044,4.181,4.623,3.575,3.982,3.657,4.025,4.962,5.014,4.110,3.181,4.386,3.976,4.241,5.113,5.190,4.850,4.990,5.244,5.776,5.550,4.441,5.048,5.757,6.579
TMIN,MAMJJASO,6.237,7.439,7.042,7.829,7.024,7.266,6.781,6.016,7.012,7.634,7.100,6.955,7.147,6.718,7.365,7.471,6.457,6.830,7.484,7.895,7.766,7.907,8.203,6.975,7.277,6.670,7.546,7.977,7.565,7.415,7.527,7.760,7.893,7.079,8.231,7.598,8.091,8.408,8.588,8.718,7.892,7.834,7.719,8.563,9.670
TMIN,AMJJAS,8.083,8.972,8.635,9.547,8.720,9.045,8.763,8.429,9.195,8.920,8.384,8.521,9.239,8.669,9.306,9.087,8.602,8.772,9.569,9.658,9.121,9.560,10.251,9.389,8.777,8.871,9.858,9.722,9.154,9.319,9.997,9.965,9.826,9.527,9.825,9.524,9.966,9.808,11.270,10.323,9.343,9.774,9.579,10.203,11.465
TMIN,ONDJFM,-5.742,-1.324,-2.161,0.191,-1.602,-3.569,-2.733,-4.062,0.026,-0.018,0.982,-0.827,-0.714,-1.579,-0.986,-0.441,-4.495,-1.558,-0.386,-1.595,-0.261,0.378,-0.373,-3.298,-1.390,-0.870,-3.278,1.655,0.060,-0.500,-2.383,-2.768,-1.376,-2.128,0.551,0.646,0.405,-0.738,-0.369,0.546,1.757,0.093,0.081,1.099,1.648
TMIN,NDJF,-6.901,-3.470,-4.581,-1.144,-2.958,-6.958,-4.884,-5.387,-0.573,-1.185,-0.768,-2.613,-1.985,-2.349,-2.771,-1.225,-7.002,-3.493,-0.872,-3.754,-1.731,-0.956,-2.596,-5.427,-2.533,-1.818,-4.885,0.512,-0.986,-2.146,-4.281,-4.167,-3.249,-2.802,-0.964,-0.602,-0.340,-2.815,-1.312,-0.934,1.106,-1.606,-0.522,-0.231,0.007
TAVG,year,6.321,7.579,8.134,8.763,7.556,6.529,7.288,6.282,8.098,9.151,9.005,7.738,8.589,7.654,8.745,8.044,6.341,7.648,8.044,8.720,9.280,8.071,8.895,8.062,8.049,8.052,8.449,9.132,9.144,8.307,7.311,8.689,8.258,8.294,9.380,9.607,9.008,8.853,9.694,10.089,9.800,8.506,9.377,9.978,10.816
TAVG,MAMJJASO,10.262,11.924,12.235,12.860,11.398,11.488,11.570,10.454,11.789,12.712,12.190,11.724,12.469,11.572,12.509,12.413,10.959,11.482,11.976,12.857,12.834,12.372,13.163,12.226,12.091,12.008,12.744,13.032,12.507,12.401,12.228,12.852,12.926,11.983,13.303,12.908,13.001,12.918,14.053,13.849,13.059,12.595,12.996,13.689,14.806
TAVG,AMJJAS,12.444,13.851,14.300,15.127,13.412,13.710,13.846,13.073,14.351,14.449,13.764,13.703,15.183,13.968,15.003,14.471,13.509,13.846,14.469,15.142,14.726,14.382,15.722,15.184,14.053,14.603,15.500,15.181,14.629,15.049,14.915,15.384,15.233,14.806,15.209,15.287,15.561,14.707,17.154,15.889,15.025,14.827,15.068,15.813,17.071
TAVG,ONDJFM,-2.811,1.531,0.826,3.182,1.425,-0.545,0.323,-0.583,2.567,3.131,4.200,2.198,2.260,1.404,1.871,2.575,-1.345,1.371,2.378,1.190,2.404,3.337,2.757,-0.079,1.490,1.995,-0.078,4.788,2.767,2.197,0.605,0.553,1.824,0.654,3.796,3.606,3.407,2.092,2.328,3.642,4.876,2.891,3.282,3.941,4.599
TAVG,NDJF,-3.991,-0.835,-1.800,1.552,-0.212,-3.908,-2.036,-2.215,1.554,1.409,2.178,-0.012,0.627,0.393,-0.192,1.546,-4.127,-0.903,1.571,-1.226,0.729,1.646,0.256,-2.388,0.153,0.591,-2.125,3.110,1.383,0.334,-1.516,-1.340,-0.462,-0.428,1.750,1.821,2.398,-0.151,1.040,1.583,3.669,0.943,1.915,2.061,2.578
RH,year,82.406,81.000,78.582,78.590,80.688,81.818,79.686,80.931,80.012,79.438,79.441,81.299,78.801,80.214,79.773,80.728,82.202,81.571,81.544,80.858,79.744,82.198,79.250,78.281,79.074,78.006,78.663,79.340,79.420,80.505,81.457,79.118,79.594,80.496,79.780,75.570,78.819,79.506,76.114,75.944,76.869,78.797,76.289,77.252,77.532
RH,MAMJJASO,80.399,78.649,75.313,75.477,78.576,80.273,77.070,78.356,77.073,76.358,76.452,79.085,74.689,77.708,76.696,78.090,80.075,78.682,79.066,77.712,76.005,80.015,76.088,74.258,75.365,73.837,74.569,75.605,76.133,76.875,78.465,75.555,76.234,77.009,76.849,71.041,75.405,76.626,71.561,71.776,72.710,74.957,71.798,73.149,74.235
RH,AMJJAS,79.848,77.407,73.837,73.568,78.001,78.387,76.068,77.928,75.647,75.109,75.972,77.784,71.968,75.923,74.677,76.312,78.625,77.368,77.982,75.907,74.073,78.589,74.238,71.716,73.263,71.898,71.861,73.602,73.752,73.706,77.918,74.302,74.433,76.014,75.529,68.792,72.451,74.922,69.635,69.321,70.959,74.005,70.932,70.772,72.099
RH,ONDJFM,84.521,84.092,84.025,84.190,82.789,84.423,84.494,83.258,85.562,82.637,82.837,84.742,85.164,85.047,84.932,84.678,85.693,85.433,85.720,85.963,85.579,85.547,84.479,84.805,84.991,84.319,85.360,84.153,85.564,87.049,85.864,84.141,83.866,85.892,83.713,83.723,83.455,84.322,83.815,82.335,81.561,85.158,80.269,84.671,83.605
RH,NDJF,87.264,85.009,85.918,85.301,84.514,84.658,85.280,85.013,87.352,85.277,84.597,86.234,86.915,86.028,85.959,85.837,86.579,86.680,87.268,87.549,86.458,87.594,85.888,86.213,86.243,86.074,87.437,86.306,86.717,88.070,87.044,87.282,85.639,88.256,85.680,85.822,84.724,85.416,85.403,85.117,84.377,86.730,85.101,86.618,85.169
RHmin,year,65.002,63.333,59.734,60.435,63.365,63.683,61.130,62.575,62.620,61.264,61.405,62.707,60.787,62.393,61.882,62.324,63.514,62.981,63.055,62.096,60.995,63.664,60.235,58.843,60.933,59.029,59.350,60.960,61.052,61.683,62.338,59.513,60.219,62.327,60.243,57.235,60.740,62.001,57.633,57.626,58.873,60.569,58.306,59.426,59.431
RHmin,MAMJJASO,61.333,58.900,54.569,55.597,59.179,60.968,56.933,58.438,57.359,56.296,56.023,58.521,54.524,58.029,56.902,57.980,59.982,58.145,59.100,56.873,55.316,59.967,55.695,53.492,55.365,52.541,53.961,55.060,56.019,56.282,58.062,54.232,55.127,56.693,55.388,50.956,55.638,57.373,50.843,51.718,52.735,55.145,51.600,53.162,53.717
