Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,13.469,15.141,15.172,16.005,14.450,14.039,14.995,14.359,15.130,15.584,16.143,14.469,16.118,15.238,16.576,15.288,13.981,14.956,15.426,15.355,17.159,15.607,16.560,16.087,15.064,14.909,15.693,17.127,16.838,16.597,14.965,16.363,17.043,16.180,17.092,17.103,16.364,16.708,17.490,17.835,16.967,16.633,17.656,17.803,18.817
TMAX,MAMJJASO,18.601,20.707,20.655,21.528,19.558,19.763,20.795,19.569,20.177,20.628,21.061,19.704,21.525,20.796,21.655,20.477,19.239,19.824,20.307,21.043,22.336,21.171,21.666,22.070,20.287,20.297,21.064,22.417,21.488,22.265,20.064,22.208,23.199,21.298,21.736,22.071,21.548,22.518,23.091,22.853,22.051,21.555,22.616,22.705,24.104
TMAX,AMJJAS,20.736,22.686,23.151,24.068,21.743,22.442,23.707,22.637,22.932,22.479,22.789,22.030,24.558,23.599,24.348,22.702,22.080,22.354,22.955,23.478,24.829,23.033,24.156,25.559,22.676,22.845,23.569,25.181,23.762,25.460,22.720,25.038,25.791,24.096,23.534,24.949,24.537,24.688,26.272,24.731,24.545,24.170,25.155,24.614,26.689
TMAX,ONDJFM,4.310,7.134,6.461,8.759,6.862,5.399,6.635,5.569,8.155,7.650,9.823,7.561,7.414,6.668,8.519,8.119,5.539,7.548,8.956,6.542,7.334,10.417,8.373,6.487,7.219,7.179,6.550,11.066,8.053,8.369,7.696,7.480,7.917,7.616,10.590,9.638,9.237,7.493,8.245,10.233,10.813,9.017,9.570,10.443,11.799
TMAX,NDJF,1.802,3.442,2.811,5.976,3.950,1.666,4.052,2.928,5.966,4.117,6.579,4.165,4.794,4.300,5.230,6.147,2.236,4.557,7.521,2.810,4.365,7.532,4.388,3.228,5.113,4.252,3.451,8.342,5.433,5.383,4.819,4.882,4.190,5.212,7.296,6.972,7.170,3.927,6.086,6.564,8.006,6.480,7.181,7.612,8.716
TMIN,year,4.833,5.789,5.919,6.013,5.578,4.769,5.238,5.205,5.865,6.506,6.089,5.527,6.455,5.821,7.206,6.083,5.462,5.651,6.171,6.580,6.937,6.360,6.540,5.105,5.672,5.160,5.859,6.557,6.472,6.367,5.931,5.742,5.970,6.436,7.371,6.841,6.317,6.000,7.244,7.062,6.687,5.797,6.580,7.456,7.858
TMIN,MAMJJASO,8.630,9.982,9.936,9.992,9.040,9.141,9.209,9.012,9.408,10.156,9.241,9.705,10.134,9.904,10.743,9.697,9.479,8.803,10.128,10.711,10.512,10.718,10.091,9.428,9.348,9.198,9.637,9.884,9.802,10.034,9.792,9.637,10.133,9.677,10.407,10.146,10.039,10.027,10.956,10.438,9.789,8.960,9.824,10.748,11.628
TMIN,AMJJAS,10.319,11.468,11.758,12.166,10.744,11.280,11.641,11.516,11.571,11.974,10.895,11.430,12.347,11.862,12.936,11.704,11.746,11.155,12.319,12.758,12.377,12.120,12.312,12.073,11.130,11.598,11.873,11.768,11.667,12.016,12.270,12.013,12.285,11.769,12.006,12.338,12.087,11.884,13.553,12.446,11.532,11.339,12.150,12.518,13.621
TMIN,ONDJFM,-2.629,-0.291,-0.721,1.606,-0.641,-1.841,-0.374,-2.243,1.640,0.179,0.833,0.216,0.033,-0.353,1.562,0.885,-1.483,0.340,0.772,-0.285,0.245,2.439,0.117,-1.698,-0.391,-0.564,-1.147,2.307,0.298,0.755,0.553,-0.545,-1.047,0.606,2.221,1.924,1.533,-0.673,0.816,0.947,1.887,1.533,-0.195,2.268,2.984
TMIN,NDJF,-4.401,-3.033,-3.343,-0.155,-2.431,-4.988,-1.714,-3.542,0.461,-1.973,-1.098,-2.001,-1.727,-2.155,-0.664,-0.265,-3.440,-1.382,0.415,-3.110,-1.811,0.562,-2.654,-3.837,-1.758,-2.359,-3.146,1.031,-1.505,-0.993,-1.278,-1.872,-3.044,-0.704,0.672,0.488,0.199,-3.319,-0.186,-1.005,0.773,0.353,-0.867,0.915,1.045
TAVG,year,8.934,10.267,10.347,10.822,9.832,9.238,10.019,9.647,10.278,10.785,10.890,9.765,11.098,10.256,11.617,10.497,9.644,10.193,10.618,10.757,11.852,10.728,11.264,10.346,10.068,9.736,10.463,11.602,11.337,11.242,10.145,10.753,11.279,11.063,11.906,11.679,11.039,11.084,12.050,12.137,11.518,10.923,11.896,12.317,13.111
TAVG,MAMJJASO,13.363,15.139,15.107,15.590,14.116,14.253,14.939,14.134,14.591,15.149,14.966,14.466,15.654,15.060,15.924,14.859,14.265,14.196,15.043,15.630,16.266,15.670,15.590,15.518,14.504,14.440,15.013,15.909,15.315,15.879,14.561,15.617,16.415,15.245,15.726,15.862,15.497,16.008,16.700,16.305,15.598,14.981,16.025,16.406,17.619
TAVG,AMJJAS,15.331,16.938,17.335,18.016,16.114,16.707,17.677,16.975,17.140,17.023,16.736,16.564,18.351,17.504,18.421,17.080,16.869,16.721,17.525,17.905,18.549,17.395,17.966,18.650,16.616,16.961,17.439,18.281,17.455,18.525,17.161,18.274,18.848,17.774,17.464,18.459,18.032,18.070,19.617,18.294,17.775,17.549,18.489,18.292,19.893
TAVG,ONDJFM,0.625,3.194,2.574,4.930,2.834,1.608,2.950,1.456,4.619,3.613,4.990,3.583,3.430,2.841,4.703,4.200,1.932,3.752,4.635,2.921,3.526,6.065,3.895,2.172,3.053,2.976,2.367,6.333,3.872,4.202,3.894,3.159,3.155,3.793,6.073,5.404,5.006,3.095,4.173,5.307,5.937,4.934,4.375,6.015,7.040
TAVG,NDJF,-1.440,0.054,-0.469,2.708,0.509,-1.723,1.008,-0.441,2.990,0.824,2.392,0.848,1.350,0.787,2.049,2.712,-0.562,1.459,3.831,-0.305,1.080,3.770,0.590,-0.456,1.311,0.644,-0.104,4.418,1.723,1.924,1.630,1.287,0.340,2.047,3.708,3.413,3.320,-0.010,2.633,2.528,4.081,3.114,2.883,3.965,4.574
