Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,8.439,9.472,9.982,10.724,9.817,8.106,9.415,7.947,9.983,11.429,11.087,10.449,10.778,9.455,9.977,10.514,9.243,10.161,9.752,11.234,11.365,10.494,11.043,10.119,10.008,10.195,11.037,11.034,11.083,10.039,9.479,11.072,9.637,10.877,11.257,11.688,10.693,10.341,11.625,11.950,12.257,10.720,11.180,11.632,12.649
TMAX,MAMJJASO,13.473,14.423,14.528,15.510,14.829,14.117,14.599,12.942,15.068,15.760,15.043,14.767,15.170,14.081,15.018,15.728,14.811,14.826,14.586,16.451,15.657,15.763,16.473,14.932,14.967,14.970,16.077,16.117,15.339,14.899,15.850,16.177,15.173,15.543,16.477,15.768,15.737,14.646,17.305,16.543,16.224,16.054,15.969,16.691,17.906
TMAX,AMJJAS,16.512,17.208,17.100,18.619,17.661,16.800,17.268,15.693,18.225,18.434,17.199,17.307,18.398,16.933,18.277,18.326,17.758,17.902,17.407,19.569,18.078,18.691,20.166,17.991,17.683,18.171,19.387,18.438,17.909,18.289,19.296,19.349,18.016,19.118,19.129,18.177,19.123,17.181,20.931,19.263,18.532,18.706,18.328,19.954,20.731
TMAX,ONDJFM,-3.270,1.775,1.695,3.437,2.172,-0.433,1.176,0.067,2.411,3.945,4.536,3.164,4.456,2.443,0.652,3.132,0.120,3.100,2.593,1.429,3.389,4.031,3.471,0.170,2.168,2.062,1.309,5.106,3.781,2.955,0.148,0.549,2.801,0.898,4.465,4.097,3.801,2.610,2.290,3.821,6.042,3.602,4.107,3.531,3.254
TMAX,NDJF,-4.728,-0.180,-1.254,2.131,0.250,-3.956,-2.087,-2.198,0.595,1.894,2.494,1.128,2.608,1.490,-1.734,1.406,-3.298,0.936,1.224,-1.572,1.630,2.044,0.764,-2.263,0.397,0.775,-1.199,2.334,2.146,0.958,-2.411,-2.065,0.362,-0.809,1.999,1.750,2.089,0.788,0.841,1.191,4.529,1.099,1.646,1.056,0.618
TMIN,year,1.025,2.247,2.203,3.223,2.525,0.579,1.805,0.096,2.563,4.011,3.889,3.262,3.242,2.026,2.175,2.808,0.890,2.412,2.451,3.110,3.826,2.837,2.718,2.460,2.535,1.979,2.607,3.109,3.785,2.580,1.925,3.565,2.533,2.630,3.306,3.587,2.963,3.036,3.248,3.747,4.806,2.778,3.092,3.676,4.571
TMIN,MAMJJASO,5.133,6.007,5.569,6.767,6.244,6.134,5.907,4.308,6.548,7.028,6.335,6.331,6.163,5.341,5.989,6.846,5.143,5.699,6.084,6.812,6.434,6.967,6.435,5.836,6.195,4.986,5.844,6.761,6.291,5.784,6.894,7.197,6.706,5.558,6.755,5.824,6.416,5.868,6.917,6.544,6.973,6.845,6.136,6.839,8.012
TMIN,AMJJAS,7.813,8.256,7.403,8.976,8.329,7.865,7.816,7.064,9.064,8.584,7.764,8.076,8.369,7.393,8.248,8.411,7.430,7.903,8.538,8.779,8.021,9.236,8.818,8.263,8.089,7.861,8.274,8.278,7.766,7.990,9.862,9.552,8.657,8.622,8.648,7.759,8.722,7.454,9.715,8.153,8.368,8.906,8.029,8.851,9.981
TMIN,ONDJFM,-10.512,-3.764,-4.165,-1.811,-3.357,-6.169,-4.604,-6.570,-2.861,-1.698,-0.785,-1.774,-0.775,-2.747,-4.837,-1.876,-6.745,-2.676,-2.718,-4.393,-1.531,-1.193,-2.416,-5.780,-2.870,-3.597,-4.870,-0.897,-0.519,-1.845,-5.089,-4.908,-2.327,-4.525,-0.877,-1.282,-2.011,-2.283,-2.840,-1.724,1.096,-1.552,-2.305,-1.492,-1.865
TMIN,NDJF,-10.858,-5.209,-6.791,-2.583,-4.703,-10.001,-7.717,-8.137,-4.048,-3.391,-2.360,-3.263,-2.008,-3.146,-6.990,-3.249,-9.426,-4.368,-3.280,-6.875,-2.854,-2.100,-4.645,-7.690,-4.019,-3.974,-5.909,-3.021,-1.384,-3.416,-6.916,-6.687,-4.081,-5.036,-2.358,-2.521,-2.544,-3.711,-3.489,-3.191,0.611,-3.387,-3.453,-3.179,-3.768
TAVG,year,4.628,5.734,6.000,6.860,6.050,4.226,5.504,3.888,6.114,7.583,7.348,6.718,6.916,5.628,5.956,6.498,4.960,6.215,5.948,7.104,7.457,6.533,6.852,6.207,6.183,6.202,6.992,7.164,7.520,6.407,5.716,7.346,6.108,6.888,7.253,7.705,6.946,6.755,7.523,8.039,8.604,6.856,7.237,7.779,8.658
TAVG,MAMJJASO,9.088,9.973,9.865,10.918,10.361,9.891,10.060,8.372,10.577,11.179,10.499,10.321,10.510,9.521,10.311,11.029,9.772,10.125,10.102,11.496,10.817,11.134,11.358,10.222,10.397,10.101,11.138,11.495,10.905,10.419,11.350,11.701,10.942,10.637,11.557,10.826,11.145,10.282,12.165,11.707,11.657,11.515,11.102,11.874,12.965
TAVG,AMJJAS,11.910,12.459,12.059,13.563,12.787,12.072,12.354,11.114,13.400,13.313,12.314,12.485,13.254,11.978,13.099,13.107,12.373,12.772,12.711,14.073,12.822,13.682,14.444,12.955,12.708,13.156,14.008,13.445,12.977,13.230,14.546,14.468,13.357,13.922,13.852,13.042,14.023,12.372,15.399,13.909,13.526,13.892,13.258,14.517,15.404
TAVG,ONDJFM,-6.808,-0.955,-1.234,0.812,-0.583,-3.324,-1.706,-3.218,-0.333,1.025,1.796,0.630,1.759,-0.168,-2.148,0.486,-3.236,0.177,-0.087,-1.571,0.933,1.383,0.524,-2.807,-0.327,-0.687,-1.675,2.202,1.711,0.640,-2.384,-2.152,0.259,-1.666,1.822,1.479,0.983,0.295,-0.178,1.186,3.656,1.149,0.999,1.158,0.770
TAVG,NDJF,-7.692,-2.554,-3.901,-0.151,-2.177,-6.942,-4.780,-5.057,-1.773,-0.715,0.056,-1.011,0.341,-0.770,-4.350,-0.956,-6.208,-1.621,-1.010,-4.229,-0.513,-0.012,-1.828,-4.879,-1.722,-1.509,-3.418,-0.176,0.489,-1.092,-4.561,-4.323,-1.807,-2.762,-0.117,-0.231,-0.057,-1.236,-1.195,-0.775,2.711,-1.006,-0.693,-0.895,-1.415
RH,year,82.506,81.892,80.574,80.486,80.976,81.524,81.372,81.014,80.972,81.834,81.802,82.749,80.353,79.793,80.030,80.384,79.133,79.345,80.823,78.819,80.539,81.223,77.753,80.881,81.708,80.539,79.281,81.451,80.645,81.587,83.022,80.513,80.148,79.974,78.621,79.477,81.432,82.198,78.489,78.421,78.841,79.496,79.512,79.036,79.806
RH,MAMJJASO,79.847,79.057,77.441,78.107,78.976,80.023,79.264,78.278,78.981,79.338,78.523,80.518,76.753,77.654,76.902,77.872,75.905,76.116,78.165,74.851,77.024,78.697,73.558,77.139,78.046,77.292,75.025,77.995,77.006,77.885,80.098,77.068,77.069,76.250,74.653,75.611,77.661,78.819,73.952,74.233,75.082,75.858,75.435,74.488,76.363
RH,AMJJAS,79.629,77.997,75.736,76.512,77.687,78.306,78.058,78.314,77.044,77.411,77.590,79.257,74.623,75.777,75.292,76.027,74.486,73.905,78.105,72.616,75.842,77.730,70.784,76.055,75.450,76.059,72.070,75.884,74.051,75.084,78.499,76.003,74.603,75.901,73.531,74.977,75.926,76.573,71.849,71.267,73.632,74.533,74.685,71.686,74.608
