Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,4.938,4.619,5.429,5.796,6.011,3.379,4.762,3.545,5.598,7.206,6.481,5.907,6.115,5.448,5.713,6.054,5.660,6.135,5.011,6.146,7.212,5.905,6.263,6.450,6.429,7.189,6.981,6.950,6.634,6.262,5.103,7.463,5.425,7.480,7.309,7.496,6.848,6.123,7.521,6.682,8.139,6.379,7.312,6.868,7.677
TMAX,MAMJJASO,10.974,9.810,10.271,11.199,10.962,10.479,10.737,9.630,11.267,11.929,11.144,10.439,10.155,9.918,11.072,11.273,10.777,11.128,10.097,11.787,11.797,11.290,12.215,11.716,11.545,11.858,11.984,12.241,10.547,11.433,11.922,12.817,11.089,12.114,12.393,11.762,12.354,10.218,12.831,11.565,12.177,12.263,12.478,12.131,13.414
TMAX,AMJJAS,14.605,13.148,13.074,14.424,14.262,13.169,13.321,12.213,14.637,15.108,13.913,13.319,13.643,12.808,14.335,13.924,13.406,14.531,13.096,14.905,14.488,14.792,16.104,14.798,14.588,15.177,15.984,14.595,13.322,15.038,15.426,15.964,13.892,15.933,15.479,14.227,15.540,12.794,16.753,14.987,14.889,15.297,15.153,16.112,16.584
TMAX,ONDJFM,-7.074,-4.205,-3.736,-1.462,-3.181,-5.445,-4.303,-5.313,-2.792,-1.347,-1.528,-2.238,0.227,-1.904,-4.102,-0.685,-3.179,-1.481,-3.148,-3.556,-1.084,-1.039,-2.041,-4.562,-1.742,-1.427,-2.019,-1.002,0.038,-1.079,-4.225,-4.342,-0.696,-2.749,-0.021,-0.432,-0.638,-0.810,-2.200,-1.044,0.074,-0.849,-1.149,-0.810,-3.465
TMAX,NDJF,-9.048,-5.957,-7.088,-2.815,-5.371,-9.253,-8.291,-8.544,-5.587,-3.679,-3.579,-4.311,-1.264,-2.545,-6.574,-2.269,-6.468,-3.709,-4.696,-6.556,-3.072,-2.707,-4.630,-7.533,-3.687,-2.671,-3.793,-3.697,-1.283,-2.983,-6.577,-7.981,-3.071,-4.295,-2.163,-2.416,-2.832,-2.733,-3.575,-3.007,-1.080,-3.168,-3.973,-2.473,-6.190
TMIN,year,-4.268,-3.750,-2.697,-2.673,-1.958,-5.129,-3.146,-4.609,-2.671,-0.510,-1.474,-1.849,-1.629,-2.454,-2.676,-2.013,-2.770,-2.445,-3.022,-2.013,-0.489,-2.280,-2.548,-1.939,-1.667,-0.988,-1.540,-0.983,-0.722,-1.817,-3.169,-0.484,-2.186,-1.052,-0.277,0.181,-0.710,-1.155,-1.140,-1.463,0.400,-1.690,-0.759,-1.588,-0.613
TMIN,MAMJJASO,1.427,1.050,1.786,2.771,2.100,1.875,2.583,1.349,2.673,3.748,2.425,2.316,1.966,1.247,2.072,2.877,1.616,1.932,1.556,2.867,3.283,2.446,2.599,2.962,2.858,2.519,2.264,3.739,2.226,2.296,3.126,4.095,2.727,2.397,3.463,3.601,4.104,2.372,2.867,2.633,3.297,3.453,3.490,2.482,4.380
TMIN,AMJJAS,4.643,4.207,3.849,5.533,4.989,3.932,4.338,3.563,5.391,5.777,4.686,4.723,4.835,3.755,4.684,4.589,3.816,4.429,4.423,5.043,5.294,5.620,5.835,5.270,5.343,5.626,5.818,5.339,4.304,5.163,6.225,6.780,4.983,6.248,5.715,5.734,6.477,4.301,6.388,5.263,5.191,5.751,5.710,5.984,6.707
TMIN,ONDJFM,-16.792,-12.804,-10.880,-8.523,-10.991,-12.241,-11.707,-12.705,-9.283,-8.517,-7.913,-9.666,-6.017,-8.900,-11.090,-6.770,-11.207,-8.884,-10.357,-10.026,-7.853,-7.363,-9.251,-12.131,-8.516,-8.526,-9.169,-7.608,-5.667,-7.156,-11.188,-11.718,-6.728,-9.689,-5.885,-6.327,-6.754,-7.406,-8.649,-7.862,-5.935,-6.836,-8.112,-7.281,-10.001
TMIN,NDJF,-17.827,-14.549,-14.855,-9.948,-13.018,-16.491,-16.379,-15.850,-12.487,-11.687,-9.706,-11.855,-8.068,-9.183,-13.241,-8.592,-14.326,-11.598,-11.531,-12.970,-9.969,-8.334,-11.806,-15.542,-10.414,-9.028,-10.073,-10.379,-6.768,-8.869,-12.965,-15.387,-8.651,-10.112,-7.606,-7.963,-8.552,-9.430,-9.502,-9.510,-6.814,-8.767,-10.845,-8.140,-12.803
TAVG,year,0.616,0.627,1.564,1.752,2.228,-0.736,0.936,-0.448,1.617,3.490,2.640,2.113,2.400,1.559,1.615,2.130,1.526,1.992,1.013,2.107,3.394,1.854,1.961,2.340,2.449,3.169,2.807,3.022,3.019,2.293,1.028,3.520,1.684,3.320,3.536,3.838,3.102,2.549,3.318,2.701,4.390,2.434,3.370,2.789,3.611
TAVG,MAMJJASO,6.409,5.538,6.160,7.117,6.688,6.303,6.730,5.529,7.070,7.900,6.864,6.402,6.140,5.550,6.624,7.092,6.228,6.628,5.755,7.328,7.483,6.850,7.437,7.350,7.159,7.193,7.184,7.970,6.374,6.886,7.506,8.436,6.877,7.298,7.899,7.577,8.157,6.284,7.952,7.109,7.844,7.891,7.971,7.378,8.887
TAVG,AMJJAS,9.855,8.764,8.585,10.066,9.766,8.676,8.897,7.926,10.101,10.497,9.350,9.006,9.296,8.194,9.558,9.232,8.642,9.587,8.663,9.958,9.764,10.142,10.998,10.019,9.923,10.394,10.989,9.954,8.758,10.104,10.741,11.300,9.377,11.080,10.558,9.847,10.924,8.528,11.642,10.100,10.141,10.538,10.414,11.095,11.626
TAVG,ONDJFM,-11.558,-8.144,-7.064,-4.707,-6.803,-8.695,-7.769,-8.854,-5.876,-4.699,-4.512,-5.748,-2.661,-5.156,-7.456,-3.500,-7.019,-5.009,-6.620,-6.685,-4.257,-4.086,-5.451,-8.162,-4.979,-4.818,-5.485,-4.228,-2.663,-3.930,-7.532,-7.880,-3.558,-6.001,-2.848,-3.218,-3.596,-3.919,-5.270,-4.230,-2.763,-3.715,-4.440,-3.791,-6.559
TAVG,NDJF,-12.997,-9.800,-10.655,-6.068,-8.898,-12.720,-12.023,-12.002,-8.863,-7.363,-6.404,-7.833,-4.376,-5.578,-9.755,-5.118,-10.176,-7.410,-7.933,-9.628,-6.261,-5.416,-7.972,-11.268,-6.835,-5.618,-6.758,-6.895,-3.831,-5.711,-9.577,-11.524,-5.659,-6.965,-4.738,-4.962,-5.523,-5.797,-6.371,-6.011,-3.740,-5.812,-7.123,-5.017,-9.220
RH,year,80.864,80.981,81.140,80.521,80.880,79.161,77.779,79.520,80.455,80.584,79.341,82.131,80.847,80.837,81.051,82.519,82.791,80.295,82.605,81.666,82.869,81.652,81.776,82.002,82.539,81.853,80.823,82.669,83.293,82.105,82.987,83.095,83.313,80.750,81.938,82.978,84.263,83.769,81.691,81.799,81.571,82.242,82.110,81.762,82.015
RH,MAMJJASO,77.864,78.281,78.636,78.201,78.120,76.986,75.201,77.821,77.907,78.021,75.600,80.384,78.485,78.502,77.733,80.507,80.003,77.053,80.386,78.928,79.986,79.206,78.733,79.282,80.303,79.056,78.105,80.249,80.687,79.336,80.585,80.585,81.017,77.512,78.564,80.485,82.238,81.418,78.365,79.010,78.710,79.511,79.118,78.460,79.999
RH,AMJJAS,75.666,77.083,76.837,75.982,75.621,75.213,73.105,76.128,75.863,75.197,73.638,78.487,76.198,77.297,75.763,78.292,78.491,75.147,79.188,76.774,78.810,77.576,77.047,77.796,78.782,78.135,75.702,78.364,78.445,77.594,79.203,79.629,79.299,76.497,77.117,79.580,81.350,79.773,76.112,77.234,76.786,77.652,77.550,76.742,78.073
RH,ONDJFM,85.113,84.752,85.354,86.268,84.742,85.098,82.314,83.458,85.059,84.632,84.995,84.911,86.300,84.530,85.965,86.760,86.129,85.880,86.701,86.279,85.719,86.911,87.113,85.050,88.108,84.423,85.964,86.364,87.674,87.579,86.874,86.084,87.550,85.682,85.723,86.745,87.468,86.485,88.015,86.380,85.909,87.500,86.594,87.030,86.559
RH,NDJF,87.271,86.285,85.780,86.804,85.019,85.029,83.126,83.337,85.395,85.026,86.839,85.177,85.638,85.327,87.576,87.918,86.737,87.145,87.810,87.107,87.482,88.131,87.873,86.925,88.699,86.068,87.113,86.377,88.497,88.160,87.974,87.849,88.744,87.645,87.381,88.629,88.428,87.815,89.256,87.361,87.403,88.230,87.791,88.353,87.228
RHmin,year,61.342,62.839,63.447,62.206,63.976,60.479,61.038,61.309,62.461,64.074,62.388,64.641,64.184,63.216,62.675,64.387,63.802,62.023,64.121,63.434,65.389,63.202,62.381,63.354,64.273,63.746,62.526,64.788,66.662,64.236,63.940,65.162,65.748,62.525,65.203,66.277,66.784,67.066,63.190,63.948,64.948,64.329,64.401,63.651,63.828
RHmin,MAMJJASO,58.982,60.340,61.168,61.103,60.428,59.609,59.111,60.415,60.408,61.440,58.154,62.793,61.666,59.938,59.464,62.490,60.609,58.673,61.514,60.298,61.539,60.381,58.838,60.866,61.498,59.315,58.488,62.145,62.593,60.198,61.619,61.997,62.570,57.792,59.970,62.459,63.916,64.096,58.422,60.375,60.613,61.194,60.215,58.856,61.105
