Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,10.300,10.411,11.437,11.683,11.029,9.892,10.585,9.852,11.821,12.718,12.685,11.593,12.433,10.976,11.923,11.633,10.087,11.760,11.030,12.017,12.122,11.400,12.384,12.166,11.788,11.990,12.582,12.607,12.717,12.202,10.301,12.151,11.340,11.655,13.269,12.303,12.314,12.061,12.918,12.793,13.205,12.048,13.046,12.692,12.956
TMAX,MAMJJASO,14.052,14.367,15.343,14.984,14.435,14.036,14.158,13.084,14.831,15.731,15.749,14.903,15.631,14.316,15.174,15.501,14.148,15.494,14.191,15.415,15.045,14.765,16.119,15.832,15.093,15.201,15.957,15.741,15.863,15.948,14.938,15.732,14.981,15.050,16.848,14.978,15.816,15.378,16.821,16.017,16.056,15.709,16.332,16.069,16.343
TMAX,AMJJAS,16.546,16.587,17.342,16.999,16.530,15.965,16.142,15.177,17.154,17.408,17.339,16.642,18.105,16.345,17.467,17.356,16.405,17.720,15.957,17.583,16.810,16.653,18.623,18.227,17.068,17.104,18.298,17.412,18.012,18.330,17.037,17.802,16.556,17.471,18.495,16.646,18.154,16.972,19.825,17.903,17.920,17.526,17.920,18.215,18.282
TMAX,ONDJFM,1.132,5.003,3.849,6.760,5.256,4.209,4.351,4.659,6.626,7.764,8.229,6.357,7.334,6.207,5.038,6.766,3.761,5.689,6.635,5.364,6.928,6.370,7.509,4.853,6.285,6.536,5.845,9.168,7.435,6.448,4.653,4.498,7.279,4.542,7.974,7.704,7.440,6.702,5.949,7.777,8.110,6.961,7.970,7.727,6.839
TMAX,NDJF,0.244,3.575,1.443,5.512,3.943,2.113,2.109,3.496,5.696,6.616,6.663,4.454,6.172,5.286,3.434,5.989,1.358,3.657,5.422,3.744,5.726,5.220,5.726,2.902,5.223,5.632,4.311,7.583,6.471,4.767,2.761,2.231,5.212,3.337,6.184,5.894,6.370,5.310,4.898,6.143,7.007,5.271,6.372,6.219,5.097
TMIN,year,4.573,4.412,4.960,5.397,5.206,3.585,4.111,3.985,5.708,6.157,6.375,5.414,5.961,4.884,5.783,4.992,3.812,5.317,5.504,5.846,6.652,5.579,6.544,5.847,6.110,6.079,6.813,6.806,6.459,6.155,4.140,5.606,4.918,4.755,6.556,5.667,5.426,5.573,5.790,5.793,6.056,5.056,5.689,5.632,6.255
TMIN,MAMJJASO,7.332,7.534,7.867,7.951,7.369,7.241,6.842,6.542,7.847,8.206,8.451,7.861,8.090,7.239,7.993,8.068,6.808,7.911,7.962,8.491,8.666,8.335,9.221,8.496,8.779,8.331,9.152,9.030,8.455,8.751,8.072,7.984,7.696,6.933,8.715,7.190,7.972,7.982,8.129,7.855,7.405,7.630,7.534,7.761,8.506
TMIN,AMJJAS,9.077,9.045,9.062,9.287,8.645,8.633,8.204,8.315,9.562,9.058,9.463,9.127,9.908,8.845,9.616,9.222,8.240,9.630,9.430,9.907,9.866,9.655,11.306,10.703,10.331,9.985,11.072,10.562,9.878,10.459,9.778,9.615,8.719,8.591,9.674,8.228,9.498,8.919,10.070,9.053,8.513,8.952,8.771,9.206,9.689
TMIN,ONDJFM,-2.562,0.871,-1.038,2.252,0.725,-0.245,-0.957,-0.330,2.434,3.028,3.250,1.629,2.441,1.264,0.847,2.047,-1.054,0.796,1.994,0.959,2.409,2.247,2.725,0.228,1.554,1.921,1.190,4.896,2.789,2.092,0.183,-0.548,2.044,-0.145,3.130,2.987,2.391,1.696,1.454,2.686,3.071,1.874,2.233,2.625,2.112
TMIN,NDJF,-3.227,-0.317,-3.203,1.071,-0.291,-2.376,-2.992,-1.064,1.931,2.202,1.970,-0.027,1.657,0.911,-0.158,1.512,-3.249,-0.906,1.566,-0.638,1.508,1.491,1.094,-0.911,1.077,1.393,0.471,3.940,2.527,0.753,-1.177,-2.410,0.690,-0.819,2.012,1.730,1.789,0.524,0.494,1.648,2.801,0.928,1.690,1.800,0.662
