Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,12.786,12.980,14.126,14.036,13.030,12.137,12.918,12.279,13.790,14.742,14.622,13.367,14.191,13.301,14.447,14.364,12.333,14.142,13.881,14.783,14.455,14.083,14.598,15.039,14.276,14.624,15.050,15.013,14.381,14.514,12.910,14.981,14.122,13.637,15.623,14.847,14.709,14.895,15.922,15.501,15.875,14.351,16.034,15.697,15.594
TMAX,MAMJJASO,16.347,16.961,17.869,17.537,16.040,16.294,16.550,16.011,16.620,18.159,17.839,17.230,17.680,16.916,17.636,18.264,16.558,17.969,17.116,18.453,17.698,17.657,17.963,18.998,17.980,18.416,18.859,18.351,17.700,18.629,17.654,18.552,17.790,17.255,19.078,17.641,18.290,18.820,20.094,19.044,19.128,17.726,19.729,19.099,19.116
TMAX,AMJJAS,18.329,18.754,19.870,19.504,17.644,18.179,18.180,17.994,18.536,19.612,19.130,18.566,20.082,18.812,19.547,20.030,18.510,19.764,19.016,20.464,19.585,19.327,19.884,21.294,19.824,19.964,21.120,20.199,19.841,20.870,19.532,20.311,19.279,19.468,20.372,19.609,20.621,20.203,22.540,20.975,21.344,19.304,21.209,21.036,20.819
TMAX,ONDJFM,5.847,7.689,7.064,8.616,8.049,6.990,6.492,7.169,8.758,9.715,10.387,8.571,8.372,8.284,7.760,9.576,6.614,7.820,9.430,8.187,9.148,8.590,10.033,8.606,8.694,8.621,8.180,11.261,9.198,7.665,7.545,7.627,9.599,7.293,10.706,9.483,10.156,9.019,8.883,10.443,10.139,9.606,10.371,10.361,10.673
TMAX,NDJF,4.761,5.366,5.178,6.956,6.491,4.920,4.111,5.431,7.452,8.030,8.531,5.621,6.546,7.000,5.880,8.719,3.859,5.052,7.952,6.470,7.706,7.266,7.711,6.359,7.546,6.644,5.944,9.540,8.070,5.550,5.144,5.091,7.267,5.930,8.607,7.434,9.535,6.764,7.008,8.413,8.741,8.085,8.366,8.460,8.756
TMIN,year,5.035,5.334,5.768,5.876,5.388,4.446,4.557,4.773,6.433,6.097,6.162,4.990,6.235,5.370,6.263,5.792,3.978,5.661,6.195,6.385,6.772,6.109,6.400,5.245,5.877,6.038,6.640,6.681,6.082,5.762,4.411,6.311,5.820,5.347,7.211,6.220,6.132,6.343,6.397,6.403,6.782,5.979,6.421,7.337,7.528
TMIN,MAMJJASO,7.355,8.262,8.242,8.331,7.233,7.666,6.952,7.320,8.194,8.313,7.841,7.575,8.416,7.660,8.302,8.349,6.682,8.039,8.561,8.733,8.751,8.742,8.443,7.568,8.224,8.292,8.997,8.620,8.175,8.243,7.559,8.342,8.279,7.449,9.212,7.521,8.485,8.781,8.770,8.646,8.376,8.124,8.203,9.336,9.738
TMIN,AMJJAS,8.846,9.326,9.458,9.776,8.389,9.028,8.048,8.946,9.455,9.032,8.593,8.485,10.076,9.197,9.681,9.650,8.067,9.288,9.843,10.023,9.866,9.585,10.042,9.397,9.560,9.269,10.419,10.077,9.639,9.762,8.761,9.872,9.463,8.896,10.204,8.861,10.275,9.557,10.559,9.552,9.488,9.338,9.444,10.325,10.888
TMIN,ONDJFM,-0.047,1.757,0.526,2.838,1.404,0.703,0.349,0.713,3.242,3.554,3.708,1.872,2.254,1.914,1.881,3.013,-0.056,1.347,2.899,2.202,3.010,2.924,3.446,1.230,1.900,2.204,1.883,4.846,2.685,1.333,1.272,1.075,2.535,1.330,3.776,3.159,3.739,1.996,2.591,3.099,3.807,2.969,3.165,3.750,4.748
TMIN,NDJF,-0.628,0.149,-0.903,1.708,0.628,-1.250,-1.207,-0.232,2.681,2.532,2.442,-0.091,1.101,1.741,0.474,2.998,-1.862,-0.474,2.266,0.902,1.994,1.992,1.879,0.079,1.897,0.943,0.573,4.019,2.168,0.094,-0.100,-0.135,1.271,0.810,2.961,1.860,3.957,0.709,1.410,1.996,3.085,2.004,2.735,2.667,3.490
TAVG,year,8.961,9.208,9.971,10.024,9.246,8.357,8.847,8.622,10.150,10.500,10.535,9.290,10.276,9.401,10.451,10.161,8.268,9.988,10.093,10.672,10.686,10.170,10.558,10.260,10.163,10.417,10.941,10.936,10.333,10.286,8.871,10.680,10.071,9.628,11.465,10.670,10.483,10.752,11.280,11.057,11.490,10.260,11.456,11.607,11.631
TAVG,MAMJJASO,11.886,12.618,13.071,12.973,11.712,12.010,11.855,11.730,12.421,13.364,13.015,12.539,13.129,12.359,13.030,13.369,11.751,13.076,12.881,13.648,13.263,13.233,13.228,13.437,13.161,13.433,14.028,13.568,13.026,13.566,12.775,13.488,13.091,12.482,14.186,12.760,13.433,13.943,14.591,13.976,13.915,13.009,14.211,14.274,14.481
TAVG,AMJJAS,13.617,14.072,14.730,14.680,13.113,13.686,13.279,13.581,14.015,14.487,14.091,13.717,15.173,14.132,14.703,14.919,13.499,14.623,14.437,15.333,14.758,14.531,14.987,15.565,14.778,14.744,15.890,15.231,14.833,15.439,14.362,15.194,14.459,14.352,15.379,14.438,15.505,15.048,16.773,15.450,15.618,14.427,15.631,15.761,15.900
TAVG,ONDJFM,2.914,4.798,3.826,5.776,4.763,3.868,3.476,4.011,6.042,6.711,7.026,5.286,5.362,5.117,4.855,6.363,3.324,4.657,6.254,5.300,6.181,5.817,6.827,4.992,5.337,5.511,5.029,8.145,6.053,4.619,4.602,4.476,6.108,4.383,7.289,6.387,6.995,5.601,5.761,6.825,7.062,6.356,6.912,7.168,7.802
TAVG,NDJF,2.104,2.863,2.230,4.436,3.632,1.870,1.605,2.696,5.173,5.362,5.463,2.856,3.906,4.397,3.251,6.007,1.095,2.407,5.217,3.787,5.010,4.718,4.963,3.338,4.784,3.920,3.350,6.880,5.234,2.954,2.786,2.678,4.349,3.531,5.860,4.748,6.796,3.851,4.243,5.275,6.049,5.141,5.748,5.723,6.252
