Variable,Season,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TMAX,year,11.970,11.912,12.591,12.647,12.576,11.468,11.413,11.679,12.400,13.302,13.338,12.287,12.427,11.998,12.578,13.271,11.946,13.362,12.792,13.165,12.799,12.626,13.095,13.642,13.119,13.059,13.489,13.372,12.730,12.880,11.978,13.554,12.536,12.582,13.709,13.126,13.140,13.374,13.478,13.270,13.575,13.142,14.090,13.860,13.503
TMAX,MAMJJASO,14.342,14.587,15.206,15.042,15.223,14.205,13.910,14.241,14.594,15.833,15.845,15.081,14.866,14.270,14.761,16.163,14.822,15.951,14.889,15.740,15.234,15.232,15.336,16.389,15.483,15.708,16.215,15.672,15.017,15.798,15.485,15.965,14.871,15.105,16.286,15.108,15.594,15.993,16.191,15.746,15.978,15.794,16.807,16.354,15.767
TMAX,AMJJAS,16.144,16.121,16.791,16.516,16.943,15.532,15.013,15.903,15.951,17.153,17.030,16.397,16.635,15.747,16.026,17.687,16.355,17.269,16.136,17.173,16.582,16.504,16.711,17.979,17.039,16.931,17.966,16.887,16.575,17.082,16.977,17.175,15.855,16.903,17.512,16.329,17.072,17.045,18.117,17.254,17.630,17.042,18.076,17.913,17.009
TMAX,ONDJFM,6.318,8.429,7.499,8.409,8.184,7.872,7.189,8.019,8.364,9.697,9.657,8.255,8.719,8.400,7.706,9.356,7.976,8.652,9.859,8.993,9.290,8.090,9.950,9.109,9.088,9.211,8.450,10.195,9.603,8.337,7.962,7.999,10.390,7.492,9.752,9.326,10.044,9.709,8.562,9.928,9.213,8.882,10.119,9.735,9.896
TMAX,NDJF,6.037,7.386,6.408,7.328,7.365,6.567,5.424,6.988,7.433,8.838,8.218,6.333,7.705,7.741,6.577,8.790,6.479,6.682,8.920,7.953,8.059,7.029,8.506,7.730,8.271,8.283,7.209,8.978,8.741,6.880,6.108,6.138,8.800,6.985,8.309,8.019,9.356,8.331,7.301,8.946,8.305,7.605,8.807,8.485,8.716
TMIN,year,4.922,4.682,5.112,5.431,4.975,4.443,4.271,4.649,5.394,5.539,5.789,5.093,5.266,4.996,5.575,5.487,4.776,5.856,5.873,5.924,5.691,5.309,6.057,5.631,6.046,5.957,6.224,6.043,5.593,5.698,4.334,6.087,5.319,5.383,6.402,5.617,5.766,6.099,5.785,5.788,6.010,5.711,6.307,6.449,6.471
TMIN,MAMJJASO,6.610,6.861,7.015,7.124,6.662,6.712,6.089,6.488,7.001,7.217,7.384,7.266,7.141,6.625,7.020,7.478,6.754,7.532,7.541,7.795,7.361,7.471,7.478,7.540,7.823,7.988,8.122,7.652,7.410,7.862,7.103,7.689,7.043,7.173,8.179,6.846,7.715,8.164,7.539,7.674,7.486,7.603,8.189,8.255,8.179
TMIN,AMJJAS,7.965,7.979,8.111,8.085,7.647,7.795,6.925,7.818,7.959,7.989,7.932,8.135,8.443,7.828,7.939,8.463,7.635,8.496,8.463,8.852,8.276,8.251,8.619,8.995,9.034,8.626,9.254,8.660,8.712,8.885,8.244,8.580,8.004,8.271,9.084,7.736,8.989,8.874,8.973,8.691,8.573,8.324,9.099,9.320,9.076
TMIN,ONDJFM,0.549,2.321,0.974,2.485,2.229,1.624,1.167,1.691,2.579,3.279,3.485,2.281,2.665,2.231,1.821,3.050,2.324,2.432,3.793,2.785,3.069,2.123,3.457,2.786,2.581,3.349,2.590,4.052,2.949,2.170,1.698,1.400,3.881,1.605,3.698,2.991,3.599,3.037,2.378,3.348,3.028,2.832,3.607,3.496,3.822
TMIN,NDJF,0.475,1.430,0.201,1.509,1.554,0.714,-0.175,0.870,2.098,2.706,2.371,0.626,1.646,1.969,0.931,3.002,1.078,0.863,3.352,1.935,2.162,1.430,2.039,2.280,2.248,2.578,1.399,3.225,2.268,1.294,0.348,0.054,2.871,1.336,2.623,1.936,3.393,2.028,1.240,2.627,2.620,1.830,2.795,2.385,2.882
TAVG,year,8.295,8.135,8.711,8.876,8.617,7.813,7.703,8.030,8.772,9.267,9.395,8.567,8.706,8.333,8.927,9.215,8.212,9.454,9.190,9.388,9.120,8.810,9.454,9.505,9.431,9.453,9.787,9.659,9.097,9.242,8.013,9.670,8.794,8.853,9.944,9.245,9.346,9.568,9.468,9.384,9.633,9.265,10.079,10.018,9.823
TAVG,MAMJJASO,10.355,10.573,10.998,10.941,10.801,10.326,9.868,10.253,10.665,11.367,11.462,11.059,10.882,10.320,10.757,11.670,10.635,11.602,11.099,11.645,11.174,11.225,11.307,11.873,11.550,11.792,12.093,11.609,11.148,11.793,11.186,11.699,10.841,11.011,12.121,10.884,11.564,11.967,11.703,11.600,11.576,11.564,12.405,12.196,11.856
TAVG,AMJJAS,11.921,11.914,12.315,12.154,12.148,11.502,10.831,11.745,11.823,12.408,12.342,12.152,12.395,11.658,11.861,12.937,11.851,12.735,12.187,12.895,12.277,12.270,12.570,13.373,12.920,12.723,13.536,12.721,12.571,12.959,12.497,12.766,11.797,12.451,13.211,11.937,12.918,12.862,13.420,12.870,12.938,12.566,13.470,13.524,12.932
TAVG,ONDJFM,3.287,5.174,4.096,5.271,5.022,4.594,4.059,4.699,5.352,6.333,6.399,5.135,5.534,5.139,4.594,5.992,5.001,5.381,6.661,5.693,6.040,4.983,6.475,5.824,5.685,6.154,5.445,7.080,6.217,5.199,4.719,4.501,6.980,4.419,6.620,5.996,6.691,6.208,5.242,6.421,5.962,5.678,6.672,6.486,6.680
TAVG,NDJF,3.096,4.178,3.144,4.197,4.243,3.472,2.482,3.734,4.640,5.628,5.110,3.352,4.489,4.642,3.547,5.696,3.613,3.608,5.964,4.719,4.948,4.111,4.992,4.846,5.064,5.252,4.239,6.057,5.444,4.025,3.109,2.871,5.660,4.012,5.369,4.812,6.203,4.985,4.034,5.555,5.288,4.530,5.570,5.292,5.594
